uniprot	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	conformation	state	organism	date	notes	percent_disorder_1	ar_disorder	region_1_mean_plddt	region_2_mean_plddt	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2	sasa	pdb
P62826	179-216	10-169	22.089	76.31578947	99.375	4.574	59.019	Open		Homo sapiens	['2009-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	10043.44	3gj7
P62826	179-216	10-169	23.414	81.57894737	99.375	4.623	61.269	Open		Homo sapiens	['2009-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	10314.62	3gj8
P62826	179-216	10-169	15.841	76.31578947	100	1.095	42.202	Open		Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	12426.2	4hau
P62826	179-216	10-169	15.521	68.42105263	100	1.087	43.969	Open		Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	12066.39	4hav
P62826	179-216	10-169	15.494	68.42105263	100	1.109	43.889	Open		Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	12090.42	4haw
P62826	179-216	10-169	15.857	78.94736842	100	1.097	41.83	Open		Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	12582.76	4hay
P62826	179-216	10-169	22.116	76.31578947	100	4.843	58.982	Open		Homo sapiens	['2015-07-13']		100	disordered	68.309	94.214	10.256	26.339	3.587	10017.52	5ciq
P62826	179-216	10-169	21.438	73.68421053	100	4.847	58.062	Open		Homo sapiens	['2015-07-13']		100	disordered	68.309	94.214	10.256	26.339	3.587	9711.12	5cit
P62826	179-216	10-169	22.122	76.31578947	99.375	4.581	58.892	Open		Homo sapiens	['2015-07-13']		100	disordered	68.309	94.214	10.256	26.339	3.587	9933.23	5ciw
P62826	179-216	10-169	19.97	68.42105263	99.375	4.586	55.712	Open		Homo sapiens	['2015-07-13']		100	disordered	68.309	94.214	10.256	26.339	3.587	9824.7	5cj2
P62826	179-216	10-169	12.538	86.84210526	99.375	1.892	32.251	Open		Homo sapiens	['2015-07-16']		100	disordered	68.309	94.214	10.256	26.339	3.587	12766.95	5clq
P62826	179-216	10-169	22.081	76.31578947	99.375	4.593	58.995	Open		Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10057.85	7mnp
P62826	179-216	10-169	22.639	78.94736842	99.375	4.826	59.846	Open		Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10523.43	7mnq
P62826	179-216	10-169	22.55	78.94736842	99.375	4.838	59.762	Open		Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10536.57	7mnr
P62826	179-216	10-169	22.613	78.94736842	99.375	4.961	59.743	Open		Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10249.58	7mns
P62826	179-216	10-169	22.613	78.94736842	99.375	5.076	59.618	Open		Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10548.13	7mnt
P62826	179-216	10-169	21.408	73.68421053	99.375	4.984	57.795			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	9972.71	7mnu
P62826	179-216	10-169	15.482	100	100	1.258	37.459			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	13283.57	7mnw
P62826	179-216	10-169	13.764	92.10526316	100	1.226	34.558			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	12900.42	7mnx
P62826	179-216	10-169	16.192	100	98.75	1.805	38.984			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	12820.94	7mny
P62826	179-216	10-169	12.568	86.84210526	100	0.919	32.533			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	12690.12	7mnz
P62826	179-216	10-169	15.747	94.73684211	99.375	1.885	39.011			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	13674.86	7mo0
P62826	179-216	10-169	22.539	78.94736842	99.375	4.59	59.882			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10499.83	7mo1
P62826	179-216	10-169	22.707	78.94736842	99.375	4.759	59.961			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10137.86	7mo2
P62826	179-216	10-169	24.165	84.21052632	99.375	4.591	62.371			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10343.22	7mo3
P62826	179-216	10-169	24.13	84.21052632	99.375	4.549	62.297			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10418.02	7mo4
P62826	179-216	10-169	22.563	78.94736842	99.375	4.58	59.773			Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10089.83	7mo5
P62826	179-216	10-169	16.214	97.36842105	99.375	1	39.574			Homo sapiens	['2022-08-05']		100	disordered	68.309	94.214	10.256	26.339	3.587	13017.64	7ypz
P97360	426-435	335-416	2.411	100	100	2.06	3.7	Closed	Autoinhibited	Mus musculus	['2011-06-28']		100	disordered	77.343	92.219	2.24	9.221	2.35	6043.75	2lf7
P97360	426-435	335-416	5.708	100	100	1.691	2.65	Closed	Autoinhibited	Mus musculus	['2011-06-28']		100	disordered	77.343	92.219	2.24	9.221	2.35	7589.62	2lf8
Q00944	35-362	422-680	2.641	100	95.36679537	3.342	1.906	Closed	Autoinhibited	GALLUS GALLUS	['2006-08-03']		0	structured	91.309	86.721	4.587	16.875	5.282	31908.65	2j0j
Q00944	35-362	422-680	1.831	100	94.20849421	1.203	4.812			GALLUS GALLUS	['2006-08-03']		0	structured	91.309	86.721	4.587	16.875	5.282	31518.03	2j0k
Q00944	35-362	422-680	22.472	99.69512195	96.13899614	2.501	71.123			Gallus gallus	['2020-01-15']		0	structured	91.309	86.721	4.587	16.875	5.282	34087.09	6ty3
Q00944	35-362	422-680	22.518	100	100	1.803	70.656			Gallus gallus	['2020-01-15']		0	structured	91.309	86.721	4.587	16.875	5.282	35214.91	6ty4
Q01974	555-556	473-746	1.968	100	93.43065693	1.91	1.507			HOMO SAPIENS	['2011-09-05']		0	structured	81.005	87.264	0.5	11.918	6.627	13956.68	3zzw
Q01974	555-556	473-746	1.727	100	94.16058394	1.723	0.872			Homo sapiens	['2012-08-28']		0	structured	81.005	87.264	0.5	11.918	6.627	13784.92	4gt4
Q02750	75-102	68-74,103-361	1.634	100	87.59398496	1.425	1.315	Closed	Autoinhibited	Homo sapiens	['2004-02-04']		25	structured	91.73	87.394	2.927	4.739	5.426	15111.26	1s9j
Q02750	75-102	68-74,103-361	1.627	100	87.59398496	1.403	1.005	Closed	Autoinhibited	Homo sapiens	['2007-03-14']		25	structured	91.73	87.394	2.927	4.739	5.426	14926.97	2p55
Q02750	75-102	68-74,103-361	1.588	100	87.21804511	1.279	1.028	Closed	Autoinhibited	Homo sapiens	['2008-07-18']		25	structured	91.73	87.394	2.927	4.739	5.426	14545.95	3dv3
Q02750	75-102	68-74,103-361	1.68	100	83.83458647	1.262	0.988	Closed	Autoinhibited	Homo sapiens	['2008-07-25']		25	structured	91.73	87.394	2.927	4.739	5.426	13642.15	3dy7
Q02750	75-102	68-74,103-361	1.605	100	88.34586466	1.333	1.054	Closed	Autoinhibited	Homo sapiens	['2008-08-20']		25	structured	91.73	87.394	2.927	4.739	5.426	14812.22	3e8n
Q02750	75-102	68-74,103-361	1.644	100	87.59398496	1.405	1.059	Closed	Autoinhibited	Homo sapiens	['2008-09-30']		25	structured	91.73	87.394	2.927	4.739	5.426	14972.23	3eqb
Q02750	75-102	68-74,103-361	1.371	100	87.96992481	1.107	1.002	Closed	Autoinhibited	Homo sapiens	['2008-09-30']		25	structured	91.73	87.394	2.927	4.739	5.426	15551.77	3eqc
Q02750	75-102	68-74,103-361	1.561	100	89.09774436	1.052	0.982	Closed	Autoinhibited	Homo sapiens	['2008-09-30']		25	structured	91.73	87.394	2.927	4.739	5.426	15234.38	3eqd
Q02750	75-102	68-74,103-361	1.678	100	89.09774436	1.145	1.229	Closed	Autoinhibited	Homo sapiens	['2008-09-30']		25	structured	91.73	87.394	2.927	4.739	5.426	15405.18	3eqf
Q02750	75-102	68-74,103-361	1.579	100	89.09774436	1.089	1.21	Closed	Autoinhibited	Homo sapiens	['2008-09-30']		25	structured	91.73	87.394	2.927	4.739	5.426	15443.29	3eqg
Q02750	75-102	68-74,103-361	1.522	100	89.09774436	1.05	0.954	Closed	Autoinhibited	Homo sapiens	['2008-09-30']		25	structured	91.73	87.394	2.927	4.739	5.426	15473.23	3eqh
Q02750	75-102	68-74,103-361	1.593	100	89.09774436	1.159	1.082	Closed	Autoinhibited	Homo sapiens	['2008-09-30']		25	structured	91.73	87.394	2.927	4.739	5.426	15503.13	3eqi
Q02750	75-102	68-74,103-361	1.619	100	88.34586466	1.311	1.173	Closed	Autoinhibited	Homo sapiens	['2010-03-25']		25	structured	91.73	87.394	2.927	4.739	5.426	14913.66	3mbl
Q02750	75-102	68-74,103-361	3.779	100	65.41353383	2.456	1.189	Closed	Autoinhibited	Homo sapiens	['2010-09-07']		25	structured	91.73	87.394	2.927	4.739	5.426	12118.07	3orn
Q02750	75-102	68-74,103-361	3.806	100	64.66165414	2.495	1.584	Closed	Autoinhibited	Homo sapiens	['2010-09-08']		25	structured	91.73	87.394	2.927	4.739	5.426	11881.52	3os3
Q02750	75-102	68-74,103-361	1.536	100	88.34586466	1.294	1.022	Closed	Autoinhibited	Homo sapiens	['2010-11-23']		25	structured	91.73	87.394	2.927	4.739	5.426	14774.38	3pp1
Q02750	75-102	68-74,103-361	1.625	100	87.59398496	1.421	1.235	Closed	Autoinhibited	Homo sapiens	['2011-12-07']		25	structured	91.73	87.394	2.927	4.739	5.426	15008	3v01
Q02750	75-102	68-74,103-361	1.599	100	87.59398496	1.378	1.05	Closed	Autoinhibited	Homo sapiens	['2011-12-07']		25	structured	91.73	87.394	2.927	4.739	5.426	14931.78	3v04
Q02750	75-102	68-74,103-361	6.403	100	90.22556391	4.109	1.865	Closed	Autoinhibited	Homo sapiens	['2013-03-20']		25	structured	91.73	87.394	2.927	4.739	5.426	16657.33	3w8q
Q02750	75-102	68-74,103-361	3.799	89.28571429	65.41353383	2.535	1.173	Closed	Autoinhibited	Homo sapiens	['2013-09-12']		25	structured	91.73	87.394	2.927	4.739	5.426	12191.15	3wig
Q02750	75-102	68-74,103-361	1.607	100	89.09774436	1.252	1.605	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']		25	structured	91.73	87.394	2.927	4.739	5.426	15496.5	3zls
Q02750	75-102	68-74,103-361	1.448	96.42857143	87.96992481	1.121	1.174	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']		25	structured	91.73	87.394	2.927	4.739	5.426	15306.78	3zlw
Q02750	75-102	68-74,103-361	1.466	100	87.96992481	1.122	1.232	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']		25	structured	91.73	87.394	2.927	4.739	5.426	15339.61	3zlx
Q02750	75-102	68-74,103-361	1.211	96.42857143	87.96992481	1.084	1.034	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']		25	structured	91.73	87.394	2.927	4.739	5.426	15432.07	3zly
Q02750	75-102	68-74,103-361	1.243	100	87.21804511	1.065	1.486	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-05']		25	structured	91.73	87.394	2.927	4.739	5.426	15519.06	3zm4
Q02750	75-102	68-74,103-361	3.15	100	63.90977444	2.2	1.667	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-14']		25	structured	91.73	87.394	2.927	4.739	5.426	11977.54	4an2
Q02750	75-102	68-74,103-361	3.138	100	63.15789474	2.228	1.352	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-15']		25	structured	91.73	87.394	2.927	4.739	5.426	12273.59	4an3
Q02750	75-102	68-74,103-361	3.135	100	63.53383459	2.199	1.309	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-16']		25	structured	91.73	87.394	2.927	4.739	5.426	12287.01	4an9
Q02750	75-102	68-74,103-361	3.136	100	63.90977444	2.195	1.23	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-16']		25	structured	91.73	87.394	2.927	4.739	5.426	11955.5	4anb
Q02750	75-102	68-74,103-361	1.868	100	88.34586466	1.377	0.996	Closed	Autoinhibited	HOMO SAPIENS	['2012-04-24']		25	structured	91.73	87.394	2.927	4.739	5.426	14992.23	4ark
Q02750	75-102	68-74,103-361	1.898	100	88.72180451	1.496	1.397	Closed	Autoinhibited	Homo sapiens	['2013-07-10']		25	structured	91.73	87.394	2.927	4.739	5.426	14736.49	4lmn
Q02750	75-102	68-74,103-361	1.615	100	88.34586466	1.312	1.065	Closed	Autoinhibited	Homo sapiens	['2014-07-31']		25	structured	91.73	87.394	2.927	4.739	5.426	14844.33	4u7z
Q02750	75-102	68-74,103-361	1.586	100	87.59398496	1.357	1.133	Closed	Autoinhibited	Homo sapiens	['2014-07-31']		25	structured	91.73	87.394	2.927	4.739	5.426	14746.3	4u80
Q02750	75-102	68-74,103-361	1.566	100	87.59398496	1.274	1.056	Closed	Autoinhibited	Homo sapiens	['2014-07-31']		25	structured	91.73	87.394	2.927	4.739	5.426	14834.17	4u81
Q02750	75-102	68-74,103-361	1.605	100	89.09774436	0.992	1.802	Closed	Autoinhibited	Homo sapiens	['2015-06-08']		25	structured	91.73	87.394	2.927	4.739	5.426	15631.68	5bx0
Q02750	75-102	68-74,103-361	1.564	100	86.84210526	1.665	1.413	Closed	Autoinhibited	Homo sapiens	['2016-02-02']		25	structured	91.73	87.394	2.927	4.739	5.426	15150.01	5hze
Q02750	75-102	68-74,103-361	1.979	100	87.96992481	1.438	1.146	Closed	Autoinhibited	Homo sapiens	['2019-08-19']		25	structured	91.73	87.394	2.927	4.739	5.426	15663.62	6u2g
Q02750	75-102	68-74,103-361	1.503	100	87.21804511	1.211	1.62	Closed	Autoinhibited	Homo sapiens	['2021-09-20']		25	structured	91.73	87.394	2.927	4.739	5.426	15671.63	7pqv
Q02750	75-102	68-74,103-361	3.558	100	62.40601504	2.387	1.674			Homo sapiens	['2011-06-25']		25	structured	91.73	87.394	2.927	4.739	5.426	12702.42	3sls
Q02750	75-102	68-74,103-361	1.47	100	86.84210526	1.279	0.996			Homo sapiens	['2012-07-24']		25	structured	91.73	87.394	2.927	4.739	5.426	14440.03	3vvh
Q02750	75-102	68-74,103-361	1.808	100	88.34586466	1.463	1.403			Homo sapiens	['2013-09-10']		25	structured	91.73	87.394	2.927	4.739	5.426	14487.08	4mne
Q02750	75-102	68-74,103-361	1.254	89.28571429	82.70676692	0.952	1.201			Homo sapiens	['2015-11-25']		25	structured	91.73	87.394	2.927	4.739	5.426	15655.7	5eym
Q02750	75-102	68-74,103-361	4.745	100	82.33082707	3.497	1.115			Homo sapiens	['2017-11-16']		25	structured	91.73	87.394	2.927	4.739	5.426	16083.52	5yt3
Q02750	75-102	68-74,103-361	1.901	100	84.58646617	1.29	1.365			Homo sapiens	['2019-02-11']		25	structured	91.73	87.394	2.927	4.739	5.426	14958.96	6nyb
Q02750	75-102	68-74,103-361	1.792	100	87.21804511	1.211	1.139			Homo sapiens	['2019-07-05']		25	structured	91.73	87.394	2.927	4.739	5.426	15808.98	6pp9
Q02750	75-102	68-74,103-361	1.919	100	87.21804511	1.534	1.306			Homo sapiens	['2019-11-25']		25	structured	91.73	87.394	2.927	4.739	5.426	16261.58	6v2w
Q02750	75-102	68-74,103-361	3.477	100	62.78195489	2.375	1.284			Homo sapiens	['2020-12-01']		25	structured	91.73	87.394	2.927	4.739	5.426	13443.27	7b3m
Q02750	75-102	68-74,103-361	3.478	100	62.78195489	2.319	1.249			Homo sapiens	['2020-12-11']		25	structured	91.73	87.394	2.927	4.739	5.426	13242.68	7b7r
Q02750	75-102	68-74,103-361	3.466	100	62.78195489	2.332	1.252			Homo sapiens	['2020-12-14']		25	structured	91.73	87.394	2.927	4.739	5.426	13325.75	7b94
Q02750	75-102	68-74,103-361	3.407	100	62.03007519	2.273	1.241			Homo sapiens	['2020-12-14']		25	structured	91.73	87.394	2.927	4.739	5.426	13216.54	7b9l
Q02750	75-102	68-74,103-361	1.953	100	87.21804511	1.427	1.201			Homo sapiens	['2021-03-11']		25	structured	91.73	87.394	2.927	4.739	5.426	16173.59	7m0u
Q02750	75-102	68-74,103-361	1.874	100	87.21804511	1.435	1.361			Homo sapiens	['2021-03-11']		25	structured	91.73	87.394	2.927	4.739	5.426	15728.85	7m0v
Q02750	75-102	68-74,103-361	1.813	100	87.21804511	1.349	1.156			Homo sapiens	['2021-03-11']		25	structured	91.73	87.394	2.927	4.739	5.426	15552.05	7m0x
Q02750	75-102	68-74,103-361	1.901	100	87.21804511	1.419	1.243			Homo sapiens	['2021-03-11']		25	structured	91.73	87.394	2.927	4.739	5.426	15951.34	7m0y
Q02750	75-102	68-74,103-361	1.909	100	87.21804511	1.366	1.315			Homo sapiens	['2021-03-11']		25	structured	91.73	87.394	2.927	4.739	5.426	16215.94	7m0z
Q02750	75-102	68-74,103-361	1.484	100	87.21804511	0.918	1.487			Homo sapiens	['2022-04-22']		25	structured	91.73	87.394	2.927	4.739	5.426	14952.89	7xlp
Q02750	75-102	68-74,103-361	1.707	100	86.84210526	0.835	1.136			Homo sapiens	['2022-04-28']		25	structured	91.73	87.394	2.927	4.739	5.426	14971.76	7xnc
Q02750	75-102	68-74,103-361	2.011	100	87.21804511	1.694	1.534			Homo sapiens	['2022-06-24']		25	structured	91.73	87.394	2.927	4.739	5.426	17546.3	8dgs
Q02750	75-102	68-74,103-361	1.939	100	87.21804511	1.409	1.234			Homo sapiens	['2022-06-24']		25	structured	91.73	87.394	2.927	4.739	5.426	16077.67	8dgt
Q02750	75-102	68-74,103-361	1.248	100	87.59398496	0.76	1.228			Homo sapiens	['2019-08-01']		25	structured	91.73	87.394	2.927	4.739	5.426	17730.3	6q0j
Q02750	75-102	68-74,103-361	1.269	100	87.59398496	0.772	1.23			Homo sapiens	['2019-08-02']		25	structured	91.73	87.394	2.927	4.739	5.426	17838.25	6q0t
Q02750	75-102	68-74,103-361	2.502	100	85.33834586	1.92	2.324			Homo sapiens	['2021-04-09']		25	structured	91.73	87.394	2.927	4.739	5.426	15195.58	7mfd
Q04929	225-297	133-193	17.591	100	96.72131148	2.524	22.709	Closed	Autoinhibited	Gallus gallus	['2010-09-21']		100	disordered	70.452	79.129	8.35	25.621	5.146	10757.07	2l3s
Q06124	3-104	247-517	1.844	100	93.72693727	1.095	1.402	Closed	Autoinhibited	Homo sapiens	['2012-01-26']		0	structured	91.967	94.025	2.894	6.718	3.725	22510.72	4dgp
Q06124	3-104	247-517	1.827	100	94.09594096	1.253	1.279	Closed	Autoinhibited	Homo sapiens	['2012-01-27']		0	structured	91.967	94.025	2.894	6.718	3.725	23163.33	4dgx
Q06124	3-104	247-517	1.827	95.09803922	94.09594096	1.342	1.9	Closed	Autoinhibited	Homo sapiens	['2012-09-11']		0	structured	91.967	94.025	2.894	6.718	3.725	23417.16	4h1o
Q06124	3-104	247-517	1.914	92.15686275	92.25092251	1.352	2.391	Closed	Autoinhibited	Homo sapiens	['2012-09-13']		0	structured	91.967	94.025	2.894	6.718	3.725	23083.8	4h34
Q06124	3-104	247-517	2.179	100	94.09594096	1.837	2.555	Closed	Autoinhibited	Homo sapiens	['2014-01-17']		0	structured	91.967	94.025	2.894	6.718	3.725	23214.91	4ohd
Q06124	3-104	247-517	1.634	100	93.35793358	1.225	2.718	Closed	Autoinhibited	Homo sapiens	['2014-01-17']		0	structured	91.967	94.025	2.894	6.718	3.725	22668.6	4ohe
Q06124	3-104	247-517	1.643	100	93.35793358	1.083	1.27	Closed	Autoinhibited	Homo sapiens	['2014-01-17']		0	structured	91.967	94.025	2.894	6.718	3.725	22161.41	4ohh
Q06124	3-104	247-517	2.06	100	93.35793358	1.121	1.392	Closed	Autoinhibited	Homo sapiens	['2014-01-17']		0	structured	91.967	94.025	2.894	6.718	3.725	22952.1	4ohi
Q06124	3-104	247-517	2.165	100	95.57195572	1.541	3.222	Closed	Autoinhibited	Homo sapiens	['2019-06-01']		0	structured	91.967	94.025	2.894	6.718	3.725	23257.33	5bk8
Q06124	3-104	247-517	1.777	99.01960784	95.57195572	1.306	1.377	Closed	Autoinhibited	Homo sapiens	['2017-07-13']		0	structured	91.967	94.025	2.894	6.718	3.725	23800.32	5xzr
Q06124	3-104	247-517	1.429	96.07843137	93.35793358	0.886	1.389	Closed	Autoinhibited	Homo sapiens	['2018-03-06']		0	structured	91.967	94.025	2.894	6.718	3.725	22339.81	6cmr
Q06124	3-104	247-517	1.763	96.07843137	93.35793358	1.046	1.853	Closed	Autoinhibited	Homo sapiens	['2018-03-06']		0	structured	91.967	94.025	2.894	6.718	3.725	22832.4	6cms
Q06124	3-104	247-517	1.846	98.03921569	93.72693727	1.332	1.925	Closed	Autoinhibited	Homo sapiens	['2021-06-24']		0	structured	91.967	94.025	2.894	6.718	3.725	22792.89	7r75
Q06124	3-104	247-517	1.654	99.01960784	92.98892989	1.06	1.706			Homo sapiens	['1997-12-01']		0	structured	91.967	94.025	2.894	6.718	3.725	22584.5	2shp
Q06124	3-104	247-517	1.561	92.15686275	95.94095941	1.02	1.732			Homo sapiens	['2012-09-03']		0	structured	91.967	94.025	2.894	6.718	3.725	24152.87	4gwf
Q06124	3-104	247-517	1.337	92.15686275	94.46494465	0.974	0.961			Homo sapiens	['2013-12-06']		0	structured	91.967	94.025	2.894	6.718	3.725	22874.01	4nwf
Q06124	3-104	247-517	1.301	98.03921569	95.94095941	0.988	0.953			Homo sapiens	['2013-12-06']		0	structured	91.967	94.025	2.894	6.718	3.725	23933.86	4nwg
Q06124	3-104	247-517	1.271	100	92.25092251	1.002	1.516			Homo sapiens	['2014-01-17']		0	structured	91.967	94.025	2.894	6.718	3.725	21626	4ohl
Q06124	3-104	247-517	1.112	98.03921569	97.04797048	1.166	0.929			Homo sapiens	['2015-10-28']		0	structured	91.967	94.025	2.894	6.718	3.725	23126.86	5ehp
Q06124	3-104	247-517	1.132	88.23529412	97.41697417	1.195	0.807			Homo sapiens	['2015-10-28']		0	structured	91.967	94.025	2.894	6.718	3.725	22607.73	5ehr
Q06124	3-104	247-517	1.112	93.1372549	95.94095941	1.076	0.969			Homo sapiens	['2016-02-16']		0	structured	91.967	94.025	2.894	6.718	3.725	22209.25	5i6v
Q06124	3-104	247-517	1.274	89.21568627	95.57195572	1.191	1.019			Homo sapiens	['2016-02-22']		0	structured	91.967	94.025	2.894	6.718	3.725	22191.49	5ibm
Q06124	3-104	247-517	1.175	89.21568627	96.3099631	1.034	1.18			Homo sapiens	['2016-02-22']		0	structured	91.967	94.025	2.894	6.718	3.725	22851.5	5ibs
Q06124	3-104	247-517	1.033	98.03921569	95.57195572	0.952	0.853			Homo sapiens	['2017-08-28']		0	structured	91.967	94.025	2.894	6.718	3.725	22225.95	6atd
Q06124	3-104	247-517	1.003	99.01960784	95.20295203	0.846	0.987			Homo sapiens	['2017-11-15']		0	structured	91.967	94.025	2.894	6.718	3.725	22328.34	6bmr
Q06124	3-104	247-517	1.08	95.09803922	95.57195572	1.079	0.936			Homo sapiens	['2017-11-15']		0	structured	91.967	94.025	2.894	6.718	3.725	21889.54	6bmu
Q06124	3-104	247-517	1.038	98.03921569	93.72693727	0.872	1.029			Homo sapiens	['2017-11-15']		0	structured	91.967	94.025	2.894	6.718	3.725	22149.69	6bmv
Q06124	3-104	247-517	0.981	94.11764706	93.35793358	0.85	0.949			Homo sapiens	['2017-11-15']		0	structured	91.967	94.025	2.894	6.718	3.725	21809.65	6bmw
Q06124	3-104	247-517	0.999	99.01960784	95.20295203	0.853	1.035			Homo sapiens	['2017-11-15']		0	structured	91.967	94.025	2.894	6.718	3.725	22261.37	6bmx
Q06124	3-104	247-517	1.115	95.09803922	95.57195572	1.157	0.935			Homo sapiens	['2017-11-15']		0	structured	91.967	94.025	2.894	6.718	3.725	22085	6bmy
Q06124	3-104	247-517	1.3	78.43137255	92.25092251	1.052	0.921			Homo sapiens	['2017-11-16']		0	structured	91.967	94.025	2.894	6.718	3.725	21548.56	6bn5
Q06124	3-104	247-517	1.889	99.01960784	92.25092251	1.252	1.822			Homo sapiens	['2018-03-06']		0	structured	91.967	94.025	2.894	6.718	3.725	22629.6	6cmp
Q06124	3-104	247-517	20.036	96.07843137	95.57195572	1.116	58.638			Homo sapiens	['2018-03-17']		0	structured	91.967	94.025	2.894	6.718	3.725	22478.49	6crf
Q06124	3-104	247-517	1.388	83.33333333	94.09594096	0.969	1.131			Homo sapiens	['2018-03-17']		0	structured	91.967	94.025	2.894	6.718	3.725	22410.69	6crg
Q06124	3-104	247-517	1.235	99.01960784	95.20295203	0.841	0.924			Homo sapiens	['2018-09-04']		0	structured	91.967	94.025	2.894	6.718	3.725	23153.71	6md7
Q06124	3-104	247-517	0.968	86.2745098	92.6199262	0.807	0.88			Homo sapiens	['2018-09-04']		0	structured	91.967	94.025	2.894	6.718	3.725	21670.7	6md9
Q06124	3-104	247-517	0.968	86.2745098	92.6199262	0.812	0.853			Homo sapiens	['2018-09-04']		0	structured	91.967	94.025	2.894	6.718	3.725	21454.94	6mda
Q06124	3-104	247-517	0.981	97.05882353	94.83394834	0.837	0.923			Homo sapiens	['2018-09-04']		0	structured	91.967	94.025	2.894	6.718	3.725	22370.64	6mdb
Q06124	3-104	247-517	1.132	88.23529412	97.41697417	1.203	0.77			Homo sapiens	['2018-09-04']		0	structured	91.967	94.025	2.894	6.718	3.725	22749.62	6mdc
Q06124	3-104	247-517	0.995	92.15686275	92.98892989	0.783	1.003			Homo sapiens	['2018-09-04']		0	structured	91.967	94.025	2.894	6.718	3.725	22137.92	6mdd
Q06124	3-104	247-517	1.548	100	92.98892989	1.007	1.552			Homo sapiens	['2020-05-04']		0	structured	91.967	94.025	2.894	6.718	3.725	22880.47	6wu8
Q06124	3-104	247-517	1.338	93.1372549	95.57195572	0.94	1.384			Homo sapiens	['2021-04-14']		0	structured	91.967	94.025	2.894	6.718	3.725	22800.42	7emn
Q06124	3-104	247-517	0.968	96.07843137	95.20295203	0.869	0.9			Homo sapiens	['2020-08-21']		0	structured	91.967	94.025	2.894	6.718	3.725	22107.13	7jvm
Q06124	3-104	247-517	1.474	97.05882353	93.72693727	1.175	1.356			Homo sapiens	['2021-06-24']		0	structured	91.967	94.025	2.894	6.718	3.725	22791.3	7r7d
Q06124	3-104	247-517	1.444	99.01960784	93.72693727	1.201	1.573			Homo sapiens	['2021-06-24']		0	structured	91.967	94.025	2.894	6.718	3.725	22394.65	7r7i
Q06124	3-104	247-517	1.248	94.11764706	96.67896679	0.968	1.786			Homo sapiens	['2021-06-24']		0	structured	91.967	94.025	2.894	6.718	3.725	22527.09	7r7l
Q06124	3-104	247-517	1.099	89.21568627	94.83394834	0.968	1.131			Homo sapiens	['2021-11-12']		0	structured	91.967	94.025	2.894	6.718	3.725	21634.45	7vxg
Q06124	3-104	247-517	1.002	87.25490196	92.25092251	0.827	0.91			Homo sapiens	['2022-04-09']		0	structured	91.967	94.025	2.894	6.718	3.725	20358.34	7xhq
Q06124	3-104	247-517	1.984	100	96.67896679	1.197	2.195			Homo sapiens	['2022-09-25']		0	structured	91.967	94.025	2.894	6.718	3.725	24151.81	8b5y
Q06124	3-104	247-517	1.348	95.09803922	92.6199262	0.95	1.131			Homo sapiens	['2023-01-25']		0	structured	91.967	94.025	2.894	6.718	3.725	23355.59	8cbh
