uniprot	region_1	region_2	conformation	state	cluster	cf_filename
P53042	28-129	495-499,200-494	Closed	Active	052	P53042_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	034	P53042_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	016	P53042_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	047	P53042_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	030	P53042_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	U100-002	P53042_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	021	P53042_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	U10-001	P53042_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	U10-008	P53042_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P53042	28-129	495-499,200-494	Closed	Active	039	P53042_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-003	P60240_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-003	P60240_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-007	P60240_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-007	P60240_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-006	P60240_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-002	P60240_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-006	P60240_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	000	P60240_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-002	P60240_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-004	P60240_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-004	P60240_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-009	P60240_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-009	P60240_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-000	P60240_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-000	P60240_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-008	P60240_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-001	P60240_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-005	P60240_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U100-001	P60240_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-005	P60240_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P60240	1-110	147-416,441-659	Open	Active	U10-008	P60240_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-008	P62826_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	006	P62826_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	064	P62826_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	060	P62826_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	092	P62826_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	069	P62826_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	024	P62826_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	057	P62826_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	103	P62826_103_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	083	P62826_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-001	P62826_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-008	P62826_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	035	P62826_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	053	P62826_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	031	P62826_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	013	P62826_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	071	P62826_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-005	P62826_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	042	P62826_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	002	P62826_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	017	P62826_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-001	P62826_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	046	P62826_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	029	P62826_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-005	P62826_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	038	P62826_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	078	P62826_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	096	P62826_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	075	P62826_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	087	P62826_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	020	P62826_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	007	P62826_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	097	P62826_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	039	P62826_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	086	P62826_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	074	P62826_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-004	P62826_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	003	P62826_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	056	P62826_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	082	P62826_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	043	P62826_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	047	P62826_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	021	P62826_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-004	P62826_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-009	P62826_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	093	P62826_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	028	P62826_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	052	P62826_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	030	P62826_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	065	P62826_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-000	P62826_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	061	P62826_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	102	P62826_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	079	P62826_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	016	P62826_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-009	P62826_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	070	P62826_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-000	P62826_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	025	P62826_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	068	P62826_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	034	P62826_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	012	P62826_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-006	P62826_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	045	P62826_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	084	P62826_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	032	P62826_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	063	P62826_063_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	095	P62826_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-002	P62826_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	023	P62826_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-006	P62826_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	008	P62826_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	001	P62826_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	010	P62826_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-002	P62826_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	005	P62826_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	059	P62826_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	104	P62826_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	014	P62826_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	036	P62826_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	100	P62826_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	080	P62826_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	098	P62826_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	027	P62826_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	072	P62826_072_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	019	P62826_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	067	P62826_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	091	P62826_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	048	P62826_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	041	P62826_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	050	P62826_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	076	P62826_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	089	P62826_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	054	P62826_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	088	P62826_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	037	P62826_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	026	P62826_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	062	P62826_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-003	P62826_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	040	P62826_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	105	P62826_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-003	P62826_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	049	P62826_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	077	P62826_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	085	P62826_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	058	P62826_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	055	P62826_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	051	P62826_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	018	P62826_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	101	P62826_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	081	P62826_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	073	P62826_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	044	P62826_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	033	P62826_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	094	P62826_094_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U10-007	P62826_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	090	P62826_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	011	P62826_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P62826	179-216	10-169	Closed	Active	000	P62826_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	U100-007	P62826_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	099	P62826_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P62826	179-216	10-169	Closed	Active	066	P62826_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P62826	179-216	10-169	Closed	Active	004	P62826_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	015	P62826_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P62826	179-216	10-169	Closed	Active	022	P62826_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P62826	179-216	10-169	Closed	Active	009	P62826_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-000	Q6GQQ9_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-009	Q6GQQ9_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	017	Q6GQQ9_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	020	Q6GQQ9_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	002	Q6GQQ9_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-004	Q6GQQ9_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-003	Q6GQQ9_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-007	Q6GQQ9_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	006	Q6GQQ9_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	013	Q6GQQ9_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-002	Q6GQQ9_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	007	Q6GQQ9_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	003	Q6GQQ9_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-001	Q6GQQ9_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	012	Q6GQQ9_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	021	Q6GQQ9_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-006	Q6GQQ9_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	016	Q6GQQ9_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-005	Q6GQQ9_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-008	Q6GQQ9_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	014	Q6GQQ9_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	005	Q6GQQ9_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	001	Q6GQQ9_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	023	Q6GQQ9_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-009	Q6GQQ9_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	019	Q6GQQ9_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	008	Q6GQQ9_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	010	Q6GQQ9_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-004	Q6GQQ9_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-003	Q6GQQ9_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-000	Q6GQQ9_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-007	Q6GQQ9_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-008	Q6GQQ9_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-005	Q6GQQ9_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-002	Q6GQQ9_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	018	Q6GQQ9_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	015	Q6GQQ9_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U100-006	Q6GQQ9_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	000	Q6GQQ9_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	022	Q6GQQ9_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	U10-001	Q6GQQ9_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	011	Q6GQQ9_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
Q6GQQ9	187-193	194-365	Closed	Active	004	Q6GQQ9_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
