Gene_name	Uniprot_ID	Protein_length	region_1	region_2	region_1_len	region_2_len	PDB ID	PDB Length	Resolution	Model	Chain	PDB residues in region_1	PDB residues in region_2	Percent residues in region_1	Percent residues in region_2
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		6	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		6	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		7	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		7	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		8	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		8	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		9	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		9	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		10	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		10	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		11	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		11	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		12	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		12	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		13	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		13	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		14	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		14	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		15	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		15	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		16	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		16	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	105		17	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2ple	12		17	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	1sha	156	1.5	0	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	1sha	10	1.5	0	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	1h9o	212	1.79	0	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	1h9o	12	1.79	0	B	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2pld	105		0	A	0	0	0.0	0.0
PDGFRB	P09619	1106.0	525-567	600-962	43	363	2pld	12		0	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	4at5	661	1.71	0	A	0	260	0.0	96.29629629629629
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		0	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		0	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		1	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		1	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		2	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		2	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		3	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		3	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		4	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		4	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		5	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		5	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		6	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		6	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		7	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		7	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		8	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		8	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		9	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		9	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		10	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		10	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		11	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		11	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		12	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		12	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		13	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		13	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		14	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		14	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		15	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		15	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		16	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		16	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		17	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		17	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		18	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		18	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	115		19	A	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	2mfq	23		19	B	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	4asz	733	1.7	0	A	0	255	0.0	94.44444444444444
NTRK2	Q16620	822.0	298-377	538-807	80	270	1wwb	177	2.1	0	X	80	0	100.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	4at3	605	1.77	0	A	0	255	0.0	94.44444444444444
NTRK2	Q16620	822.0	298-377	538-807	80	270	5mo9	282	2.594	0	H	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	5mo9	283	2.594	0	L	0	0	0.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	5mo9	137	2.594	0	X	80	0	100.0	0.0
NTRK2	Q16620	822.0	298-377	538-807	80	270	4at4	585	2.36	0	A	0	258	0.0	95.55555555555556
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	3kat	84	3.1	0	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		0	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		1	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		2	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		3	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		4	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		5	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		6	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		7	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		8	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		9	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		10	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		11	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		12	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		13	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		14	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		15	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		16	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		17	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		18	A	0	0	0.0	0.0
NLRP1	Q9C000	1473.0	809-973	328-637	165	310	1pn5	93		19	A	0	0	0.0	0.0
FLT3	P36888	993.0	565-604	610-943	40	334	6jqr	406	2.2	0	A	34	254	85.0	76.04790419161677
FLT3	P36888	993.0	565-604	610-943	40	334	4rt7	276	3.1	0	A	6	256	15.0	76.64670658682635
FLT3	P36888	993.0	565-604	610-943	40	334	6il3	363	2.5	0	A	36	265	90.0	79.34131736526946
FLT3	P36888	993.0	565-604	610-943	40	334	1rjb	608	2.1	0	A	33	256	82.5	76.64670658682635
FLT3	P36888	993.0	565-604	610-943	40	334	5x02	321	2.401	0	A	32	264	80.0	79.04191616766467
ERG	P11308	479.0	272-289,378-388	290-377	29	88	4irh	128	2.1	0	A	14	85	48.275862068965516	96.5909090909091
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		0	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		1	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		2	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		3	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		4	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		5	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		6	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		7	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		8	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		9	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		10	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		11	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		12	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	1sxe	97		13	A	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	4irg	144	1.7	0	A	10	88	34.48275862068966	100.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	4iri	105	2.77	0	A	8	86	27.586206896551722	97.72727272727273
ERG	P11308	479.0	272-289,378-388	290-377	29	88	4iri	15	2.77	0	B	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	4iri	15	2.77	0	C	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vge	98	4.25	0	A	11	73	37.93103448275862	82.95454545454545
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vge	16	4.25	0	B	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vge	16	4.25	0	C	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vge	117	4.25	0	D	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vge	121	4.25	0	G	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vgg	98	4.31	0	A	11	73	37.93103448275862	82.95454545454545
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vgg	19	4.31	0	B	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vgg	18	4.31	0	C	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vgg	117	4.31	0	D	0	0	0.0	0.0
ERG	P11308	479.0	272-289,378-388	290-377	29	88	6vgg	121	4.31	0	G	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		0	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		0	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		1	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		1	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		2	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		2	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		3	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		3	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		4	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		4	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		5	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		5	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		6	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		6	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		7	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		7	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		8	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		8	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		9	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		9	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		10	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		10	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		11	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		11	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		12	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		12	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		13	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		13	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		14	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		14	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		15	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		15	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		16	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		16	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		17	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		17	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		18	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		18	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	89		19	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u38	4		19	B	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		0	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		1	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		2	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		3	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		4	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		5	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		6	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		7	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		8	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		9	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		10	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		11	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		12	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		13	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		14	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		15	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		16	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		17	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		18	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u39	80		19	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		0	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		1	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		2	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		3	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		4	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		5	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		6	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		7	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		8	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		9	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		10	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		11	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		12	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		13	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		14	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		15	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		16	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		17	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		18	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1x45	98		19	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		0	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		1	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		2	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		3	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		4	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		5	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		6	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		7	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		8	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		9	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		10	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		11	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		12	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		13	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		14	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		15	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		16	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		17	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		18	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u37	89		19	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1u3b	185		0	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		0	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		1	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		2	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		3	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		4	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		5	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		6	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		7	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		8	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		9	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		10	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		11	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		12	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		13	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		14	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		15	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		16	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		17	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		18	A	0	0	0.0	0.0
APBA1	Q02410	837.0	626-641	453-622	16	170	1y7n	84		19	A	0	0	0.0	0.0
MDM4	Q7ZUW7	496.0	275-295	22-105	21	84	4n5t	191	1.7	0	A	0	84	0.0	100.0
MDM4	Q7ZUW7	496.0	275-295	22-105	21	84	4n5t	39	1.7	0	B	0	7	0.0	8.333333333333332
MDM4	Q7ZUW7	496.0	275-295	22-105	21	84	6v4g	166	1.25	0	A	0	84	0.0	100.0
MDM4	Q7ZUW7	496.0	275-295	22-105	21	84	6v4g	34	1.25	0	B	0	7	0.0	8.333333333333332
MDM4	Q7ZUW7	496.0	275-295	22-105	21	84	6v4f	154	1.35	0	A	0	84	0.0	100.0
MDM4	Q7ZUW7	496.0	275-295	22-105	21	84	6v4f	35	1.35	0	B	0	7	0.0	8.333333333333332
	P06782	633.0	316-398	55-306	83	252	3tdh	165	2.3	0	A	0	0	0.0	0.0
	P06782	633.0	316-398	55-306	83	252	3tdh	138	2.3	0	B	76	4	91.56626506024097	1.5873015873015872
	P06782	633.0	316-398	55-306	83	252	3tdh	425	2.3	0	C	6	252	7.228915662650602	100.0
	P06782	633.0	316-398	55-306	83	252	3mn3	306	2.38	0	A	5	233	6.024096385542169	92.46031746031747
	P06782	633.0	316-398	55-306	83	252	3t4n	220	2.3	0	A	0	0	0.0	0.0
	P06782	633.0	316-398	55-306	83	252	3t4n	158	2.3	0	B	76	4	91.56626506024097	1.5873015873015872
	P06782	633.0	316-398	55-306	83	252	3t4n	510	2.3	0	C	7	248	8.433734939759036	98.4126984126984
	P06782	633.0	316-398	55-306	83	252	3te5	176	2.5	0	A	0	0	0.0	0.0
	P06782	633.0	316-398	55-306	83	252	3te5	143	2.5	0	B	75	4	90.36144578313254	1.5873015873015872
	P06782	633.0	316-398	55-306	83	252	3te5	450	2.5	0	C	7	249	8.433734939759036	98.80952380952381
	P06782	633.0	316-398	55-306	83	252	2fh9	360	2.8	0	A	4	233	4.819277108433735	92.46031746031747
EPHB1	P54762	984.0	593-618	619-882	26	264	2eao	99		0	A	0	0	0.0	0.0
EPHB1	P54762	984.0	593-618	619-882	26	264	2eao	99		1	A	0	0	0.0	0.0
EPHB1	P54762	984.0	593-618	619-882	26	264	2eao	99		2	A	0	0	0.0	0.0
EPHB1	P54762	984.0	593-618	619-882	26	264	2eao	99		3	A	0	0	0.0	0.0
