uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename
P11142	3fzh	263-287	225-262	4.075	100.0	100.0	1.375	1.103	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif
P11142	3fzk	263-287	225-262	4.058	100.0	100.0	1.404	1.175	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif
P11142	3fzl	263-287	225-262	4.011	100.0	100.0	1.418	1.143	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif
P11142	3fzm	263-287	225-262	3.835	100.0	100.0	1.414	1.224	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif
P11142	3ldq	263-287	225-262	4.156	100.0	100.0	1.43	1.201	Autoinhibited	Closed	Homo sapiens	['2010-01-13']		A	F-P11142-F1-model_v3.cif
P11142	3m3z	263-287	225-262	3.999	100.0	100.0	1.449	1.082	Autoinhibited	Closed	Homo sapiens	['2010-03-10']		A	F-P11142-F1-model_v3.cif
P11142	4h5n	263-287	225-262	3.38	100.0	100.0	1.234	1.282	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif
P11142	4h5r	263-287	225-262	3.311	100.0	100.0	1.116	1.497	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif
P11142	4h5t	263-287	225-262	2.923	100.0	100.0	1.153	1.261	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif
P11142	4h5v	263-287	225-262	3.318	100.0	100.0	1.441	1.131	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif
P11142	4h5w	263-287	225-262	3.236	100.0	100.0	1.004	1.266	Autoinhibited	Closed	Homo sapiens	['2012-09-19']		A	F-P11142-F1-model_v3.cif
P11142	4hwi	263-287	225-262	3.588	100.0	100.0	1.446	1.055	Autoinhibited	Closed	Homo sapiens	['2012-11-07']		A	F-P11142-F1-model_v3.cif
P11142	5aqf	263-287	225-262	3.99	100.0	100.0	1.38	1.071	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqg	263-287	225-262	3.97	100.0	100.0	1.419	1.069	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqh	263-287	225-262	3.915	100.0	100.0	1.384	1.107	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqi	263-287	225-262	3.88	100.0	100.0	1.393	1.101	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqj	263-287	225-262	3.781	100.0	100.0	1.42	1.119	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqk	263-287	225-262	4.054	100.0	100.0	1.436	1.129	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aql	263-287	225-262	3.968	96.0	100.0	1.404	1.228	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqm	263-287	225-262	3.938	96.0	100.0	1.38	1.234	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqn	263-287	225-262	3.918	100.0	100.0	1.447	1.188	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqo	263-287	225-262	3.904	100.0	100.0	1.395	1.104	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqp	263-287	225-262	3.923	100.0	100.0	1.414	1.172	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqq	263-287	225-262	3.903	100.0	100.0	1.391	1.231	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqr	263-287	225-262	3.916	100.0	100.0	1.399	1.168	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqs	263-287	225-262	3.96	100.0	100.0	1.475	1.195	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqt	263-287	225-262	3.932	100.0	100.0	1.381	1.159	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqu	263-287	225-262	3.897	100.0	100.0	1.353	1.128	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	5aqv	263-287	225-262	3.762	100.0	100.0	1.398	1.108	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif
P11142	6b1i	263-287	225-262	3.152	100.0	100.0	0.844	0.867	Autoinhibited	Closed	Homo sapiens	['2017-09-18']		A	F-P11142-F1-model_v3.cif
P11142	6b1n	263-287	225-262	3.091	100.0	100.0	0.873	0.827	Autoinhibited	Closed	Homo Sapiens	['2017-09-18']		A	F-P11142-F1-model_v3.cif
P11142	6zyj	263-287	225-262	3.2	100.0	100.0	1.122	0.922	Autoinhibited	Closed	Homo sapiens	['2020-08-01']		A	F-P11142-F1-model_v3.cif
P08631	1qcf	142-239,240-259	76-136,425-514	1.659	100.0	96.6887417218543	1.174	2.104	Autoinhibited	Closed	Homo sapiens	['1999-05-04']	In comparison to 2src/1y57 (P12931)	A	F-P08631-F1-model_v3.cif
P08631	2c0i	142-239,240-259	76-136,425-514	1.505	100.0	96.6887417218543	1.023	1.978	Autoinhibited	Closed	Homo sapiens	['2005-09-03']		A	F-P08631-F1-model_v3.cif
P08631	2c0o	142-239,240-259	76-136,425-514	1.536	100.0	96.6887417218543	1.011	1.977	Autoinhibited	Closed	Homo sapiens	['2005-09-06']		A	F-P08631-F1-model_v3.cif
P08631	3vry	142-239,240-259	76-136,425-514	1.469	94.9152542372881	96.6887417218543	1.004	1.665	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vrz	142-239,240-259	76-136,425-514	1.504	96.6101694915254	96.6887417218543	0.998	2.23	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs0	142-239,240-259	76-136,425-514	1.556	95.7627118644068	96.6887417218543	1.109	2.183	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs1	142-239,240-259	76-136,425-514	1.655	92.3728813559322	96.6887417218543	1.005	2.391	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs2	142-239,240-259	76-136,425-514	1.51	97.4576271186441	96.6887417218543	1.042	1.905	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs3	142-239,240-259	76-136,425-514	1.442	100.0	96.6887417218543	1.039	1.557	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs4	142-239,240-259	76-136,425-514	1.529	94.9152542372881	96.6887417218543	1.01	1.739	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs5	142-239,240-259	76-136,425-514	1.445	96.6101694915254	96.6887417218543	1.018	1.679	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs6	142-239,240-259	76-136,425-514	1.523	100.0	96.6887417218543	1.01	1.881	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	3vs7	142-239,240-259	76-136,425-514	1.744	100.0	96.6887417218543	1.07	2.317	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif
P08631	4lud	142-239,240-259	76-136,425-514	1.41	98.3050847457627	93.3774834437086	0.998	2.256	Autoinhibited	Closed	Homo sapiens	['2013-07-25']		A	F-P08631-F1-model_v3.cif
P08631	4lue	142-239,240-259	76-136,425-514	1.344	96.6101694915254	96.6887417218543	0.99	1.671	Autoinhibited	Closed	Homo sapiens	['2013-07-25']		A	F-P08631-F1-model_v3.cif
P08631	5h09	142-239,240-259	76-136,425-514	2.299	100.0	96.6887417218543	1.771	1.468	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif
P08631	5h0b	142-239,240-259	76-136,425-514	2.212	100.0	96.6887417218543	1.415	1.292	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif
P08631	5h0e	142-239,240-259	76-136,425-514	2.213	100.0	96.6887417218543	1.402	1.752	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif
P08631	5h0g	142-239,240-259	76-136,425-514	2.233	100.0	96.6887417218543	1.31	1.56	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif
P08631	5h0h	142-239,240-259	76-136,425-514	2.242	100.0	96.6887417218543	1.507	1.326	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif
Q8IXJ6	1j8f	320-352	65-319	10.918	100.0	100.0	3.188	1.575		Closed	Homo sapiens	['2001-05-21']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	3zgo	320-352	65-319	4.034	100.0	99.6078431372549	3.192	1.661		Closed	HOMO SAPIENS	['2012-12-18']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	3zgv	320-352	65-319	2.638	100.0	99.2156862745098	2.683	1.74		Closed	HOMO SAPIENS	['2012-12-19']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4l3o	320-352	65-319	2.809	100.0	98.0392156862745	2.993	1.263		Closed	Homo sapiens	['2013-06-06']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4r8m	320-352	65-319	1.719	100.0	94.1176470588235	1.802	1.251		Closed	Homo sapiens	['2014-09-02']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4rmg	320-352	65-319	2.278	100.0	97.6470588235294	2.385	0.942	Active	Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4rmh	320-352	65-319	2.263	100.0	96.4705882352941	2.297	0.923	Active	Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4rmi	320-352	65-319	1.642	100.0	91.3725490196078	1.631	0.959	Active	Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4rmj	320-352	65-319	2.623	100.0	100.0	2.651	1.574		Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4x3o	320-352	65-319	1.269	100.0	97.6470588235294	1.309	0.878	Active	Closed	Homo sapiens	['2014-12-01']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	4x3p	320-352	65-319	1.378	100.0	97.2549019607843	1.428	0.873	Active	Closed	Homo sapiens	['2014-12-01']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5d7o	320-352	65-319	2.537	100.0	100.0	2.582	1.661		Closed	Homo sapiens	['2015-08-14']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5d7p	320-352	65-319	2.7	100.0	100.0	2.739	1.936		Closed	Homo sapiens	['2015-08-14']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5d7q	320-352	65-319	2.684	100.0	100.0	2.714	1.685		Closed	Homo sapiens	['2015-08-14']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5dy4	320-352	65-319	2.44	100.0	98.8235294117647	2.562	0.903	Active	Closed	Homo sapiens	['2015-09-24']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5dy5	320-352	65-319	2.304	100.0	98.4313725490196	2.42	0.982	Active	Closed	Homo sapiens	['2015-09-24']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5fyq	320-352	65-319	2.005	100.0	92.5490196078431	2.113	0.982		Closed	HOMO SAPIENS	['2016-03-09']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5g4c	320-352	65-319	1.51	100.0	94.9019607843137	1.472	1.409		Closed	HOMO SAPIENS	['2016-05-09']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5mar	320-352	65-319	2.749	100.0	100.0	2.754	1.869		Closed	Homo sapiens	['2016-11-04']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5mat	320-352	65-319	2.383	100.0	99.2156862745098	2.539	0.963		Closed	Homo sapiens	['2016-11-04']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5yql	320-352	65-319	1.937	100.0	96.078431372549	1.909	0.879	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5yqm	320-352	65-319	1.852	100.0	95.6862745098039	1.799	0.856	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5yqn	320-352	65-319	1.737	100.0	92.9411764705882	1.634	0.894	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	5yqo	320-352	65-319	1.704	100.0	92.9411764705882	1.602	0.879	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	6l65	320-352	65-319	1.996	100.0	94.5098039215686	2.112	0.84	Active	Closed	Homo sapiens	['2019-10-28']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	6l66	320-352	65-319	1.392	100.0	97.2549019607843	1.43	0.867	Active	Closed	Homo sapiens	['2019-10-28']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	6l71	320-352	65-319	1.324	100.0	97.2549019607843	1.383	0.825	Active	Closed	Homo sapiens	['2019-10-30']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	6l72	320-352	65-319	1.391	100.0	97.6470588235294	1.417	0.846	Active	Closed	Homo sapiens	['2019-10-30']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	6nr0	320-352	65-319	1.325	100.0	95.6862745098039	1.32	0.884		Closed	Homo sapiens	['2019-01-22']		A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	6qcn	320-352	65-319	2.637	100.0	100.0	2.659	1.828		Closed	Homo sapiens	['2018-12-29']		A	F-Q8IXJ6-F1-model_v3.cif
Q09472	5xzc	1520-1581	1287-1663	28.923	100.0	83.5543766578249	17.946	44.241	Active	Closed	Homo sapiens	['2017-07-12']		A	F-Q09472-F1-model_v3.cif
P31749	3o96	5-108	150-408	10.469	94.2307692307692	90.7335907335907	3.31	20.039	Autoinhibited	Closed	Homo sapiens	['2010-08-03']		A	F-P31749-F1-model_v3.cif
P31749	4ejn	5-108	150-408	10.9	93.2692307692308	93.0501930501931	3.865	20.485	Autoinhibited	Closed	Homo sapiens	['2012-04-06']		A	F-P31749-F1-model_v3.cif
P31749	5kcv	5-108	150-408	10.541	87.5	87.2586872586873	2.215	20.433	Autoinhibited	Closed	Homo sapiens	['2016-06-07']		A	F-P31749-F1-model_v3.cif
P31749	6hhf	5-108	150-408	10.314	92.3076923076923	87.6447876447876	2.996	20.857	Autoinhibited	Closed	Homo sapiens	['2018-08-28']		A	F-P31749-F1-model_v3.cif
P31749	6hhg	5-108	150-408	10.14	96.1538461538462	91.8918918918919	5.724	20.114	Autoinhibited	Closed	Homo sapiens	['2018-08-28']		A	F-P31749-F1-model_v3.cif
P31749	6hhh	5-108	150-408	10.021	97.1153846153846	90.3474903474904	3.879	19.995	Autoinhibited	Closed	Homo sapiens	['2018-08-28']		A	F-P31749-F1-model_v3.cif
P31749	6hhi	5-108	150-408	10.426	97.1153846153846	92.6640926640927	5.685	20.244	Autoinhibited	Closed	Homo sapiens	['2018-08-28']		A	F-P31749-F1-model_v3.cif
P31749	6hhj	5-108	150-408	10.233	98.0769230769231	100.0	7.485	19.946	Autoinhibited	Closed	Homo sapiens	['2018-08-28']		A	F-P31749-F1-model_v3.cif
P31749	6s9w	5-108	150-408	9.942	100.0	99.2277992277992	6.98	19.899	Autoinhibited	Closed	Homo sapiens	['2019-07-15']		A	F-P31749-F1-model_v3.cif
P31749	6s9x	5-108	150-408	9.927	96.1538461538462	91.1196911196911	4.842	20.095	Autoinhibited	Closed	Homo sapiens	['2019-07-15']		A	F-P31749-F1-model_v3.cif
P31749	7nh4	5-108	150-408	9.385	97.1153846153846	90.7335907335907	4.46	20.053	Autoinhibited	Closed	Homo sapiens	['2021-02-10']		A	F-P31749-F1-model_v3.cif
P31749	7nh5	5-108	150-408	9.627	96.1538461538462	90.7335907335907	4.526	19.893	Autoinhibited	Closed	Homo sapiens	['2021-02-10']		A	F-P31749-F1-model_v3.cif
P07949	2ivs	900-909	724-899,910-1016	2.618	100.0	92.9328621908127	2.143	7.973	Active	Closed	Homo sapiens	['2006-06-16']		A	F-P07949-F1-model_v3.cif
P07949	2ivt	900-909	724-899,910-1016	2.852	90.0	91.1660777385159	1.933	7.676	Active	Closed	Homo sapiens	['2006-06-16']		A	F-P07949-F1-model_v3.cif
P07949	2ivu	900-909	724-899,910-1016	2.651	90.0	90.4593639575972	1.547	7.902	Active	Closed	Homo sapiens	['2006-06-16']		A	F-P07949-F1-model_v3.cif
P07949	2ivv	900-909	724-899,910-1016	2.689	90.0	89.0459363957597	1.641	7.902	Active	Closed	Homo sapiens	['2006-06-16']		A	F-P07949-F1-model_v3.cif
P07949	2x2k	900-909	724-899,910-1016	2.815	90.0	91.5194346289753	1.904	7.857	Active	Closed	Homo sapiens	['2010-01-13']		A	F-P07949-F1-model_v3.cif
P07949	2x2l	900-909	724-899,910-1016	2.833	90.0	90.4593639575972	1.956	7.643	Active	Closed	Homo sapiens	['2010-01-13']		A	F-P07949-F1-model_v3.cif
P07949	2x2m	900-909	724-899,910-1016	2.648	90.0	89.7526501766784	1.653	7.707	Active	Closed	Homo sapiens	['2010-01-13']		A	F-P07949-F1-model_v3.cif
P07949	4cki	900-909	724-899,910-1016	3.09	80.0	91.8727915194346	2.25	8.035	Active	Closed	HOMO SAPIENS	['2014-01-06']	“Taken together, these structural and biochemical data indicate that the closed conformer of the GRL contribute to a cis autoinhibitory mechanism.” This refers to the position of predominantly Y735 as either “inward” or “outward”.  (24560924). This may require redefining regions 1 and 2.	A	F-P07949-F1-model_v3.cif
P07949	4ckj	900-909	724-899,910-1016	2.949	90.0	91.5194346289753	2.128	7.554	Active	Closed	HOMO SAPIENS	['2014-01-06']		A	F-P07949-F1-model_v3.cif
P07949	5fm2	900-909	724-899,910-1016	1.708	80.0	88.6925795053003	1.258	7.888	Active	Closed	HOMO SAPIENS	['2015-10-30']		A	F-P07949-F1-model_v3.cif
P07949	5fm3	900-909	724-899,910-1016	1.847	80.0	88.6925795053003	1.26	8.108	Active	Closed	HOMO SAPIENS	['2015-10-30']		A	F-P07949-F1-model_v3.cif
P07949	6i83	900-909	724-899,910-1016	3.061	90.0	90.8127208480565	2.207	7.508	Active	Closed	Homo sapiens	['2018-11-19']		A	F-P07949-F1-model_v3.cif
P07949	6ne7	900-909	724-899,910-1016	3.178	80.0	91.8727915194346	2.317	8.006	Active	Closed	Homo sapiens	['2018-12-17']		A	F-P07949-F1-model_v3.cif
P07949	6nec	900-909	724-899,910-1016	2.801	100.0	93.9929328621908	2.278	7.987	Active	Closed	Homo sapiens	['2018-12-17']		A	F-P07949-F1-model_v3.cif
P07949	6nja	900-909	724-899,910-1016	3.066	80.0	91.8727915194346	2.2	7.943	Active	Closed	Homo sapiens	['2019-01-02']		A	F-P07949-F1-model_v3.cif
P07949	6vhg	900-909	724-899,910-1016	2.084	90.0	90.1060070671378	1.469	8.105	Active	Closed	Homo sapiens	['2020-01-09']		A	F-P07949-F1-model_v3.cif
P07949	7du8	900-909	724-899,910-1016	2.719	100.0	93.9929328621908	2.236	7.563	Active	Closed	Homo sapiens	['2021-01-08']		A	F-P07949-F1-model_v3.cif
P07949	7du9	900-909	724-899,910-1016	2.766	100.0	93.6395759717314	2.298	7.512	Active	Closed	Homo sapiens	['2021-01-08']		A	F-P07949-F1-model_v3.cif
P07949	7dua	900-909	724-899,910-1016	2.666	100.0	93.6395759717314	2.216	7.474	Active	Closed	Homo sapiens	['2021-01-08']		A	F-P07949-F1-model_v3.cif
P07949	7ju6	900-909	724-899,910-1016	2.714	100.0	94.3462897526502	2.19	7.77	Active	Closed	Homo sapiens	['2020-08-19']		A	F-P07949-F1-model_v3.cif
P07949	7nzn	900-909	724-899,910-1016	2.761	80.0	90.8127208480565	1.816	7.856	Active	Closed	Homo sapiens	['2021-03-24']		A	F-P07949-F1-model_v3.cif
P07949	7run	900-909	724-899,910-1016	2.338	80.0	90.4593639575972	1.654	7.877	Active	Closed	Homo sapiens	['2021-08-17']		A	F-P07949-F1-model_v3.cif
P22681	1fbv	353-380	381-435	24.937	100.0	98.1818181818182	5.263	34.316	Autoinhibited	Closed	Homo sapiens	['2000-07-17']		A	F-P22681-F1-model_v3.cif
P22681	2k4d	353-380	381-435	16.721	82.1428571428571	100.0	1.96	30.187	Autoinhibited	Closed	Homo sapiens	['2008-06-06']		A	F-P22681-F1-model_v3.cif
P22681	2y1m	353-380	381-435	23.817	82.1428571428571	100.0	3.101	22.284	Autoinhibited	Closed	HOMO SAPIENS	['2010-12-08']		A	F-P22681-F1-model_v3.cif
P22681	2y1n	353-380	381-435	24.485	75.0	100.0	3.432	25.56	Autoinhibited	Closed	HOMO SAPIENS	['2010-12-08']		A	F-P22681-F1-model_v3.cif
P22681	4a49	353-380	381-435	1.351	71.4285714285714	100.0	1.365	1.498	Active	Closed	Homo sapiens	['2011-10-07']		A	F-P22681-F1-model_v3.cif
P22681	4a4b	353-380	381-435	1.359	92.8571428571429	100.0	1.149	2.465	Active	Closed	HOMO SAPIENS	['2011-10-08']	The inhibitory and active regions are mislabeled. The active domain is the TKBD, from 47-353, and the inhibitory module is the RING domain, 381-435. These will have to be redefined. 	A	F-P22681-F1-model_v3.cif
P22681	4a4c	353-380	381-435	1.37	96.4285714285714	100.0	1.157	2.208	Active	Closed	HOMO SAPIENS	['2011-10-08']		A	F-P22681-F1-model_v3.cif
P22681	5hkx	353-380	381-435	19.747	67.8571428571429	89.0909090909091	1.005	17.974	Autoinhibited	Closed	Homo sapiens	['2016-01-14']		A	F-P22681-F1-model_v3.cif
P22681	5j3x	353-380	381-435	23.672	85.7142857142857	100.0	2.962	27.744	Autoinhibited	Closed	Homo sapiens	['2016-03-31']		A	F-P22681-F1-model_v3.cif
P22681	5o76	353-380	381-435	1.828	92.8571428571429	98.1818181818182	1.685	2.466	Active	Closed	Homo sapiens	['2017-06-08']		A	F-P22681-F1-model_v3.cif
Q9H7B4	3mek	280-428	4-240	0.756	93.2885906040268	97.0464135021097	0.783	0.721	Autoinhibited	Closed	Homo sapiens	['2010-03-31']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	3oxf	280-428	4-240	1.31	100.0	99.1561181434599	1.103	1.686		Closed	Homo sapiens	['2010-09-21']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	3oxg	280-428	4-240	1.408	98.6577181208054	99.1561181434599	1.121	1.92	Autoinhibited	Closed	Homo sapiens	['2010-09-21']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	3oxl	280-428	4-240	1.593	98.6577181208054	99.1561181434599	1.329	1.972	Autoinhibited	Closed	Homo sapiens	['2010-09-21']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	3pdn	280-428	4-240	0.786	99.3288590604027	99.1561181434599	0.809	0.75	Autoinhibited	Closed	Homo sapiens	['2010-10-23']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	3qwp	280-428	4-240	0.769	99.3288590604027	99.1561181434599	0.754	0.812	Autoinhibited	Closed	Homo sapiens	['2011-02-28']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	3ru0	280-428	4-240	1.281	100.0	99.57805907173	1.035	1.646		Closed	Homo sapiens	['2011-05-04']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5ccl	280-428	4-240	0.979	99.3288590604027	99.57805907173	0.921	1.14	Autoinhibited	Closed	Homo sapiens	['2015-07-02']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5ccm	280-428	4-240	0.802	97.9865771812081	99.57805907173	0.849	0.76	Autoinhibited	Closed	Homo sapiens	['2015-07-02']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5ex0	280-428	4-240	1.686	100.0	99.1561181434599	1.264	2.554	Autoinhibited	Closed	Homo sapiens	['2015-11-23']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5ex3	280-428	4-240	1.815	100.0	99.1561181434599	1.345	2.76	Autoinhibited	Closed	Homo sapiens	['2015-11-23']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5hi7	280-428	4-240	0.879	100.0	99.57805907173	0.984	0.736	Autoinhibited	Closed	Homo sapiens	['2016-01-11']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5hq8	280-428	4-240	1.246	100.0	99.57805907173	1.065	1.52		Closed	Homo sapiens	['2016-01-21']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5v37	280-428	4-240	0.918	98.6577181208054	99.57805907173	0.947	0.966	Autoinhibited	Closed	Homo sapiens	['2017-03-06']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	5yjo	280-428	4-240	0.723	97.9865771812081	99.1561181434599	0.731	0.752	Autoinhibited	Closed	Homo sapiens	['2017-10-11']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	6ijl	280-428	4-240	0.878	97.9865771812081	99.1561181434599	0.898	0.857	Autoinhibited	Closed	Homo sapiens	['2018-10-10']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	6o9o	280-428	4-240	0.712	100.0	99.57805907173	0.683	0.774	Autoinhibited	Closed	Homo sapiens	['2019-03-14']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	6p6g	280-428	4-240	0.712	100.0	99.57805907173	0.683	0.774	Autoinhibited	Closed	Homo sapiens	['2019-06-03']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	6p6k	280-428	4-240	0.903	100.0	98.7341772151899	0.866	1.163	Autoinhibited	Closed	Homo sapiens	['2019-06-04']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	6p7z	280-428	4-240	0.807	100.0	99.1561181434599	0.82	0.828	Autoinhibited	Closed	Homo sapiens	['2019-06-06']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	6paf	280-428	4-240	0.737	100.0	98.3122362869198	0.737	0.785	Autoinhibited	Closed	Homo sapiens	['2019-06-11']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	6yuh	280-428	4-240	0.889	99.3288590604027	99.1561181434599	0.908	0.884	Autoinhibited	Closed	Homo sapiens	['2020-04-27']		A	F-Q9H7B4-F1-model_v3.cif
