uniprot	cluster	cf_filename	region_1	region_2	conformation	state	complex_mean_plddt	r1_mean_plddt	r2_mean_plddt
P28482	052	P28482_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	52.5	30.544	52.674
P28482	308	P28482_308_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	50.202	47.345	51.129
P28482	153	P28482_153_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	67.782	40.026	73.126
P28482	025	P28482_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	50.775	33.232	52.431
P28482	138	P28482_138_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	61.437	32.738	65.863
P28482	097	P28482_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	72.493	39.462	75.569
P28482	175	P28482_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	70.588	34.066	74.319
P28482	281	P28482_281_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	88.7	67.173	93.391
P28482	273	P28482_273_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	82.343	61.022	90.345
P28482	301	P28482_301_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	77.324	42.799	84.815
P28482	258	P28482_258_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	78.435	40.214	81.674
P28482	093	P28482_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	51.557	26.011	55.496
P28482	288	P28482_288_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	48.833	30.727	49.673
P28482	U10-003	P28482_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	92.204	69.748	95.02
P28482	047	P28482_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	83.87	48.991	88.725
P28482	086	P28482_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	58.199	40.968	59.841
P28482	294	P28482_294_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	70.235	36.116	75.115
P28482	299	P28482_299_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	62.973	42.057	68.489
P28482	082	P28482_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	81.635	43.877	84.734
P28482	017	P28482_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	77.372	50.926	81.573
P28482	227	P28482_227_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	58.462	32.454	62.15
P28482	298	P28482_298_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	60.129	32.314	65.461
P28482	060	P28482_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	69.149	34.159	72.994
P28482	174	P28482_174_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	43.257	28.309	43.742
P28482	006	P28482_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	92.053	68.711	95.057
P28482	232	P28482_232_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	61.841	33.122	65.42
P28482	139	P28482_139_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	89.079	66.587	93.902
P28482	250	P28482_250_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	52.085	31.002	56.549
P28482	U100-002	P28482_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	94.614	89.196	95.967
P28482	214	P28482_214_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	51.64	37.772	53.862
P28482	112	P28482_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	65.552	38.542	71.625
P28482	259	P28482_259_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	62.378	33.078	66.566
P28482	024	P28482_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	49.724	33.776	52.295
P28482	U10-002	P28482_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	91.525	68.241	94.841
P28482	116	P28482_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	82.741	64.192	90.278
P28482	272	P28482_272_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	48.558	35.678	47.256
P28482	035	P28482_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	70.731	33.887	73.359
P28482	197	P28482_197_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	85.98	63.278	91.226
P28482	263	P28482_263_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	50.582	30.259	54.085
P28482	205	P28482_205_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	70.681	56.754	75.916
P28482	156	P28482_156_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	54.029	32.257	54.008
P28482	236	P28482_236_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	55.923	28.787	59.411
P28482	092	P28482_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	63.097	36.398	68.115
P28482	083	P28482_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	52.055	38.276	54.561
P28482	071	P28482_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	47.22	30.533	48.41
P28482	241	P28482_241_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	57.963	39.27	63.615
P28482	147	P28482_147_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	62.836	36.273	67.394
P28482	038	P28482_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	67.626	34.58	71.276
P28482	208	P28482_208_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	53.038	33.712	57.01
P28482	053	P28482_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	67.332	40.919	72.959
P28482	248	P28482_248_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	47.798	32.121	48.95
P28482	078	P28482_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	49.43	30.815	49.668
P28482	291	P28482_291_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	50.184	41.23	51.489
P28482	165	P28482_165_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	46.942	36.082	48.0
P28482	300	P28482_300_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	65.403	56.444	66.579
P28482	186	P28482_186_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	75.102	44.035	83.177
P28482	309	P28482_309_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	67.904	33.417	71.232
P28482	U10-006	P28482_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	91.598	66.003	94.724
P28482	128	P28482_128_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	59.291	33.66	63.74
P28482	223	P28482_223_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	56.921	38.942	57.516
P28482	057	P28482_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	87.761	53.853	91.696
P28482	161	P28482_161_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	88.037	74.774	91.974
P28482	193	P28482_193_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	49.226	31.423	51.583
P28482	031	P28482_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	83.41	46.755	88.005
P28482	304	P28482_304_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	77.505	49.949	84.059
P28482	170	P28482_170_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	64.534	37.863	70.068
P28482	046	P28482_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	74.874	32.227	77.273
P28482	042	P28482_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	55.909	35.805	56.98
P28482	254	P28482_254_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	45.266	40.13	45.72
P28482	152	P28482_152_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	61.022	26.984	67.227
P28482	064	P28482_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	48.168	26.694	48.552
P28482	280	P28482_280_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	56.419	34.694	60.415
P28482	179	P28482_179_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	47.82	30.968	48.925
P28482	029	P28482_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	57.287	42.814	59.343
P28482	245	P28482_245_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	54.254	37.538	57.401
P28482	210	P28482_210_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	73.862	46.809	80.866
P28482	276	P28482_276_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	82.682	60.911	88.34
P28482	284	P28482_284_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	45.514	31.782	46.793
P28482	020	P28482_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	72.182	36.218	74.844
P28482	295	P28482_295_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	45.773	31.143	44.906
P28482	267	P28482_267_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	64.711	37.892	67.279
P28482	121	P28482_121_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	75.955	42.615	84.754
P28482	201	P28482_201_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	81.024	68.239	89.311
P28482	107	P28482_107_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	61.592	34.396	65.69
P28482	143	P28482_143_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	73.666	41.388	81.737
P28482	013	P28482_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	65.836	31.788	67.315
P28482	103	P28482_103_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	68.528	40.572	71.565
P28482	075	P28482_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	61.835	31.492	63.341
P28482	087	P28482_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	82.533	44.442	86.488
P28482	311	P28482_311_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	50.177	31.105	52.842
P28482	168	P28482_168_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	68.099	50.878	73.463
P28482	125	P28482_125_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	60.28	35.352	64.204
P28482	096	P28482_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	54.164	30.58	55.987
P28482	069	P28482_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	57.293	27.4	61.103
P28482	134	P28482_134_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	76.19	42.327	84.54
P28482	130	P28482_130_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	75.785	45.412	77.65
P28482	U100-006	P28482_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	94.248	83.542	95.87
P28482	219	P28482_219_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	59.008	36.338	61.644
P28482	289	P28482_289_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	68.933	34.917	75.628
P28482	182	P28482_182_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	46.906	29.499	48.046
P28482	002	P28482_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	91.879	65.514	95.01
P21333	U100-002	P21333_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	80.008	86.963	88.546
P21333	U10-004	P21333_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	72.702	73.61	80.029
P21333	U10-000	P21333_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	69.084	68.811	77.762
P21333	U100-006	P21333_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	80.034	87.743	89.091
P21333	U10-009	P21333_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	70.005	75.646	76.832
P21333	U100-007	P21333_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	79.263	86.989	89.102
P21333	U10-001	P21333_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	73.154	74.6	80.546
P21333	U10-008	P21333_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	69.82	71.858	77.497
P21333	U10-005	P21333_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	71.835	75.789	81.052
P21333	U100-003	P21333_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	79.259	86.539	87.909
P21333	U100-005	P21333_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	78.009	86.005	88.459
P21333	U10-003	P21333_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	72.057	74.73	79.351
P21333	U10-007	P21333_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	72.147	65.724	76.989
P21333	U100-001	P21333_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	79.497	87.372	88.893
P21333	U100-008	P21333_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	79.164	85.781	87.801
P21333	U100-000	P21333_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	78.876	85.844	88.497
P21333	U10-006	P21333_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	71.73	70.727	77.026
P21333	U100-009	P21333_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	79.063	86.27	87.545
P21333	U10-002	P21333_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	69.96	67.413	78.292
P21333	U100-004	P21333_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2142-2235	2236-2325	Closed	Autoinhibited	79.018	80.597	84.554
P07038	U100-007	P07038_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	89.176	73.244	93.211
P07038	U10-006	P07038_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	86.832	55.874	91.486
P07038	U100-003	P07038_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	89.46	66.323	94.145
P07038	U10-002	P07038_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	86.78	51.191	91.612
P07038	002	P07038_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	44.884	36.814	40.024
P07038	U100-002	P07038_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	88.952	73.791	92.562
P07038	U100-006	P07038_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	89.303	76.334	93.066
P07038	U10-007	P07038_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	87.189	58.609	91.893
P07038	U10-003	P07038_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	85.462	44.43	93.138
P07038	U100-000	P07038_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	89.403	80.591	92.358
P07038	U10-008	P07038_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	85.461	52.33	91.449
P07038	U10-005	P07038_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	86.437	59.652	91.666
P07038	U10-001	P07038_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	86.549	65.904	91.722
P07038	001	P07038_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	44.646	63.789	39.641
P07038	U100-004	P07038_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	88.973	72.515	92.941
P07038	U100-009	P07038_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	88.866	66.613	93.062
P07038	U100-005	P07038_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	89.264	64.145	92.904
P07038	U10-009	P07038_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	87.427	59.288	92.122
P07038	000	P07038_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	44.409	46.076	39.211
P07038	U100-001	P07038_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	88.7	61.747	92.601
P07038	U10-000	P07038_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	84.921	48.616	90.884
P07038	U10-004	P07038_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	86.113	51.681	91.865
P07038	U100-008	P07038_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	892-917	562-625	Closed	Autoinhibited	89.814	88.759	92.911
O60741	U10-001	O60741_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	47.458	74.997	59.359
O60741	U10-008	O60741_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	47.169	75.569	50.398
O60741	U100-009	O60741_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	401-479	480-604	Open	Active	52.611	77.715	81.178
O60741	U100-000	O60741_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	50.605	77.443	54.586
O60741	U100-004	O60741_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	49.971	70.175	55.495
O60741	U10-005	O60741_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	49.301	70.172	63.152
O60741	U100-005	O60741_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	48.638	74.268	51.07
O60741	U10-004	O60741_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	46.601	75.521	54.412
O60741	U10-000	O60741_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	51.036	78.087	65.593
O60741	000	O60741_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	401-479	480-604	Open	Active	44.262	66.998	51.528
O60741	U100-008	O60741_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	49.394	75.024	61.391
O60741	U100-001	O60741_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	53.88	77.968	62.396
O60741	U10-009	O60741_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	50.653	74.072	53.618
O60741	U10-006	O60741_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	50.63	72.991	54.386
O60741	U100-007	O60741_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	49.187	68.186	62.745
O60741	U100-003	O60741_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	48.801	68.127	52.09
O60741	U10-002	O60741_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	401-479	480-604	Open	Active	46.21	68.074	54.293
O60741	U100-002	O60741_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	51.101	73.257	57.277
O60741	U10-003	O60741_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	48.437	74.521	55.961
O60741	U100-006	O60741_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	401-479	480-604	Open	Active	51.448	70.408	62.104
O60741	U10-007	O60741_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	401-479	480-604	Open	Active	48.175	75.932	54.243
O08967	U10-005	O08967_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	251-265,383-395	77-206	Closed	Autoinhibited	91.087	64.904	95.375
O08967	031	O08967_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	251-265,383-395	77-206	Closed	Autoinhibited	75.164	45.249	85.501
