uniprot	pdb	cluster	region_1	region_2	complex_rmsd	1.0_aligned	1.0_comp	1.1_aligned	1.1_comp	1.2_aligned	1.2_comp	2.0_aligned	2.0_comp	2.1_aligned	2.1_comp	2.2_aligned	2.2_comp	2.3_aligned	2.3_comp	1_aligned	1_comp	2_aligned	2_comp	state	conformation
P28482	6qah	U100-000	173-196	25-172,197-313	2.695	5.101	4.569	0	0	0	0	0	0	1.584	7.033	1.544	6.743	0	0	5.101	4.569	1.564	6.888	Active	Open
P28482	6qah	003	173-196	25-172,197-313	2.525	5.394	3.373	0	0	0	0	0	0	1.453	6.398	1.549	6.27	0	0	5.394	3.373	1.501	6.334	Active	Open
P28482	6qah	001	173-196	25-172,197-313	2.85	4.881	8.276	0	0	0	0	0	0	1.482	7.242	2.168	6.569	0	0	4.881	8.276	1.825	6.905	Active	Open
P28482	6qah	004	173-196	25-172,197-313	8.933	8.399	31.833	0	0	0	0	0	0	5.64	30.766	2.488	28.957	0	0	8.399	31.833	4.064	29.861	Active	Open
P28482	6qah	008	173-196	25-172,197-313	2.759	5.289	7.861	0	0	0	0	0	0	1.608	6.457	1.989	6.268	0	0	5.289	7.861	1.799	6.362	Active	Open
P28482	6qah	005	173-196	25-172,197-313	3.151	5.722	7.313	0	0	0	0	0	0	1.618	7.33	1.815	7.577	0	0	5.722	7.313	1.716	7.454	Active	Open
P28482	6qah	U10-000	173-196	25-172,197-313	2.933	5.107	5.772	0	0	0	0	0	0	1.591	7.445	1.96	7.019	0	0	5.107	5.772	1.776	7.232	Active	Open
P28482	6qal	006	173-196	25-172,197-313	2.818	6.062	8.791	0	0	0	0	0	0	1.428	8.489	1.623	8.265	0	0	6.062	8.791	1.526	8.377	Active	Open
P28482	6qal	002	173-196	25-172,197-313	2.405	4.168	6.532	0	0	0	0	0	0	1.559	6.266	1.705	5.972	0	0	4.168	6.532	1.632	6.119	Active	Open
P28482	6qal	009	173-196	25-172,197-313	8.722	6.282	28.794	0	0	0	0	0	0	6.265	27.507	5.291	18.041	0	0	6.282	28.794	5.778	22.774	Active	Open
P28482	6qal	000	173-196	25-172,197-313	2.576	5.199	6.547	0	0	0	0	0	0	1.139	8.097	1.59	7.562	0	0	5.199	6.547	1.365	7.829	Active	Open
P28482	6qal	007	173-196	25-172,197-313	2.4	4.318	11.232	0	0	0	0	0	0	1.323	7.09	1.551	6.485	0	0	4.318	11.232	1.437	6.787	Active	Open
P28482	6qal	U100-000	173-196	25-172,197-313	2.582	4.756	4.944	0	0	0	0	0	0	1.363	6.899	1.606	6.547	0	0	4.756	4.944	1.485	6.723	Active	Open
P28482	6qal	003	173-196	25-172,197-313	2.496	5.179	4.186	0	0	0	0	0	0	1.248	6.568	1.62	6.349	0	0	5.179	4.186	1.434	6.458	Active	Open
P28482	6qal	001	173-196	25-172,197-313	2.828	4.668	7.755	0	0	0	0	0	0	1.231	7.311	2.224	6.532	0	0	4.668	7.755	1.728	6.921	Active	Open
P28482	6qal	004	173-196	25-172,197-313	9.081	8.122	32.047	0	0	0	0	0	0	5.671	31.353	2.568	28.95	0	0	8.122	32.047	4.12	30.151	Active	Open
P28482	6qal	008	173-196	25-172,197-313	2.779	5.102	10.019	0	0	0	0	0	0	1.47	6.885	1.974	6.57	0	0	5.102	10.019	1.722	6.728	Active	Open
P28482	6qal	005	173-196	25-172,197-313	3.154	5.966	7.219	0	0	0	0	0	0	1.42	7.737	1.853	7.902	0	0	5.966	7.219	1.636	7.819	Active	Open
P28482	6qal	U10-000	173-196	25-172,197-313	2.836	4.764	6.811	0	0	0	0	0	0	1.362	7.428	1.974	6.927	0	0	4.764	6.811	1.668	7.178	Active	Open
P28482	6qaq	006	173-196	25-172,197-313	2.856	5.807	7.086	0	0	0	0	0	0	1.649	8.04	1.595	7.762	0	0	5.807	7.086	1.622	7.901	Active	Open
P28482	6qaq	002	173-196	25-172,197-313	2.613	4.513	6.455	0	0	0	0	0	0	1.907	6.491	1.684	6.077	0	0	4.513	6.455	1.796	6.284	Active	Open
P28482	6qaq	009	173-196	25-172,197-313	8.573	6.506	28.434	0	0	0	0	0	0	6.045	26.619	5.235	17.795	0	0	6.506	28.434	5.64	22.207	Active	Open
P28482	6qaq	000	173-196	25-172,197-313	2.67	5.158	7.208	0	0	0	0	0	0	1.474	7.981	1.544	7.382	0	0	5.158	7.208	1.509	7.681	Active	Open
P28482	6qaq	007	173-196	25-172,197-313	2.578	4.651	11.786	0	0	0	0	0	0	1.68	7.08	1.495	6.558	0	0	4.651	11.786	1.587	6.819	Active	Open
P28482	6qaq	U100-000	173-196	25-172,197-313	2.709	5.066	4.56	0	0	0	0	0	0	1.669	7.026	1.561	6.683	0	0	5.066	4.56	1.615	6.854	Active	Open
P28482	6qaq	003	173-196	25-172,197-313	2.535	5.337	3.274	0	0	0	0	0	0	1.531	6.421	1.586	6.183	0	0	5.337	3.274	1.558	6.302	Active	Open
P28482	6qaq	001	173-196	25-172,197-313	2.868	4.847	8.145	0	0	0	0	0	0	1.597	7.317	2.188	6.475	0	0	4.847	8.145	1.893	6.896	Active	Open
P28482	6qaq	004	173-196	25-172,197-313	8.888	8.38	31.88	0	0	0	0	0	0	5.577	30.655	2.473	29.029	0	0	8.38	31.88	4.025	29.842	Active	Open
P28482	6qaq	008	173-196	25-172,197-313	2.824	5.25	7.713	0	0	0	0	0	0	1.677	6.439	1.993	6.218	0	0	5.25	7.713	1.835	6.329	Active	Open
P28482	6qaq	005	173-196	25-172,197-313	3.188	5.705	7.227	0	0	0	0	0	0	1.656	7.375	1.812	7.524	0	0	5.705	7.227	1.734	7.45	Active	Open
P28482	6qaq	U10-000	173-196	25-172,197-313	2.958	5.081	5.758	0	0	0	0	0	0	1.724	7.457	1.975	6.944	0	0	5.081	5.758	1.849	7.2	Active	Open
P28482	6qaw	006	173-196	25-172,197-313	2.755	5.858	7.145	0	0	0	0	0	0	1.485	8.149	1.604	7.818	0	0	5.858	7.145	1.545	7.983	Active	Open
P28482	6qaw	002	173-196	25-172,197-313	2.481	4.56	6.632	0	0	0	0	0	0	1.608	6.532	1.718	6.194	0	0	4.56	6.632	1.663	6.363	Active	Open
P28482	6qaw	009	173-196	25-172,197-313	8.696	6.55	28.441	0	0	0	0	0	0	6.235	27.332	5.281	17.885	0	0	6.55	28.441	5.758	22.608	Active	Open
P28482	6qaw	000	173-196	25-172,197-313	2.591	5.188	7.569	0	0	0	0	0	0	1.202	8.086	1.573	7.499	0	0	5.188	7.569	1.387	7.793	Active	Open
P28482	6qaw	007	173-196	25-172,197-313	2.458	4.705	12.084	0	0	0	0	0	0	1.359	7.302	1.542	6.68	0	0	4.705	12.084	1.45	6.991	Active	Open
P28482	6qaw	U100-000	173-196	25-172,197-313	2.65	5.132	4.666	0	0	0	0	0	0	1.414	7.097	1.598	6.737	0	0	5.132	4.666	1.506	6.917	Active	Open
P28482	6qaw	003	173-196	25-172,197-313	2.509	5.455	3.171	0	0	0	0	0	0	1.305	6.547	1.6	6.306	0	0	5.455	3.171	1.453	6.426	Active	Open
P28482	6qaw	001	173-196	25-172,197-313	2.87	4.896	8.495	0	0	0	0	0	0	1.293	7.455	2.218	6.634	0	0	4.896	8.495	1.756	7.045	Active	Open
P28482	6qaw	004	173-196	25-172,197-313	9.055	8.413	31.878	0	0	0	0	0	0	5.651	31.233	2.524	29.033	0	0	8.413	31.878	4.088	30.133	Active	Open
P28482	6qaw	008	173-196	25-172,197-313	2.744	5.29	8.07	0	0	0	0	0	0	1.506	6.685	1.989	6.321	0	0	5.29	8.07	1.748	6.503	Active	Open
P28482	6qaw	005	173-196	25-172,197-313	3.118	5.738	7.41	0	0	0	0	0	0	1.465	7.514	1.842	7.599	0	0	5.738	7.41	1.654	7.556	Active	Open
P28482	6qaw	U10-000	173-196	25-172,197-313	2.892	5.122	5.946	0	0	0	0	0	0	1.414	7.53	1.997	7.038	0	0	5.122	5.946	1.706	7.284	Active	Open
P28482	6rq4	006	173-196	25-172,197-313	2.695	5.848	6.917	0	0	0	0	0	0	1.484	7.904	1.513	7.84	0	0	5.848	6.917	1.498	7.872	Active	Open
P28482	6rq4	002	173-196	25-172,197-313	2.393	4.584	6.229	0	0	0	0	0	0	1.626	6.434	1.614	6.257	0	0	4.584	6.229	1.62	6.345	Active	Open
P28482	6rq4	009	173-196	25-172,197-313	8.524	6.537	28.4	0	0	0	0	0	0	6.156	26.381	5.276	17.778	0	0	6.537	28.4	5.716	22.079	Active	Open
P28482	6rq4	000	173-196	25-172,197-313	2.481	5.214	7.238	0	0	0	0	0	0	1.189	7.93	1.496	7.537	0	0	5.214	7.238	1.343	7.733	Active	Open
P28482	6rq4	007	173-196	25-172,197-313	2.388	4.716	11.843	0	0	0	0	0	0	1.365	7.017	1.467	6.695	0	0	4.716	11.843	1.416	6.856	Active	Open
P28482	6rq4	U100-000	173-196	25-172,197-313	2.622	5.141	4.438	0	0	0	0	0	0	1.402	7.084	1.518	6.803	0	0	5.141	4.438	1.46	6.944	Active	Open
P28482	6rq4	003	173-196	25-172,197-313	2.457	5.462	2.916	0	0	0	0	0	0	1.276	6.334	1.517	6.347	0	0	5.462	2.916	1.397	6.341	Active	Open
P28482	6rq4	001	173-196	25-172,197-313	2.796	4.93	7.926	0	0	0	0	0	0	1.385	7.162	2.149	6.659	0	0	4.93	7.926	1.767	6.91	Active	Open
P28482	6rq4	004	173-196	25-172,197-313	9.006	8.42	31.904	0	0	0	0	0	0	5.62	30.602	2.491	28.964	0	0	8.42	31.904	4.056	29.783	Active	Open
P28482	6rq4	008	173-196	25-172,197-313	2.515	5.304	7.818	0	0	0	0	0	0	1.557	6.35	1.914	6.316	0	0	5.304	7.818	1.736	6.333	Active	Open
P28482	6rq4	005	173-196	25-172,197-313	2.672	5.761	7.07	0	0	0	0	0	0	1.495	7.318	1.741	7.627	0	0	5.761	7.07	1.618	7.473	Active	Open
P28482	6rq4	U10-000	173-196	25-172,197-313	2.831	5.134	5.715	0	0	0	0	0	0	1.425	7.49	1.933	7.084	0	0	5.134	5.715	1.679	7.287	Active	Open
P28482	6slg	006	173-196	25-172,197-313	2.513	5.667	7.386	0	0	0	0	0	0	1.172	7.66	1.467	7.561	0	0	5.667	7.386	1.32	7.611	Active	Open
P28482	6slg	002	173-196	25-172,197-313	2.244	4.489	5.801	0	0	0	0	0	0	1.451	6.086	1.562	6.002	0	0	4.489	5.801	1.506	6.044	Active	Open
P28482	6slg	009	173-196	25-172,197-313	8.557	6.308	28.307	0	0	0	0	0	0	6.18	26.614	5.276	17.642	0	0	6.308	28.307	5.728	22.128	Active	Open
P28482	6slg	000	173-196	25-172,197-313	2.39	5.111	6.678	0	0	0	0	0	0	1.057	7.641	1.444	7.207	0	0	5.111	6.678	1.25	7.424	Active	Open
P28482	6slg	007	173-196	25-172,197-313	2.272	4.559	10.869	0	0	0	0	0	0	1.313	6.71	1.417	6.294	0	0	4.559	10.869	1.365	6.502	Active	Open
P28482	6slg	U100-000	173-196	25-172,197-313	2.494	5.103	5.528	0	0	0	0	0	0	1.331	6.995	1.51	6.777	0	0	5.103	5.528	1.421	6.886	Active	Open
P28482	6slg	003	173-196	25-172,197-313	2.343	5.513	3.203	0	0	0	0	0	0	1.154	6.448	1.487	6.383	0	0	5.513	3.203	1.321	6.415	Active	Open
P28482	6slg	001	173-196	25-172,197-313	2.651	4.762	7.45	0	0	0	0	0	0	1.297	6.842	2.079	6.284	0	0	4.762	7.45	1.688	6.563	Active	Open
P28482	6slg	004	173-196	25-172,197-313	8.848	8.218	31.477	0	0	0	0	0	0	5.341	30.443	2.457	28.456	0	0	8.218	31.477	3.899	29.45	Active	Open
P28482	6slg	008	173-196	25-172,197-313	2.425	5.195	7.923	0	0	0	0	0	0	1.326	6.423	1.888	6.207	0	0	5.195	7.923	1.607	6.315	Active	Open
P28482	6slg	005	173-196	25-172,197-313	2.452	5.516	6.565	0	0	0	0	0	0	1.234	6.894	1.752	7.157	0	0	5.516	6.565	1.493	7.026	Active	Open
P28482	6slg	U10-000	173-196	25-172,197-313	2.724	5.2	5.884	0	0	0	0	0	0	1.324	7.409	1.91	7.083	0	0	5.2	5.884	1.617	7.246	Active	Open
P28482	7auv	006	173-196	25-172,197-313	2.873	5.861	7.136	0	0	0	0	0	0	1.67	7.866	1.64	7.882	0	0	5.861	7.136	1.655	7.874	Active	Open
P28482	7auv	002	173-196	25-172,197-313	2.444	4.584	6.349	0	0	0	0	0	0	1.679	6.325	1.709	6.264	0	0	4.584	6.349	1.694	6.295	Active	Open
P28482	7auv	009	173-196	25-172,197-313	8.858	6.587	28.469	0	0	0	0	0	0	6.475	27.811	5.306	18.013	0	0	6.587	28.469	5.89	22.912	Active	Open
P28482	7auv	000	173-196	25-172,197-313	2.653	5.206	7.498	0	0	0	0	0	0	1.349	7.829	1.603	7.563	0	0	5.206	7.498	1.476	7.696	Active	Open
P28482	7auv	007	173-196	25-172,197-313	2.562	4.696	11.994	0	0	0	0	0	0	1.567	7.125	1.562	6.731	0	0	4.696	11.994	1.565	6.928	Active	Open
P28482	7auv	U100-000	173-196	25-172,197-313	2.641	5.191	4.051	0	0	0	0	0	0	1.615	6.841	1.62	6.763	0	0	5.191	4.051	1.618	6.802	Active	Open
P28482	7auv	003	173-196	25-172,197-313	2.534	5.448	3.199	0	0	0	0	0	0	1.466	6.303	1.632	6.362	0	0	5.448	3.199	1.549	6.332	Active	Open
P28482	7auv	001	173-196	25-172,197-313	2.822	4.909	8.403	0	0	0	0	0	0	1.446	7.169	2.243	6.713	0	0	4.909	8.403	1.845	6.941	Active	Open
P28482	7auv	004	173-196	25-172,197-313	9.046	8.436	31.787	0	0	0	0	0	0	5.778	31.532	2.586	29.063	0	0	8.436	31.787	4.182	30.297	Active	Open
P28482	7auv	008	173-196	25-172,197-313	2.893	5.31	8.062	0	0	0	0	0	0	1.739	6.553	2.004	6.394	0	0	5.31	8.062	1.872	6.473	Active	Open
P28482	7auv	005	173-196	25-172,197-313	3.16	5.77	7.622	0	0	0	0	0	0	1.607	7.312	1.86	7.678	0	0	5.77	7.622	1.734	7.495	Active	Open
P28482	7auv	U10-000	173-196	25-172,197-313	2.855	5.122	5.699	0	0	0	0	0	0	1.587	7.279	2.023	7.081	0	0	5.122	5.699	1.805	7.18	Active	Open
P28482	7e73	006	173-196	25-172,197-313	2.884	5.885	6.94	0	0	0	0	0	0	1.512	8.041	1.565	7.822	0	0	5.885	6.94	1.538	7.931	Active	Open
P28482	7e73	002	173-196	25-172,197-313	2.573	4.509	6.795	0	0	0	0	0	0	1.665	6.328	1.664	6.149	0	0	4.509	6.795	1.664	6.239	Active	Open
P28482	7e73	009	173-196	25-172,197-313	8.794	6.516	28.505	0	0	0	0	0	0	6.336	27.647	5.343	17.751	0	0	6.516	28.505	5.84	22.699	Active	Open
P28482	7e73	000	173-196	25-172,197-313	2.685	5.195	7.405	0	0	0	0	0	0	1.286	7.863	1.539	7.442	0	0	5.195	7.405	1.413	7.652	Active	Open
P28482	7e73	007	173-196	25-172,197-313	2.593	4.643	11.789	0	0	0	0	0	0	1.471	7.135	1.54	6.611	0	0	4.643	11.789	1.506	6.873	Active	Open
P28482	7e73	U100-000	173-196	25-172,197-313	2.736	5.182	4.613	0	0	0	0	0	0	1.425	6.951	1.583	6.75	0	0	5.182	4.613	1.504	6.851	Active	Open
P28482	7e73	003	173-196	25-172,197-313	2.617	5.491	3.06	0	0	0	0	0	0	1.359	6.492	1.57	6.316	0	0	5.491	3.06	1.465	6.404	Active	Open
P28482	7e73	001	173-196	25-172,197-313	2.939	4.843	8.492	0	0	0	0	0	0	1.355	7.308	2.197	6.572	0	0	4.843	8.492	1.776	6.94	Active	Open
P28482	7e73	004	173-196	25-172,197-313	9.003	8.445	31.899	0	0	0	0	0	0	5.716	31.354	2.543	28.979	0	0	8.445	31.899	4.13	30.166	Active	Open
P28482	7e73	008	173-196	25-172,197-313	2.882	5.302	8.135	0	0	0	0	0	0	1.502	6.68	2.001	6.291	0	0	5.302	8.135	1.752	6.486	Active	Open
P28482	7e73	005	173-196	25-172,197-313	3.193	5.671	7.652	0	0	0	0	0	0	1.486	7.398	1.797	7.554	0	0	5.671	7.652	1.641	7.476	Active	Open
P28482	7e73	U10-000	173-196	25-172,197-313	2.972	5.187	5.777	0	0	0	0	0	0	1.465	7.38	1.982	7.04	0	0	5.187	5.777	1.724	7.21	Active	Open
P28482	7e75	006	173-196	25-172,197-313	2.901	5.804	7.714	0	0	0	0	0	0	1.458	8.008	1.59	7.779	0	0	5.804	7.714	1.524	7.893	Active	Open
P28482	7e75	002	173-196	25-172,197-313	2.614	4.663	6.551	0	0	0	0	0	0	1.637	6.447	1.663	6.238	0	0	4.663	6.551	1.65	6.343	Active	Open
P28482	7e75	009	173-196	25-172,197-313	8.824	6.533	28.526	0	0	0	0	0	0	6.403	27.788	5.316	17.801	0	0	6.533	28.526	5.859	22.794	Active	Open
P28482	7e75	000	173-196	25-172,197-313	2.689	5.246	7.667	0	0	0	0	0	0	1.202	7.91	1.549	7.456	0	0	5.246	7.667	1.375	7.683	Active	Open
P28482	7e75	007	173-196	25-172,197-313	2.644	4.764	12.028	0	0	0	0	0	0	1.428	7.29	1.531	6.679	0	0	4.764	12.028	1.479	6.985	Active	Open
P28482	7e75	U100-000	173-196	25-172,197-313	2.83	5.15	4.804	0	0	0	0	0	0	1.401	6.933	1.565	6.718	0	0	5.15	4.804	1.483	6.825	Active	Open
P28482	7e75	003	173-196	25-172,197-313	2.877	5.443	3.655	0	0	0	0	0	0	1.288	6.479	1.572	6.331	0	0	5.443	3.655	1.43	6.405	Active	Open
P28482	7e75	001	173-196	25-172,197-313	3.023	4.942	8.279	0	0	0	0	0	0	1.331	7.32	2.197	6.586	0	0	4.942	8.279	1.764	6.953	Active	Open
P28482	7e75	004	173-196	25-172,197-313	9.016	8.391	31.985	0	0	0	0	0	0	5.716	31.583	2.527	28.791	0	0	8.391	31.985	4.122	30.187	Active	Open
P28482	7e75	008	173-196	25-172,197-313	2.991	5.278	8.153	0	0	0	0	0	0	1.565	6.632	1.986	6.24	0	0	5.278	8.153	1.776	6.436	Active	Open
P28482	7e75	005	173-196	25-172,197-313	3.354	5.751	7.35	0	0	0	0	0	0	1.483	7.408	1.797	7.549	0	0	5.751	7.35	1.64	7.479	Active	Open
P28482	7e75	U10-000	173-196	25-172,197-313	3.033	5.159	6.023	0	0	0	0	0	0	1.413	7.39	1.958	7.021	0	0	5.159	6.023	1.685	7.205	Active	Open
P28482	7nqq	006	173-196	25-172,197-313	2.812	5.854	7.515	0	0	0	0	0	0	1.634	8.052	1.586	7.88	0	0	5.854	7.515	1.61	7.966	Active	Open
P28482	7nqq	002	173-196	25-172,197-313	2.532	4.588	6.607	0	0	0	0	0	0	1.727	6.464	1.688	6.281	0	0	4.588	6.607	1.708	6.373	Active	Open
P28482	7nqq	009	173-196	25-172,197-313	8.773	6.545	28.401	0	0	0	0	0	0	6.346	27.507	5.307	17.783	0	0	6.545	28.401	5.827	22.645	Active	Open
P28482	7nqq	000	173-196	25-172,197-313	2.646	5.245	7.477	0	0	0	0	0	0	1.343	8.002	1.565	7.578	0	0	5.245	7.477	1.454	7.79	Active	Open
P28482	7nqq	007	173-196	25-172,197-313	2.554	4.735	12.075	0	0	0	0	0	0	1.573	7.268	1.542	6.749	0	0	4.735	12.075	1.558	7.008	Active	Open
P28482	7nqq	U100-000	173-196	25-172,197-313	2.673	5.181	4.762	0	0	0	0	0	0	1.614	7.032	1.589	6.83	0	0	5.181	4.762	1.602	6.931	Active	Open
P28482	7nqq	003	173-196	25-172,197-313	2.513	5.461	3.301	0	0	0	0	0	0	1.451	6.468	1.585	6.366	0	0	5.461	3.301	1.518	6.417	Active	Open
P28482	7nqq	001	173-196	25-172,197-313	2.879	4.951	8.307	0	0	0	0	0	0	1.476	7.368	2.237	6.722	0	0	4.951	8.307	1.857	7.045	Active	Open
P28482	7nqq	004	173-196	25-172,197-313	9.029	8.424	31.825	0	0	0	0	0	0	5.746	31.328	2.554	28.993	0	0	8.424	31.825	4.15	30.16	Active	Open
P28482	7nqq	008	173-196	25-172,197-313	2.83	5.318	8.185	0	0	0	0	0	0	1.695	6.665	1.989	6.369	0	0	5.318	8.185	1.842	6.517	Active	Open
P28482	7nqq	005	173-196	25-172,197-313	3.136	5.757	7.48	0	0	0	0	0	0	1.58	7.439	1.806	7.655	0	0	5.757	7.48	1.693	7.547	Active	Open
P28482	7nqq	U10-000	173-196	25-172,197-313	2.906	5.186	5.946	0	0	0	0	0	0	1.61	7.477	2.006	7.128	0	0	5.186	5.946	1.808	7.303	Active	Open
P28482	7nqw	006	173-196	25-172,197-313	2.827	5.832	7.414	0	0	0	0	0	0	1.64	7.82	1.532	7.856	0	0	5.832	7.414	1.586	7.838	Active	Open
P28482	7nqw	002	173-196	25-172,197-313	2.445	4.591	6.303	0	0	0	0	0	0	1.724	6.307	1.64	6.276	0	0	4.591	6.303	1.682	6.292	Active	Open
P28482	7nqw	009	173-196	25-172,197-313	8.778	6.537	28.421	0	0	0	0	0	0	6.381	27.482	5.281	17.787	0	0	6.537	28.421	5.831	22.634	Active	Open
P28482	7nqw	000	173-196	25-172,197-313	2.635	5.221	7.399	0	0	0	0	0	0	1.337	7.806	1.508	7.566	0	0	5.221	7.399	1.422	7.686	Active	Open
P28482	7nqw	007	173-196	25-172,197-313	2.543	4.714	11.821	0	0	0	0	0	0	1.585	7.081	1.472	6.723	0	0	4.714	11.821	1.528	6.902	Active	Open
P28482	7nqw	U100-000	173-196	25-172,197-313	2.588	5.158	4.475	0	0	0	0	0	0	1.617	6.87	1.531	6.817	0	0	5.158	4.475	1.574	6.844	Active	Open
P28482	7nqw	003	173-196	25-172,197-313	2.437	5.453	3.153	0	0	0	0	0	0	1.442	6.276	1.528	6.363	0	0	5.453	3.153	1.485	6.319	Active	Open
P28482	7nqw	001	173-196	25-172,197-313	2.756	4.922	8.113	0	0	0	0	0	0	1.475	7.123	2.164	6.689	0	0	4.922	8.113	1.82	6.906	Active	Open
P28482	7nqw	004	173-196	25-172,197-313	8.98	8.417	31.813	0	0	0	0	0	0	5.754	31.279	2.505	28.928	0	0	8.417	31.813	4.13	30.104	Active	Open
P28482	7nqw	008	173-196	25-172,197-313	2.84	5.288	8.0	0	0	0	0	0	0	1.703	6.483	1.936	6.323	0	0	5.288	8.0	1.82	6.403	Active	Open
P28482	7nqw	005	173-196	25-172,197-313	3.145	5.753	7.215	0	0	0	0	0	0	1.591	7.244	1.773	7.631	0	0	5.753	7.215	1.682	7.438	Active	Open
P28482	7nqw	U10-000	173-196	25-172,197-313	2.805	5.147	5.782	0	0	0	0	0	0	1.597	7.303	1.956	7.121	0	0	5.147	5.782	1.776	7.212	Active	Open
P28482	7nr3	006	173-196	25-172,197-313	2.675	5.863	6.947	0	0	0	0	0	0	1.4	8.039	1.558	7.844	0	0	5.863	6.947	1.479	7.941	Active	Open
P28482	7nr3	002	173-196	25-172,197-313	2.421	4.571	6.377	0	0	0	0	0	0	1.629	6.47	1.654	6.208	0	0	4.571	6.377	1.641	6.339	Active	Open
P28482	7nr3	009	173-196	25-172,197-313	8.617	6.558	28.435	0	0	0	0	0	0	6.155	26.962	5.314	17.841	0	0	6.558	28.435	5.735	22.401	Active	Open
P28482	7nr3	000	173-196	25-172,197-313	2.524	5.206	7.397	0	0	0	0	0	0	1.179	7.997	1.532	7.509	0	0	5.206	7.397	1.356	7.753	Active	Open
P28482	7nr3	007	173-196	25-172,197-313	2.395	4.7	11.991	0	0	0	0	0	0	1.355	7.171	1.502	6.689	0	0	4.7	11.991	1.429	6.93	Active	Open
P28482	7nr3	U100-000	173-196	25-172,197-313	2.554	5.13	4.52	0	0	0	0	0	0	1.386	7.059	1.553	6.746	0	0	5.13	4.52	1.47	6.902	Active	Open
P28482	7nr3	003	173-196	25-172,197-313	2.385	5.447	3.112	0	0	0	0	0	0	1.232	6.451	1.554	6.326	0	0	5.447	3.112	1.393	6.388	Active	Open
P28482	7nr3	001	173-196	25-172,197-313	2.783	4.909	8.336	0	0	0	0	0	0	1.331	7.334	2.195	6.659	0	0	4.909	8.336	1.763	6.996	Active	Open
P28482	7nr3	004	173-196	25-172,197-313	8.992	8.409	31.845	0	0	0	0	0	0	5.609	30.975	2.528	29.05	0	0	8.409	31.845	4.069	30.013	Active	Open
P28482	7nr3	008	173-196	25-172,197-313	2.666	5.312	7.901	0	0	0	0	0	0	1.485	6.545	1.95	6.352	0	0	5.312	7.901	1.718	6.449	Active	Open
P28482	7nr3	005	173-196	25-172,197-313	3.083	5.767	7.246	0	0	0	0	0	0	1.406	7.442	1.787	7.626	0	0	5.767	7.246	1.596	7.534	Active	Open
P28482	7nr3	U10-000	173-196	25-172,197-313	2.801	5.121	5.838	0	0	0	0	0	0	1.427	7.467	1.957	7.038	0	0	5.121	5.838	1.692	7.252	Active	Open
P28482	7nr5	006	173-196	25-172,197-313	2.88	6.09	8.559	0	0	0	0	0	0	1.645	8.261	1.644	8.247	0	0	6.09	8.559	1.644	8.254	Active	Open
P28482	7nr5	002	173-196	25-172,197-313	2.397	4.19	6.261	0	0	0	0	0	0	1.625	6.068	1.695	5.966	0	0	4.19	6.261	1.66	6.017	Active	Open
P28482	7nr5	009	173-196	25-172,197-313	8.882	6.294	28.614	0	0	0	0	0	0	6.511	28.052	5.301	18.021	0	0	6.294	28.614	5.906	23.037	Active	Open
P28482	7nr5	000	173-196	25-172,197-313	2.554	5.231	6.378	0	0	0	0	0	0	1.274	7.833	1.605	7.555	0	0	5.231	6.378	1.44	7.694	Active	Open
P28482	7nr5	007	173-196	25-172,197-313	2.459	4.366	11.049	0	0	0	0	0	0	1.519	6.962	1.57	6.494	0	0	4.366	11.049	1.544	6.728	Active	Open
P28482	7nr5	U100-000	173-196	25-172,197-313	2.627	4.777	4.722	0	0	0	0	0	0	1.571	6.62	1.623	6.533	0	0	4.777	4.722	1.597	6.577	Active	Open
P28482	7nr5	003	173-196	25-172,197-313	2.564	5.148	4.324	0	0	0	0	0	0	1.447	6.344	1.63	6.321	0	0	5.148	4.324	1.538	6.332	Active	Open
P28482	7nr5	001	173-196	25-172,197-313	2.846	4.71	7.577	0	0	0	0	0	0	1.42	7.075	2.234	6.545	0	0	4.71	7.577	1.827	6.81	Active	Open
P28482	7nr5	004	173-196	25-172,197-313	9.101	8.136	31.95	0	0	0	0	0	0	5.725	31.609	2.581	28.925	0	0	8.136	31.95	4.153	30.267	Active	Open
P28482	7nr5	008	173-196	25-172,197-313	2.841	5.114	9.767	0	0	0	0	0	0	1.723	6.781	1.969	6.544	0	0	5.114	9.767	1.846	6.662	Active	Open
P28482	7nr5	005	173-196	25-172,197-313	3.133	5.97	7.061	0	0	0	0	0	0	1.596	7.529	1.84	7.861	0	0	5.97	7.061	1.718	7.695	Active	Open
P28482	7nr5	U10-000	173-196	25-172,197-313	2.853	4.769	6.547	0	0	0	0	0	0	1.543	7.145	2.015	6.901	0	0	4.769	6.547	1.779	7.023	Active	Open
P28482	7nr8	006	173-196	25-172,197-313	2.894	5.844	7.49	0	0	0	0	0	0	1.76	7.831	1.55	7.821	0	0	5.844	7.49	1.655	7.826	Active	Open
P28482	7nr8	002	173-196	25-172,197-313	2.504	4.578	6.51	0	0	0	0	0	0	1.806	6.278	1.659	6.289	0	0	4.578	6.51	1.732	6.284	Active	Open
P28482	7nr8	009	173-196	25-172,197-313	8.894	6.516	28.303	0	0	0	0	0	0	6.524	28.079	5.27	17.788	0	0	6.516	28.303	5.897	22.934	Active	Open
P28482	7nr8	000	173-196	25-172,197-313	2.708	5.215	7.687	0	0	0	0	0	0	1.486	7.795	1.547	7.589	0	0	5.215	7.687	1.516	7.692	Active	Open
