gene_name	uniprot	protein_length	region_1	region_2	pdb	chain	af_filename	gt_fn
	Q8RT31	374.0	201-354	1-190	1xsz	A	F-Q8RT31-F1-model_v3.cif	1xsz.cif
	Q8RT31	374.0	201-354	1-190	1xt0	A	F-Q8RT31-F1-model_v3.cif	1xt0.cif
	Q8RT31	374.0	201-354	1-190	4c7p	A	F-Q8RT31-F1-model_v3.cif	4c7p.cif
	Q8RT31	374.0	201-354	1-190	4d7q	A	F-Q8RT31-F1-model_v3.cif	4d7q.cif
	Q8RT31	374.0	201-354	1-190	4d7r	A	F-Q8RT31-F1-model_v3.cif	4d7r.cif
TRIB1	Q96RU8	372.0	355-360	1-338	5cek	A	F-Q96RU8-F1-model_v3.cif	5cek.cif
TRIB1	Q96RU8	372.0	355-360	1-338	5cem	A	F-Q96RU8-F1-model_v3.cif	5cem.cif
TRIB1	Q96RU8	372.0	355-360	1-338	5igo	B	F-Q96RU8-F1-model_v3.cif	5igo.cif
TRIB1	Q96RU8	372.0	355-360	1-338	5igq	B	F-Q96RU8-F1-model_v3.cif	5igq.cif
TRIB1	Q96RU8	372.0	355-360	1-338	6dc0	A	F-Q96RU8-F1-model_v3.cif	6dc0.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	4gnk	B	F-Q01970-F1-model_v3.cif	4gnk.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	4qj3	B	F-Q01970-F1-model_v3.cif	4qj3.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	4qj4	B	F-Q01970-F1-model_v3.cif	4qj4.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	4qj5	B	F-Q01970-F1-model_v3.cif	4qj5.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	7sq2	B	F-Q01970-F1-model_v3.cif	7sq2.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	8emv	A	F-Q01970-F1-model_v3.cif	8emv.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	8emw	A	F-Q01970-F1-model_v3.cif	8emw.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	8emx	A	F-Q01970-F1-model_v3.cif	8emx.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	8uqn	B	F-Q01970-F1-model_v3.cif	8uqn.cif
PLCB3	Q01970	1234.0	469-589	318-468,590-706	8uqo	F	F-Q01970-F1-model_v3.cif	8uqo.cif
NLRP3	Q96P20	1036.0	740-991	220-536	2naq	A	F-Q96P20-F1-model_v3.cif	2naq.cif
NLRP3	Q96P20	1036.0	740-991	220-536	3qf2	A	F-Q96P20-F1-model_v3.cif	3qf2.cif
NLRP3	Q96P20	1036.0	740-991	220-536	6npy	A	F-Q96P20-F1-model_v3.cif	6npy.cif
NLRP3	Q96P20	1036.0	740-991	220-536	7alv	A	F-Q96P20-F1-model_v3.cif	7alv.cif
NLRP3	Q96P20	1036.0	740-991	220-536	7pzc	A	F-Q96P20-F1-model_v3.cif	7pzc.cif
NLRP3	Q96P20	1036.0	740-991	220-536	7pzd	A	F-Q96P20-F1-model_v3.cif	7pzd.cif
NLRP3	Q96P20	1036.0	740-991	220-536	7vtp	A	F-Q96P20-F1-model_v3.cif	7vtp.cif
NLRP3	Q96P20	1036.0	740-991	220-536	7zgu	A	F-Q96P20-F1-model_v3.cif	7zgu.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8ej4	A	F-Q96P20-F1-model_v3.cif	8ej4.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8ert	A	F-Q96P20-F1-model_v3.cif	8ert.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8etr	A	F-Q96P20-F1-model_v3.cif	8etr.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8ri2	A	F-Q96P20-F1-model_v3.cif	8ri2.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8swf	A	F-Q96P20-F1-model_v3.cif	8swf.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8swk	A	F-Q96P20-F1-model_v3.cif	8swk.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8sxn	C	F-Q96P20-F1-model_v3.cif	8sxn.cif
NLRP3	Q96P20	1036.0	740-991	220-536	8wsm	A	F-Q96P20-F1-model_v3.cif	8wsm.cif
MSN	P26038	577.0	467-577	4-297	1e5w	A	F-P26038-F1-model_v3.cif	1e5w.cif
MSN	P26038	577.0	467-577	4-297	1ef1	A	F-P26038-F1-model_v3.cif	1ef1.cif
MSN	P26038	577.0	467-577	4-297	1sgh	A	F-P26038-F1-model_v3.cif	1sgh.cif
MSN	P26038	577.0	467-577	4-297	6txq	A	F-P26038-F1-model_v3.cif	6txq.cif
MSN	P26038	577.0	467-577	4-297	6txs	A	F-P26038-F1-model_v3.cif	6txs.cif
MSN	P26038	577.0	467-577	4-297	8cir	A	F-P26038-F1-model_v3.cif	8cir.cif
MSN	P26038	577.0	467-577	4-297	8cis	A	F-P26038-F1-model_v3.cif	8cis.cif
MSN	P26038	577.0	467-577	4-297	8cit	A	F-P26038-F1-model_v3.cif	8cit.cif
MSN	P26038	577.0	467-577	4-297	8ciu	A	F-P26038-F1-model_v3.cif	8ciu.cif
MAPKAPK3	Q16644		307-343	44-304	3fhr	A	F-Q16644-F1-model_v3.cif	3fhr.cif
MAPKAPK3	Q16644		307-343	44-304	3fxw	A	F-Q16644-F1-model_v3.cif	3fxw.cif
MAPKAPK3	Q16644		307-343	44-304	3r1n	A	F-Q16644-F1-model_v3.cif	3r1n.cif
MAPKAPK3	Q16644		307-343	44-304	3she	A	F-Q16644-F1-model_v3.cif	3she.cif
MAPKAPK3	Q16644		307-343	44-304	7nrb	A	F-Q16644-F1-model_v3.cif	7nrb.cif
CAMK1D	Q8IU85	385.0	279-319	23-278	2jc6	A	F-Q8IU85-F1-model_v3.cif	2jc6.cif
CAMK1D	Q8IU85	385.0	279-319	23-278	6qp5	A	F-Q8IU85-F1-model_v3.cif	6qp5.cif
CAMK1D	Q8IU85	385.0	279-319	23-278	6t28	A	F-Q8IU85-F1-model_v3.cif	6t28.cif
CAMK1D	Q8IU85	385.0	279-319	23-278	6t29	A	F-Q8IU85-F1-model_v3.cif	6t29.cif
CAMK1D	Q8IU85	385.0	279-319	23-278	6t6f	A	F-Q8IU85-F1-model_v3.cif	6t6f.cif
CAMK1D	Q8IU85	385.0	279-319	23-278	8bfm	A	F-Q8IU85-F1-model_v3.cif	8bfm.cif
CAMK1D	Q8IU85	385.0	279-319	23-278	8bfs	A	F-Q8IU85-F1-model_v3.cif	8bfs.cif
ATF2	P15336	505.0	349-415	1-243	1bhi	A	F-P15336-F1-model_v3.cif	1bhi.cif
ATF2	P15336	505.0	349-415	1-243	1t2k	F	F-P15336-F1-model_v3.cif	1t2k.cif
ATF2	P15336	505.0	349-415	1-243	4h36	B	F-P15336-F1-model_v3.cif	4h36.cif
ATF2	P15336	505.0	349-415	1-243	6zqs	B	F-P15336-F1-model_v3.cif	6zqs.cif
ATF2	P15336	505.0	349-415	1-243	6zr5	B	F-P15336-F1-model_v3.cif	6zr5.cif
ASAP1	Q9ULH1	1129.0	1-325	326-560	2d1x	E	F-Q9ULH1-F1-model_v3.cif	2d1x.cif
ASAP1	Q9ULH1	1129.0	1-325	326-560	2da0	A	F-Q9ULH1-F1-model_v3.cif	2da0.cif
ASAP1	Q9ULH1	1129.0	1-325	326-560	2ed1	A	F-Q9ULH1-F1-model_v3.cif	2ed1.cif
ASAP1	Q9ULH1	1129.0	1-325	326-560	2rqt	A	F-Q9ULH1-F1-model_v3.cif	2rqt.cif
ASAP1	Q9ULH1	1129.0	1-325	326-560	2rqu	A	F-Q9ULH1-F1-model_v3.cif	2rqu.cif
	Q3KK31	648.0	170-390	399-648	3pjt	A	F-Q3KK31-F1-model_v3.cif	3pjt.cif
	Q3KK31	648.0	170-390	399-648	3pju	A	F-Q3KK31-F1-model_v3.cif	3pju.cif
	Q3KK31	648.0	170-390	399-648	3pjv	A	F-Q3KK31-F1-model_v3.cif	3pjv.cif
	Q3KK31	648.0	170-390	399-648	3pjw	A	F-Q3KK31-F1-model_v3.cif	3pjw.cif
	Q3KK31	648.0	170-390	399-648	3pjx	A	F-Q3KK31-F1-model_v3.cif	3pjx.cif
LYN	P07948	512.0	129-226,227-246	63-123,502-512	1w1f	A	F-P07948-F1-model_v3.cif	1w1f.cif
LYN	P07948	512.0	129-226,227-246	63-123,502-512	1wa7	A	F-P07948-F1-model_v3.cif	1wa7.cif
LYN	P07948	512.0	129-226,227-246	63-123,502-512	3a4o	A	F-P07948-F1-model_v3.cif	3a4o.cif
LYN	P07948	512.0	129-226,227-246	63-123,502-512	5xy1	A	F-P07948-F1-model_v3.cif	5xy1.cif
LYN	P07948	512.0	129-226,227-246	63-123,502-512	6nmw	A	F-P07948-F1-model_v3.cif	6nmw.cif
LYN	P07948	512.0	129-226,227-246	63-123,502-512	8wff	A	F-P07948-F1-model_v3.cif	8wff.cif
MAP2K6	P52564	334.0	251-277	53-314	2y8o	B	F-P52564-F1-model_v3.cif	2y8o.cif
MAP2K6	P52564	334.0	251-277	53-314	3enm	A	F-P52564-F1-model_v3.cif	3enm.cif
MAP2K6	P52564	334.0	251-277	53-314	3fme	A	F-P52564-F1-model_v3.cif	3fme.cif
MAP2K6	P52564	334.0	251-277	53-314	3vn9	A	F-P52564-F1-model_v3.cif	3vn9.cif
MAP2K6	P52564	334.0	251-277	53-314	5etf	B	F-P52564-F1-model_v3.cif	5etf.cif
MAP2K6	P52564	334.0	251-277	53-314	8a8m	B	F-P52564-F1-model_v3.cif	8a8m.cif
MAP2K6	P52564	334.0	251-277	53-314	8p7j	A	F-P52564-F1-model_v3.cif	8p7j.cif
MAP2K6	P52564	334.0	251-277	53-314	8pm3	A	F-P52564-F1-model_v3.cif	8pm3.cif
MICAL1	Q8VDP3	1048.0	761-1048	1-489	2bra	A	F-Q8VDP3-F1-model_v3.cif	2bra.cif
MICAL1	Q8VDP3	1048.0	761-1048	1-489	2bry	A	F-Q8VDP3-F1-model_v3.cif	2bry.cif
MICAL1	Q8VDP3	1048.0	761-1048	1-489	2c4c	A	F-Q8VDP3-F1-model_v3.cif	2c4c.cif
MICAL1	Q8VDP3	1048.0	761-1048	1-489	4txi	A	F-Q8VDP3-F1-model_v3.cif	4txi.cif
MICAL1	Q8VDP3	1048.0	761-1048	1-489	4txk	A	F-Q8VDP3-F1-model_v3.cif	4txk.cif
PLCG1	P19174	1290.0	757-790	668-756	1hsq	A	F-P19174-F1-model_v3.cif	1hsq.cif
PLCG1	P19174	1290.0	757-790	668-756	2hsp	A	F-P19174-F1-model_v3.cif	2hsp.cif
PLCG1	P19174	1290.0	757-790	668-756	4ey0	A	F-P19174-F1-model_v3.cif	4ey0.cif
PLCG1	P19174	1290.0	757-790	668-756	4fbn	A	F-P19174-F1-model_v3.cif	4fbn.cif
PLCG1	P19174	1290.0	757-790	668-756	7nxe	A	F-P19174-F1-model_v3.cif	7nxe.cif
ROR2	Q01974	943.0	555-556	473-746	3zzw	A	F-Q01974-F1-model_v3.cif	3zzw.cif
ROR2	Q01974	943.0	555-556	473-746	4gt4	A	F-Q01974-F1-model_v3.cif	4gt4.cif
ROR2	Q01974	943.0	555-556	473-746	6osh	B	F-Q01974-F1-model_v3.cif	6osh.cif
ROR2	Q01974	943.0	555-556	473-746	6osn	A	F-Q01974-F1-model_v3.cif	6osn.cif
ROR2	Q01974	943.0	555-556	473-746	6osv	B	F-Q01974-F1-model_v3.cif	6osv.cif
	O62305	720.0	273-317	12-269	2bdw	A	F-O62305-F1-model_v3.cif	2bdw.cif
	O62305	720.0	273-317	12-269	2f86	A	F-O62305-F1-model_v3.cif	2f86.cif
	O62305	720.0	273-317	12-269	3kk8	A	F-O62305-F1-model_v3.cif	3kk8.cif
	O62305	720.0	273-317	12-269	3kk9	A	F-O62305-F1-model_v3.cif	3kk9.cif
	O62305	720.0	273-317	12-269	3kl8	A	F-O62305-F1-model_v3.cif	3kl8.cif
	A0A0R4I961	279.0	155-279	3-147	3jwn	E	F-A0A0R4I961-F1-model_v3.cif	3jwn.cif
	A0A0R4I961	279.0	155-279	3-147	6gtv	A	F-A0A0R4I961-F1-model_v3.cif	6gtv.cif
	A0A0R4I961	279.0	155-279	3-147	6gtw	A	F-A0A0R4I961-F1-model_v3.cif	6gtw.cif
	A0A0R4I961	279.0	155-279	3-147	6gtz	A	F-A0A0R4I961-F1-model_v3.cif	6gtz.cif
	A0A0R4I961	279.0	155-279	3-147	6gu0	A	F-A0A0R4I961-F1-model_v3.cif	6gu0.cif
IQGAP1	P46940	1657.0	1276-1657	956-1274	1x0h	A	F-P46940-F1-model_v3.cif	1x0h.cif
IQGAP1	P46940	1657.0	1276-1657	956-1274	2rr8	A	F-P46940-F1-model_v3.cif	2rr8.cif
IQGAP1	P46940	1657.0	1276-1657	956-1274	3fay	A	F-P46940-F1-model_v3.cif	3fay.cif
IQGAP1	P46940	1657.0	1276-1657	956-1274	3i6x	A	F-P46940-F1-model_v3.cif	3i6x.cif
IQGAP1	P46940	1657.0	1276-1657	956-1274	5l0o	A	F-P46940-F1-model_v3.cif	5l0o.cif
LYN	P25911	512.0	129-226,227-246	63-123,502-512	2zv7	A	F-P25911-F1-model_v3.cif	2zv7.cif
LYN	P25911	512.0	129-226,227-246	63-123,502-512	2zv8	A	F-P25911-F1-model_v3.cif	2zv8.cif
LYN	P25911	512.0	129-226,227-246	63-123,502-512	2zv9	A	F-P25911-F1-model_v3.cif	2zv9.cif
LYN	P25911	512.0	129-226,227-246	63-123,502-512	2zva	A	F-P25911-F1-model_v3.cif	2zva.cif
LYN	P25911	512.0	129-226,227-246	63-123,502-512	4tzi	A	F-P25911-F1-model_v3.cif	4tzi.cif
PLXNA1	P70206	1894.0	51-491,1266-1346,1472-1672	1348-1472,1673-1894	3ryt	A	F-P70206-F1-model_v3.cif	3ryt.cif
PLXNA1	P70206	1894.0	51-491,1266-1346,1472-1672	1348-1472,1673-1894	5l56	A	F-P70206-F1-model_v3.cif	5l56.cif
PLXNA1	P70206	1894.0	51-491,1266-1346,1472-1672	1348-1472,1673-1894	5l59	A	F-P70206-F1-model_v3.cif	5l59.cif
PLXNA1	P70206	1894.0	51-491,1266-1346,1472-1672	1348-1472,1673-1894	5l5c	A	F-P70206-F1-model_v3.cif	5l5c.cif
PLXNA1	P70206	1894.0	51-491,1266-1346,1472-1672	1348-1472,1673-1894	5l7n	A	F-P70206-F1-model_v3.cif	5l7n.cif
STING1	B8XX90	378.0	339-378	153-339	6a03	A	F-B8XX90-F1-model_v3.cif	6a03.cif
STING1	B8XX90	378.0	339-378	153-339	6a04	A	F-B8XX90-F1-model_v3.cif	6a04.cif
STING1	B8XX90	378.0	339-378	153-339	6a05	A	F-B8XX90-F1-model_v3.cif	6a05.cif
STING1	B8XX90	378.0	339-378	153-339	6a06	A	F-B8XX90-F1-model_v3.cif	6a06.cif
STING1	B8XX90	378.0	339-378	153-339	6iyf	A	F-B8XX90-F1-model_v3.cif	6iyf.cif
WNK1	Q9H4A3	2382.0	488-555	221-479	4pwn	A	F-Q9H4A3-F1-model_v3.cif	4pwn.cif
WNK1	Q9H4A3	2382.0	488-555	221-479	5tf9	A	F-Q9H4A3-F1-model_v3.cif	5tf9.cif
WNK1	Q9H4A3	2382.0	488-555	221-479	5wdy	A	F-Q9H4A3-F1-model_v3.cif	5wdy.cif
WNK1	Q9H4A3	2382.0	488-555	221-479	5we8	A	F-Q9H4A3-F1-model_v3.cif	5we8.cif
WNK1	Q9H4A3	2382.0	488-555	221-479	6fbk	B	F-Q9H4A3-F1-model_v3.cif	6fbk.cif
TRERF1	P60240		1-110	147-416,441-659	4s20	K	F-P60240-F1-model_v3.cif	4s20.cif
TRERF1	P60240		1-110	147-416,441-659	7m8e	F	F-P60240-F1-model_v3.cif	7m8e.cif
TRERF1	P60240		1-110	147-416,441-659	7mkn	F	F-P60240-F1-model_v3.cif	7mkn.cif
TRERF1	P60240		1-110	147-416,441-659	7mkq	F	F-P60240-F1-model_v3.cif	7mkq.cif
	Q2U1F3		1-79	150-350	6zep	A	F-Q2U1F3-F1-model_v3.cif	6zep.cif
	Q2U1F3		1-79	150-350	6zeq	A	F-Q2U1F3-F1-model_v3.cif	6zeq.cif
	Q2U1F3		1-79	150-350	7oez	A	F-Q2U1F3-F1-model_v3.cif	7oez.cif
ATR	P38111		2309-2317	2241-2263	5x6o	A	F-P38111-F1-model_v3.cif	5x6o.cif
ATR	P38111		2309-2317	2241-2263	6z2w	C	F-P38111-F1-model_v3.cif	6z2w.cif
ATR	P38111		2309-2317	2241-2263	6z2x	C	F-P38111-F1-model_v3.cif	6z2x.cif
ATR	P38111		2309-2317	2241-2263	6z3a	A	F-P38111-F1-model_v3.cif	6z3a.cif
ATR	P38111		2309-2317	2241-2263	7wzr	A	F-P38111-F1-model_v3.cif	7wzr.cif
ATR	P38111		2309-2317	2241-2263	7wzw	A	F-P38111-F1-model_v3.cif	7wzw.cif
PTPN2	P17706	415.0	353-387	5-275	1l8k	A	F-P17706-F1-model_v3.cif	1l8k.cif
PTPN2	P17706	415.0	353-387	5-275	6zz4	A	F-P17706-F1-model_v3.cif	6zz4.cif
PTPN2	P17706	415.0	353-387	5-275	7f5n	A	F-P17706-F1-model_v3.cif	7f5n.cif
PTPN2	P17706	415.0	353-387	5-275	7f5o	A	F-P17706-F1-model_v3.cif	7f5o.cif
PTPN2	P17706	415.0	353-387	5-275	7uad	A	F-P17706-F1-model_v3.cif	7uad.cif
PRKD2	Q9BZL6	878.0	397-509	551-807	2coa	A	F-Q9BZL6-F1-model_v3.cif	2coa.cif
PRKD2	Q9BZL6	878.0	397-509	551-807	3bgm	C	F-Q9BZL6-F1-model_v3.cif	3bgm.cif
PRKD2	Q9BZL6	878.0	397-509	551-807	4nnx	C	F-Q9BZL6-F1-model_v3.cif	4nnx.cif
PRKD2	Q9BZL6	878.0	397-509	551-807	4nny	C	F-Q9BZL6-F1-model_v3.cif	4nny.cif
PRKCA	P17252	672.0	19-37	339-597	2eli	A	F-P17252-F1-model_v3.cif	2eli.cif
PRKCA	P17252	672.0	19-37	339-597	3iw4	A	F-P17252-F1-model_v3.cif	3iw4.cif
PRKCA	P17252	672.0	19-37	339-597	4dnl	A	F-P17252-F1-model_v3.cif	4dnl.cif
PRKCA	P17252	672.0	19-37	339-597	4ra4	A	F-P17252-F1-model_v3.cif	4ra4.cif
PRKCA	P17252	672.0	19-37	339-597	8u37	A	F-P17252-F1-model_v3.cif	8u37.cif
PRKCA	P17252	672.0	19-37	339-597	8uak	A	F-P17252-F1-model_v3.cif	8uak.cif
PKN2	Q16513	984.0	455-511	657-916	4crs	A	F-Q16513-F1-model_v3.cif	4crs.cif
PKN2	Q16513	984.0	455-511	657-916	4rrv	B	F-Q16513-F1-model_v3.cif	4rrv.cif
PKN2	Q16513	984.0	455-511	657-916	6ccy	A	F-Q16513-F1-model_v3.cif	6ccy.cif
PKN2	Q16513	984.0	455-511	657-916	6gbe	B	F-Q16513-F1-model_v3.cif	6gbe.cif
PACSIN2	Q9UNF0	486.0	344-486	11-282	3abh	A	F-Q9UNF0-F1-model_v3.cif	3abh.cif
PACSIN2	Q9UNF0	486.0	344-486	11-282	3aco	A	F-Q9UNF0-F1-model_v3.cif	3aco.cif
PACSIN2	Q9UNF0	486.0	344-486	11-282	3haj	A	F-Q9UNF0-F1-model_v3.cif	3haj.cif
PACSIN2	Q9UNF0	486.0	344-486	11-282	3q0k	A	F-Q9UNF0-F1-model_v3.cif	3q0k.cif
PACSIN1	Q9BY11	444.0	385-444	13-283	3hah	A	F-Q9BY11-F1-model_v3.cif	3hah.cif
PACSIN1	Q9BY11	444.0	385-444	13-283	3hai	A	F-Q9BY11-F1-model_v3.cif	3hai.cif
PACSIN1	Q9BY11	444.0	385-444	13-283	3q84	A	F-Q9BY11-F1-model_v3.cif	3q84.cif
PACSIN1	Q9BY11	444.0	385-444	13-283	3qni	A	F-Q9BY11-F1-model_v3.cif	3qni.cif
MEIS2	O14770	477.0	150-193	276-338	3k2a	A	F-O14770-F1-model_v3.cif	3k2a.cif
MEIS2	O14770	477.0	150-193	276-338	4xrm	C	F-O14770-F1-model_v3.cif	4xrm.cif
MEIS2	O14770	477.0	150-193	276-338	5bng	A	F-O14770-F1-model_v3.cif	5bng.cif
MEIS2	O14770	477.0	150-193	276-338	5eg0	A	F-O14770-F1-model_v3.cif	5eg0.cif
MAP3K11	Q16584	847.0	43-103	117-379	5k26	A	F-Q16584-F1-model_v3.cif	5k26.cif
MAP3K11	Q16584	847.0	43-103	117-379	5k28	A	F-Q16584-F1-model_v3.cif	5k28.cif
MAP3K11	Q16584	847.0	43-103	117-379	6aqb	A	F-Q16584-F1-model_v3.cif	6aqb.cif
MAP3K11	Q16584	847.0	43-103	117-379	6cq7	A	F-Q16584-F1-model_v3.cif	6cq7.cif
IRF4	Q15306	451.0	401-451	21-129	2dll	A	F-Q15306-F1-model_v3.cif	2dll.cif
IRF4	Q15306	451.0	401-451	21-129	6td4	A	F-Q15306-F1-model_v3.cif	6td4.cif
IRF4	Q15306	451.0	401-451	21-129	7jm4	C	F-Q15306-F1-model_v3.cif	7jm4.cif
IRF4	Q15306	451.0	401-451	21-129	7o56	A	F-Q15306-F1-model_v3.cif	7o56.cif
IRF4	Q15306	451.0	401-451	21-129	7ogs	A	F-Q15306-F1-model_v3.cif	7ogs.cif
IRF4	Q15306	451.0	401-451	21-129	7oot	A	F-Q15306-F1-model_v3.cif	7oot.cif
IRF4	Q15306	451.0	401-451	21-129	7rh2	A	F-Q15306-F1-model_v3.cif	7rh2.cif
EPHB2	P29323	1055.0	588-623	624-884	1b4f	A	F-P29323-F1-model_v3.cif	1b4f.cif
EPHB2	P29323	1055.0	588-623	624-884	1f0m	A	F-P29323-F1-model_v3.cif	1f0m.cif
EPHB2	P29323	1055.0	588-623	624-884	2qbx	A	F-P29323-F1-model_v3.cif	2qbx.cif
EPHB2	P29323	1055.0	588-623	624-884	3zfm	A	F-P29323-F1-model_v3.cif	3zfm.cif
EPHB2	P29323	1055.0	588-623	624-884	8ebl	C	F-P29323-F1-model_v3.cif	8ebl.cif
CHMP3	Q9Y3E7	222.0	151-222	1-113	2gd5	A	F-Q9Y3E7-F1-model_v3.cif	2gd5.cif
CHMP3	Q9Y3E7	222.0	151-222	1-113	2xze	C	F-Q9Y3E7-F1-model_v3.cif	2xze.cif
CHMP3	Q9Y3E7	222.0	151-222	1-113	3frt	A	F-Q9Y3E7-F1-model_v3.cif	3frt.cif
CHMP3	Q9Y3E7	222.0	151-222	1-113	3frv	A	F-Q9Y3E7-F1-model_v3.cif	3frv.cif
CHMP3	Q9Y3E7	222.0	151-222	1-113	7zcg	B	F-Q9Y3E7-F1-model_v3.cif	7zcg.cif
CHMP3	Q9Y3E7	222.0	151-222	1-113	7zch	B	F-Q9Y3E7-F1-model_v3.cif	7zch.cif
CAMK1	Q14012	370.0	286-300	20-276	4fg7	A	F-Q14012-F1-model_v3.cif	4fg7.cif
CAMK1	Q14012	370.0	286-300	20-276	4fg8	A	F-Q14012-F1-model_v3.cif	4fg8.cif
CAMK1	Q14012	370.0	286-300	20-276	4fg9	A	F-Q14012-F1-model_v3.cif	4fg9.cif
CAMK1	Q14012	370.0	286-300	20-276	4fgb	A	F-Q14012-F1-model_v3.cif	4fgb.cif
ARHGEF4	Q9NR80	690.0	129-179	284-468	2dx1	A	F-Q9NR80-F1-model_v3.cif	2dx1.cif
ARHGEF4	Q9NR80	690.0	129-179	284-468	2pz1	A	F-Q9NR80-F1-model_v3.cif	2pz1.cif
ARHGEF4	Q9NR80	690.0	129-179	284-468	3nmx	D	F-Q9NR80-F1-model_v3.cif	3nmx.cif
ARHGEF4	Q9NR80	690.0	129-179	284-468	3nmz	C	F-Q9NR80-F1-model_v3.cif	3nmz.cif
ANP32A	P39687	249.0	121-163	1-120	2je0	A	F-P39687-F1-model_v3.cif	2je0.cif
ANP32A	P39687	249.0	121-163	1-120	2je1	A	F-P39687-F1-model_v3.cif	2je1.cif
ANP32A	P39687	249.0	121-163	1-120	4xos	A	F-P39687-F1-model_v3.cif	4xos.cif
ANP32A	P39687	249.0	121-163	1-120	6xzq	H	F-P39687-F1-model_v3.cif	6xzq.cif
ARHGEF12	Q9NZN5	1544.0	721-764	765-782	1txd	A	F-Q9NZN5-F1-model_v3.cif	1txd.cif
ARHGEF12	Q9NZN5	1544.0	721-764	765-782	1x86	A	F-Q9NZN5-F1-model_v3.cif	1x86.cif
ARHGEF12	Q9NZN5	1544.0	721-764	765-782	2omj	A	F-Q9NZN5-F1-model_v3.cif	2omj.cif
ARHGEF12	Q9NZN5	1544.0	721-764	765-782	2os6	A	F-Q9NZN5-F1-model_v3.cif	2os6.cif
ELK4	P28324	431.0	136-214	5-85	1bc7	C	F-P28324-F1-model_v3.cif	1bc7.cif
ELK4	P28324	431.0	136-214	5-85	1bc8	C	F-P28324-F1-model_v3.cif	1bc8.cif
ELK4	P28324	431.0	136-214	5-85	1hbx	G	F-P28324-F1-model_v3.cif	1hbx.cif
ELK4	P28324	431.0	136-214	5-85	1k6o	C	F-P28324-F1-model_v3.cif	1k6o.cif
KPNA1	P52294	538.0	1-57	149-241,318-406	2jdq	A	F-P52294-F1-model_v3.cif	2jdq.cif
KPNA1	P52294	538.0	1-57	149-241,318-406	3tj3	A	F-P52294-F1-model_v3.cif	3tj3.cif
KPNA1	P52294	538.0	1-57	149-241,318-406	4b18	A	F-P52294-F1-model_v3.cif	4b18.cif
KPNA1	P52294	538.0	1-57	149-241,318-406	6wx9	A	F-P52294-F1-model_v3.cif	6wx9.cif
PLK1	Q07832	603.0	402-603	53-305	5dms	A	F-Q07832-F1-model_v3.cif	5dms.cif
PLK1	Q07832	603.0	402-603	53-305	5dmv	A	F-Q07832-F1-model_v3.cif	5dmv.cif
PLK1	Q07832	603.0	402-603	53-305	5dnj	A	F-Q07832-F1-model_v3.cif	5dnj.cif
PLK1	Q07832	603.0	402-603	53-305	5x3s	A	F-Q07832-F1-model_v3.cif	5x3s.cif
PRKN	Q9JK66	465.0	141-225,378-410	226-377,410-465	2knb	A	F-Q9JK66-F1-model_v3.cif	2knb.cif
PRKN	Q9JK66	465.0	141-225,378-410	226-377,410-465	4k7d	A	F-Q9JK66-F1-model_v3.cif	4k7d.cif
PRKN	Q9JK66	465.0	141-225,378-410	226-377,410-465	4k95	A	F-Q9JK66-F1-model_v3.cif	4k95.cif
PRKN	Q9JK66	465.0	141-225,378-410	226-377,410-465	4zyn	A	F-Q9JK66-F1-model_v3.cif	4zyn.cif
PRKN	Q9JK66	465.0	141-225,378-410	226-377,410-465	7us1	A	F-Q9JK66-F1-model_v3.cif	7us1.cif
	P32917	917.0	367-517	593-786	2kgn	A	F-P32917-F1-model_v3.cif	2kgn.cif
	P32917	917.0	367-517	593-786	2l4u	A	F-P32917-F1-model_v3.cif	2l4u.cif
	P32917	917.0	367-517	593-786	3fze	A	F-P32917-F1-model_v3.cif	3fze.cif
	P32917	917.0	367-517	593-786	4f2h	A	F-P32917-F1-model_v3.cif	4f2h.cif
TLN1	Q9Y490	2541.0	1654-2344	86-403	1syq	B	F-Q9Y490-F1-model_v3.cif	1syq.cif
TLN1	Q9Y490	2541.0	1654-2344	86-403	2mwn	B	F-Q9Y490-F1-model_v3.cif	2mwn.cif
TLN1	Q9Y490	2541.0	1654-2344	86-403	4dj9	B	F-Q9Y490-F1-model_v3.cif	4dj9.cif
TLN1	Q9Y490	2541.0	1654-2344	86-403	6r9t	A	F-Q9Y490-F1-model_v3.cif	6r9t.cif
DLG1	P31007	970.0	481-681	780-955	3tvt	A	F-P31007-F1-model_v3.cif	3tvt.cif
