uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	conformation	state	organism	date	notes
Q6SZW1	7qg0	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.097	94.54545455	100	1.148	3.464			Homo sapiens	['2021-12-07']	
Q83RJ4	3cvr	58-260	279-571	3.201	94.08866995	80.54607509	1.874	7.121	Open	Autoinhibited	Shigella flexneri 2a	['2008-04-19']	
Q86VW2	2rgn	348-472	155-347	1.555	88	100	1.527	1.49			Homo sapiens	['2007-10-04']	
Q86WJ1	7epu	704-897	351-513	24.842	82.98969072	85.27607362	6.41	25.112			Homo sapiens	['2021-04-27']	
Q8IU85	2jc6	279-319	23-278	2.887	85.36585366	90.234375	1.782	5.663			HOMO SAPIENS	['2006-12-19']	
Q8IU85	6t6f	279-319	23-278	6.048	65.85365854	94.140625	1.514	4.391			Homo sapiens	['2019-10-18']	
Q8IXJ6	4rmg	320-352	65-319	2.278	100	97.64705882	2.385	0.942	Closed	Active	Homo sapiens	['2014-10-21']	
Q8IXJ6	4rmh	320-352	65-319	2.263	100	96.47058824	2.297	0.923	Closed	Active	Homo sapiens	['2014-10-21']	
Q8IXJ6	4rmi	320-352	65-319	1.642	100	91.37254902	1.631	0.959	Closed	Active	Homo sapiens	['2014-10-21']	
Q8IXJ6	4x3o	320-352	65-319	1.269	100	97.64705882	1.309	0.878	Closed	Active	Homo sapiens	['2014-12-01']	
Q8IXJ6	4x3p	320-352	65-319	1.378	100	97.25490196	1.428	0.873	Closed	Active	Homo sapiens	['2014-12-01']	
Q8IXJ6	5dy4	320-352	65-319	2.44	100	98.82352941	2.562	0.903	Closed	Active	Homo sapiens	['2015-09-24']	
Q8IXJ6	5dy5	320-352	65-319	2.304	100	98.43137255	2.42	0.982	Closed	Active	Homo sapiens	['2015-09-24']	
Q8IXJ6	5yql	320-352	65-319	1.937	100	96.07843137	1.909	0.879	Closed	Active	Homo sapiens	['2017-11-07']	
Q8IXJ6	5yqm	320-352	65-319	1.852	100	95.68627451	1.799	0.856	Closed	Active	Homo sapiens	['2017-11-07']	
Q8IXJ6	5yqn	320-352	65-319	1.737	100	92.94117647	1.634	0.894	Closed	Active	Homo sapiens	['2017-11-07']	
Q8IXJ6	5yqo	320-352	65-319	1.704	100	92.94117647	1.602	0.879	Closed	Active	Homo sapiens	['2017-11-07']	
Q8IXJ6	6l65	320-352	65-319	1.996	100	94.50980392	2.112	0.84	Closed	Active	Homo sapiens	['2019-10-28']	
Q8IXJ6	6l66	320-352	65-319	1.392	100	97.25490196	1.43	0.867	Closed	Active	Homo sapiens	['2019-10-28']	
Q8IXJ6	6l71	320-352	65-319	1.324	100	97.25490196	1.383	0.825	Closed	Active	Homo sapiens	['2019-10-30']	
Q8IXJ6	6l72	320-352	65-319	1.391	100	97.64705882	1.417	0.846	Closed	Active	Homo sapiens	['2019-10-30']	
Q8IXJ6	1j8f	320-352	65-319	10.918	100	100	3.188	1.575			Homo sapiens	['2001-05-21']	
Q8IXJ6	3zgo	320-352	65-319	4.034	100	99.60784314	3.192	1.661			HOMO SAPIENS	['2012-12-18']	
Q8IXJ6	3zgv	320-352	65-319	2.638	100	99.21568627	2.683	1.74			HOMO SAPIENS	['2012-12-19']	
Q8IXJ6	4l3o	320-352	65-319	2.809	100	98.03921569	2.993	1.263			Homo sapiens	['2013-06-06']	
Q8IXJ6	4r8m	320-352	65-319	1.719	100	94.11764706	1.802	1.251			Homo sapiens	['2014-09-02']	
Q8IXJ6	4rmj	320-352	65-319	2.623	100	100	2.651	1.574			Homo sapiens	['2014-10-21']	
Q8IXJ6	5d7o	320-352	65-319	2.537	100	100	2.582	1.661			Homo sapiens	['2015-08-14']	
Q8IXJ6	5d7p	320-352	65-319	2.7	100	100	2.739	1.936			Homo sapiens	['2015-08-14']	
Q8IXJ6	5d7q	320-352	65-319	2.684	100	100	2.714	1.685			Homo sapiens	['2015-08-14']	
Q8IXJ6	5fyq	320-352	65-319	2.005	100	92.54901961	2.113	0.982			HOMO SAPIENS	['2016-03-09']	
Q8IXJ6	5g4c	320-352	65-319	1.51	100	94.90196078	1.472	1.409			HOMO SAPIENS	['2016-05-09']	
Q8IXJ6	5mar	320-352	65-319	2.749	100	100	2.754	1.869			Homo sapiens	['2016-11-04']	
Q8IXJ6	5mat	320-352	65-319	2.383	100	99.21568627	2.539	0.963			Homo sapiens	['2016-11-04']	
Q8IXJ6	6nr0	320-352	65-319	1.325	100	95.68627451	1.32	0.884			Homo sapiens	['2019-01-22']	
Q8IXJ6	6qcn	320-352	65-319	2.637	100	100	2.659	1.828			Homo sapiens	['2018-12-29']	
Q8NB16	2msv	133-150	1-124	3.879	100	99.19354839	2.973	3.511	Closed	Autoinhibited	Homo sapiens	['2014-08-07']	
Q8NB16	6d74	133-150	1-124	3.946	100	100	3.048	3.711	Closed	Autoinhibited	Homo sapiens	['2018-04-24']	
Q8NB16	6ux8	133-150	1-124	2.355	100	99.19354839	1.977	1.968	Closed	Autoinhibited	Homo sapiens	['2019-11-07']	
Q8NB16	6zle	133-150	1-124	3.438	100	99.19354839	2.986	3.876	Closed	Autoinhibited	Homo sapiens	['2020-06-30']	
Q8NB16	6zpr	133-150	1-124	3.833	100	99.19354839	3.461	3.986	Closed	Autoinhibited	Homo sapiens	['2020-07-09']	
Q8NB16	7nm2	133-150	1-124	3.668	100	99.19354839	2.963	2.734	Closed	Autoinhibited	Homo sapiens	['2021-02-23']	
Q8NB16	7nm4	133-150	1-124	3.385	100	99.19354839	3.086	3.397	Closed	Autoinhibited	Homo sapiens	['2021-02-23']	
Q8NB16	7nm5	133-150	1-124	3.182	100	99.19354839	2.817	3.31	Closed	Autoinhibited	Homo sapiens	['2021-02-23']	
Q8NB16	6zvo	133-150	1-124	2.364	94.44444444	96.77419355	2.137	1.655			Homo sapiens	['2020-07-27']	
Q8NB16	6zz1	133-150	1-124	2.016	100	96.77419355	1.998	1.529			Homo sapiens	['2020-08-03']	
Q8NI60	4ped	276-279	329-518	2.99	100	96.84210526	2.299	2.189	Closed	Autoinhibited	Homo sapiens	['2014-04-22']	
Q8NI60	5i35	276-279	329-518	2.731	100	96.84210526	2.231	1.889	Closed	Autoinhibited	Homo sapiens	['2016-02-09']	
Q8NI60	7udp	276-279	329-518	2.226	100	98.94736842	1.639	1.366			Homo sapiens	['2022-03-20']	
Q8NI60	7udq	276-279	329-518	2.636	100	97.89473684	1.99	0.956			Homo sapiens	['2022-03-20']	
Q8NQJ3	2kb3	1-40	68-117	15.371	97.5	100	2.552	29.829	Closed	Autoinhibited	Corynebacterium glutamicum	['2008-11-20']	
Q8NQJ3	2kb4	1-40	68-117	30.77	100	100	2.45	61.982	Open	Active	Corynebacterium glutamicum	['2008-11-20']	
Q8R4B8	7lfh	741-990	216-532	13.46	100	98.42271293	8.273	45.842			Mus musculus	['2021-01-17']	
Q8R4B8	7vtq	741-990	216-532	13.366	100	94.00630915	6.638	47.24			Mus musculus	['2021-10-30']	
Q8RT31	4c7p	201-354	1-190	1.401	94.80519481	99.47368421	1.127	1.762	Closed	Autoinhibited	LEGIONELLA PNEUMOPHILA	['2013-09-24']	
Q8RT31	1xsz	201-354	1-190	1.505	99.35064935	99.47368421	0.995	2.147			Legionella pneumophila	['2004-10-20']	
Q91VS8	4gzu	728-745,755-1026	536-727	1.234	81.03448276	98.95833333	1.156	1.411			Mus musculus	['2012-09-06']	
Q95PM0	7avm	96-113	126-342	1.546	100	99.07834101	0.798	4.33		Autoinhibited	Trypanosoma brucei rhodesiense	['2020-11-05']	
Q96BN8	3znv	330-340	129-341	1.666	100	94.83568075	1.662	1.208	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-18']	
Q96BN8	3znx	330-340	129-341	1.06	90.90909091	91.07981221	0.88	1.59	Closed	Active	HOMO SAPIENS	['2013-02-18']	
Q96BN8	3znz	330-340	129-341	2.695	100	90.61032864	1.302	2.397	Closed	Active	HOMO SAPIENS	['2013-02-18']	
Q96BN8	4ksj	330-340	129-341	1.224	100	88.2629108	0.882	1.104	Closed	Autoinhibited	Homo sapiens	['2013-05-17']	
Q96BN8	5oe7	330-340	129-341	2.113	100	91.54929577	1.281	2.383	Closed	Active	Homo sapiens	['2017-07-07']	
Q96BN8	6i9c	330-340	129-341	1.236	100	90.61032864	1.132	1.472	Closed	Active	Homo sapiens	['2018-11-22']	
Q96BN8	4ksk	330-340	129-341	1.216	100	90.14084507	0.932	1.165			Homo sapiens	['2013-05-17']	
Q96BN8	4ksl	330-340	129-341	2.087	100	91.07981221	1.657	2.432			Homo sapiens	['2013-05-17']	
Q96BN8	6sak	330-340	129-341	1.24	100	94.36619718	0.934	1.802			Homo sapiens	['2019-07-17']	
Q96FI4	1tdh	244-245	220-280	1.587	100	95.08196721	0.761	0.506	Closed	Active	Homo sapiens	['2004-05-22']	
Q96FI4	4nrv	244-245	220-280	1.423	100	96.72131148	0.788	0.404	Closed	Active	Homo sapiens	['2013-11-27']	
Q96FI4	5itq	244-245	220-280	1.737	100	95.08196721	0.86	0.634	Closed	Active	Homo sapiens	['2016-03-17']	
Q96FI4	5itr	244-245	220-280	1.908	100	90.16393443	3.573	11.562			Homo sapiens	['2016-03-17']	
Q96FI4	5itt	244-245	220-280	1.885	100	91.80327869	3.515	11.641			Homo sapiens	['2016-03-17']	
Q96FI4	5itu	244-245	220-280	1.908	100	91.80327869	3.614	11.502			Homo sapiens	['2016-03-17']	
Q96FI4	6lwd	244-245	220-280	1.304	100	91.80327869	1.999	2.83			Homo sapiens	['2020-02-07']	
Q96FI4	6lwf	244-245	220-280	1.508	100	88.52459016	2.54	3.125			Homo sapiens	['2020-02-07']	
Q96FI4	6lwg	244-245	220-280	1.324	100	90.16393443	2.053	2.806			Homo sapiens	['2020-02-07']	
Q96FI4	6lwi	244-245	220-280	1.723	100	90.16393443	3.213	11.714			Homo sapiens	['2020-02-07']	
Q96FI4	6lwk	244-245	220-280	1.734	100	91.80327869	3.223	11.78			Homo sapiens	['2020-02-07']	
Q96FI4	6lwl	244-245	220-280	1.702	100	91.80327869	3.156	11.74			Homo sapiens	['2020-02-07']	
Q96FI4	6lwn	244-245	220-280	1.257	100	90.16393443	1.967	2.614			Homo sapiens	['2020-02-07']	
Q96FI4	6lwq	244-245	220-280	1.664	100	91.80327869	3.112	11.581			Homo sapiens	['2020-02-07']	
Q96FI4	6lwr	244-245	220-280	1.524	100	93.44262295	2.605	3.071			Homo sapiens	['2020-02-07']	
Q96NX5	2jam	277-317	23-276	4.42	63.41463415	97.63779528	4.616	2.45			Homo sapiens	['2006-11-29']	
Q96P20	6npy	740-991	220-536	20.993	100	98.42271293	15.766	77.935	Open	Autoinhibited	Homo sapiens	['2019-01-18']	
Q96P20	7pzc	740-991	220-536	37.197	100	100	16.214	80.408			Homo sapiens	['2021-10-12']	
Q96P20	7vtp	740-991	220-536	22.263	100	94.63722397	14.386	80.422			Homo sapiens	['2021-10-30']	
Q96P20	7zgu	740-991	220-536	21.005	100	98.42271293	15.636	78.651			Homo sapiens	['2022-04-04']	
Q96P20	8ej4	740-991	220-536	4.759	100	100	1.857	6.447			Homo sapiens	['2022-09-16']	
Q96RD7	6m02	412-426	1-287	11.566	86.66666667	87.80487805	11.36	27.251			Homo sapiens	['2020-02-19']	
Q96RU8	5cem	355-360	1-338	4.846	66.66666667	71.00591716	4.89	4.904			Homo sapiens	['2015-07-07']	
Q9BYP7	5o2c	440-463	147-405	10.005	100	100	2.379	23.154	Closed		Homo sapiens	['2017-05-19']	
Q9BZ95	5upd	1145-1258	1258-1273	1.26	100	75	3.812	0.957			Homo sapiens	['2017-02-02']	
Q9BZ95	6cen	1145-1258	1258-1273	3.089	100	81.25	3.384	1.816		Active	Homo sapiens	['2018-02-12']	
Q9C000	7wge	809-973	328-637	7.679	100	100	2.588	19.991			Homo sapiens	['2021-12-28']	
Q9D8T2	6n9n	279-469	1-273	8.014	95.28795812	66.3003663	10.619	10.729			Mus musculus	['2018-12-03']	
Q9H7B4	3mek	280-428	4-240	0.756	93.2885906	97.0464135	0.783	0.721	Closed	Autoinhibited	Homo sapiens	['2010-03-31']	
Q9H7B4	3oxg	280-428	4-240	1.408	98.65771812	99.15611814	1.121	1.92	Closed	Autoinhibited	Homo sapiens	['2010-09-21']	
Q9H7B4	3oxl	280-428	4-240	1.593	98.65771812	99.15611814	1.329	1.972	Closed	Autoinhibited	Homo sapiens	['2010-09-21']	
Q9H7B4	3pdn	280-428	4-240	0.786	99.32885906	99.15611814	0.809	0.75	Closed	Autoinhibited	Homo sapiens	['2010-10-23']	
Q9H7B4	3qwp	280-428	4-240	0.769	99.32885906	99.15611814	0.754	0.812	Closed	Autoinhibited	Homo sapiens	['2011-02-28']	
Q9H7B4	5ccl	280-428	4-240	0.979	99.32885906	99.57805907	0.921	1.14	Closed	Autoinhibited	Homo sapiens	['2015-07-02']	
Q9H7B4	5ccm	280-428	4-240	0.802	97.98657718	99.57805907	0.849	0.76	Closed	Autoinhibited	Homo sapiens	['2015-07-02']	
Q9H7B4	5ex0	280-428	4-240	1.686	100	99.15611814	1.264	2.554	Closed	Autoinhibited	Homo sapiens	['2015-11-23']	
Q9H7B4	5ex3	280-428	4-240	1.815	100	99.15611814	1.345	2.76	Closed	Autoinhibited	Homo sapiens	['2015-11-23']	
Q9H7B4	5hi7	280-428	4-240	0.879	100	99.57805907	0.984	0.736	Closed	Autoinhibited	Homo sapiens	['2016-01-11']	
Q9H7B4	5v37	280-428	4-240	0.918	98.65771812	99.57805907	0.947	0.966	Closed	Autoinhibited	Homo sapiens	['2017-03-06']	
Q9H7B4	5yjo	280-428	4-240	0.723	97.98657718	99.15611814	0.731	0.752	Closed	Autoinhibited	Homo sapiens	['2017-10-11']	
Q9H7B4	6ijl	280-428	4-240	0.878	97.98657718	99.15611814	0.898	0.857	Closed	Autoinhibited	Homo sapiens	['2018-10-10']	
Q9H7B4	6o9o	280-428	4-240	0.712	100	99.57805907	0.683	0.774	Closed	Autoinhibited	Homo sapiens	['2019-03-14']	
Q9H7B4	6p6g	280-428	4-240	0.712	100	99.57805907	0.683	0.774	Closed	Autoinhibited	Homo sapiens	['2019-06-03']	
Q9H7B4	6p6k	280-428	4-240	0.903	100	98.73417722	0.866	1.163	Closed	Autoinhibited	Homo sapiens	['2019-06-04']	
Q9H7B4	6p7z	280-428	4-240	0.807	100	99.15611814	0.82	0.828	Closed	Autoinhibited	Homo sapiens	['2019-06-06']	
Q9H7B4	6paf	280-428	4-240	0.737	100	98.31223629	0.737	0.785	Closed	Autoinhibited	Homo sapiens	['2019-06-11']	
Q9H7B4	6yuh	280-428	4-240	0.889	99.32885906	99.15611814	0.908	0.884	Closed	Autoinhibited	Homo sapiens	['2020-04-27']	
Q9H7B4	6zrb	280-428	4-240	0.823	99.32885906	99.15611814	0.855	0.821	Closed	Autoinhibited	Homo sapiens	['2020-07-13']	
Q9H7B4	7bj1	280-428	4-240	0.823	100	99.15611814	0.831	0.866	Closed	Autoinhibited	Homo sapiens	['2021-01-13']	
Q9H7B4	7o2a	280-428	4-240	0.818	100	99.15611814	0.85	0.821	Closed	Autoinhibited	Homo sapiens	['2021-03-30']	
Q9H7B4	7o2b	280-428	4-240	0.852	100	99.15611814	0.902	0.815	Closed	Autoinhibited	Homo sapiens	['2021-03-30']	
Q9H7B4	7o2c	280-428	4-240	0.819	100	99.15611814	0.841	0.79	Closed	Autoinhibited	Homo sapiens	['2021-03-30']	
Q9H7B4	3oxf	280-428	4-240	1.31	100	99.15611814	1.103	1.686			Homo sapiens	['2010-09-21']	
Q9H7B4	3ru0	280-428	4-240	1.281	100	99.57805907	1.035	1.646			Homo sapiens	['2011-05-04']	
Q9H7B4	5hq8	280-428	4-240	1.246	100	99.57805907	1.065	1.52			Homo sapiens	['2016-01-21']	
Q9H7B4	7qa6	280-428	4-240	0.84	100	99.15611814	0.831	0.898			Homo sapiens	['2021-11-16']	
Q9H7B4	7qlb	280-428	4-240	0.835	100	99.15611814	0.857	0.851			Homo sapiens	['2021-12-20']	
Q9H7B4	7qnr	280-428	4-240	0.872	100	99.15611814	0.91	0.844			Homo sapiens	['2021-12-22']	
Q9H7B4	7qnu	280-428	4-240	0.875	100	99.15611814	0.919	0.86			Homo sapiens	['2021-12-22']	
Q9JK66	4k7d	141-225,378-410	226-377,410-465	1.689	84.74576271	98.07692308	1.516	1.796			Rattus norvegicus	['2013-04-17']	
Q9JK66	4k95	141-225,378-410	226-377,410-465	2.083	83.89830508	97.59615385	1.696	2.189			Rattus norvegicus	['2013-04-19']	
Q9JK66	4zyn	141-225,378-410	226-377,410-465	3.009	90.6779661	89.42307692	1.431	2.324			Rattus norvegicus	['2015-05-21']	
Q9JK66	7us1	141-225,378-410	226-377,410-465	9.006	71.18644068	72.59615385	5.262	10.067			Rattus norvegicus	['2022-04-22']	
Q9P246	2l5y	67-102	136-204	3.949	100	100	3.109	3.885	Closed	Autoinhibited	Homo sapiens	['2010-11-09']	
Q9UGN5	4zzy	231-348	356-538	1.954	100	100	0.933	2.92	Closed		HOMO SAPIENS	['2015-04-15']	
Q9UGN5	7aeo	231-348	356-538	9.124	91.52542373	100	1.131	18.207	Open	Active	Homo sapiens	['2020-09-17']	
Q9UGN5	3kcz	231-348	356-538	1.84	96.61016949	99.45355191	0.918	1.341			Homo sapiens	['2009-10-22']	
Q9UGN5	3kjd	231-348	356-538	1.044	96.61016949	99.45355191	0.867	1.347			Homo sapiens	['2009-11-03']	
Q9UGN5	4pjv	231-348	356-538	0.968	94.06779661	99.45355191	0.911	1.118			Homo sapiens	['2014-05-12']	
Q9UGN5	4tvj	231-348	356-538	1.911	96.61016949	99.45355191	0.902	1.574			Homo sapiens	['2014-06-27']	
Q9UGN5	4zzx	231-348	356-538	1.177	100	100	0.85	1.454			HOMO SAPIENS	['2015-04-15']	
Q9UGN5	7r59	231-348	356-538	1.219	96.61016949	99.45355191	0.96	1.716			Homo sapiens	['2022-02-10']	
Q9UIK4	1wmk	292-301	23-285	1.299	100	100	1.118	1.206			Homo sapiens	['2004-07-11']	
Q9UIK4	1z9x	292-301	23-285	1.149	100	99.23954373	1.079	1.184			Homo sapiens	['2005-04-05']	
Q9UIK4	2a27	292-301	23-285	1.164	100	100	1.036	1.07			Homo sapiens	['2005-06-22']	
Q9UIK4	2a2a	292-301	23-285	1.203	100	99.23954373	1.108	1.176			Homo sapiens	['2005-06-22']	
Q9UIK4	2cke	292-301	23-285	1.114	100	99.23954373	1.026	1.202			HOMO SAPIENS	['2006-04-18']	
Q9UIK4	6paw	292-301	23-285	4.593	100	99.23954373	1.127	1.063			Homo sapiens	['2019-06-12']	
Q9UM73	2xb7	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.069	61.53846154	95.61752988	1.02	1.022			HOMO SAPIENS	['2010-04-08']	
Q9UM73	2xba	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.736	61.53846154	94.42231076	1.467	1.047			HOMO SAPIENS	['2010-04-08']	
Q9UM73	2yhv	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.006	76.92307692	95.21912351	1.728	3.847			HOMO SAPIENS	['2011-05-06']	
Q9UM73	2yjr	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.525	65.38461538	94.82071713	1.19	2.838			HOMO SAPIENS	['2011-05-23']	
Q9UM73	2yjs	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.819	69.23076923	95.21912351	1.592	2.173			HOMO SAPIENS	['2011-05-23']	
Q9UM73	3aox	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.964	73.07692308	95.61752988	1.475	3.725			Homo sapiens	['2010-10-08']	
Q9UM73	3l9p	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.581	96.15384615	98.00796813	1.843	6.57		Autoinhibited	Homo sapiens	['2010-01-05']	
Q9UM73	3lcs	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	3.069	96.15384615	100	2.6	7.211		Autoinhibited	Homo sapiens	['2010-01-11']	
Q9UM73	3lct	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.813	96.15384615	100	2.403	6.526		Autoinhibited	Homo sapiens	['2010-01-11']	
Q9UM73	4anl	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.979	76.92307692	95.61752988	1.685	3.786			HOMO SAPIENS	['2012-03-20']	
Q9UM73	4anq	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.983	76.92307692	95.61752988	1.719	3.812			HOMO SAPIENS	['2012-03-21']	
Q9UM73	4ans	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.997	76.92307692	95.21912351	1.738	3.816			HOMO SAPIENS	['2012-03-22']	
Q9UM73	4ccb	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.902	69.23076923	96.01593625	1.556	3.517			HOMO SAPIENS	['2013-10-21']	
Q9UM73	4ccu	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.989	76.92307692	95.61752988	1.548	3.887			HOMO SAPIENS	['2013-10-28']	
Q9UM73	4cd0	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.016	76.92307692	96.812749	1.813	3.755			HOMO SAPIENS	['2013-10-29']	
Q9UM73	4cli	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.02	76.92307692	96.812749	1.763	3.953			HOMO SAPIENS	['2014-01-14']	
Q9UM73	4clj	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.009	76.92307692	96.812749	1.84	3.749			HOMO SAPIENS	['2014-01-14']	
Q9UM73	4cmo	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.005	76.92307692	96.812749	1.723	3.92			HOMO SAPIENS	['2014-01-16']	
Q9UM73	4cmt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.876	69.23076923	94.82071713	1.492	3.491			HOMO SAPIENS	['2014-01-17']	
Q9UM73	4cmu	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2	76.92307692	96.812749	1.739	3.879			HOMO SAPIENS	['2014-01-17']	
Q9UM73	4cnh	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.88	65.38461538	94.42231076	1.554	3.299			HOMO SAPIENS	['2014-01-22']	
Q9UM73	4ctb	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.998	76.92307692	95.61752988	1.665	3.911			HOMO SAPIENS	['2014-03-12']	
Q9UM73	4ctc	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.709	73.07692308	94.82071713	1.426	2.575			HOMO SAPIENS	['2014-03-12']	
Q9UM73	4dce	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.176	69.23076923	94.42231076	1.052	2.073			Homo sapiens	['2012-01-17']	
Q9UM73	4fnw	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.212	69.23076923	95.61752988	1.453	3.381			Homo sapiens	['2012-06-20']	
Q9UM73	4fnx	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.069	65.38461538	95.21912351	1.75	1.688			Homo sapiens	['2012-06-20']	
Q9UM73	4fny	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.935	65.38461538	92.03187251	1.329	2.96			Homo sapiens	['2012-06-20']	
Q9UM73	4fnz	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.138	65.38461538	94.42231076	0.996	2.004			Homo sapiens	['2012-06-20']	
Q9UM73	4fob	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.964	76.92307692	96.41434263	1.605	3.831			Homo sapiens	['2012-06-20']	
Q9UM73	4foc	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.854	69.23076923	97.60956175	1.517	3.31			Homo sapiens	['2012-06-20']	
Q9UM73	4fod	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.034	73.07692308	97.60956175	1.636	3.709			Homo sapiens	['2012-06-20']	
Q9UM73	4mkc	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.534	96.15384615	97.60956175	1.617	6.7		Autoinhibited	Homo sapiens	['2013-09-04']	
Q9UM73	4tt7	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.29	92.30769231	94.42231076	1.511	5.865		Autoinhibited	Homo sapiens	['2014-06-19']	
Q9UM73	4z55	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.142	92.30769231	95.21912351	1.466	5.253		Autoinhibited	Homo sapiens	['2015-04-02']	
Q9UM73	5a9u	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.984	76.92307692	95.21912351	1.596	3.834			HOMO SAPIENS	['2015-07-22']	
Q9UM73	5aa8	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.999	76.92307692	94.82071713	1.613	3.921			HOMO SAPIENS	['2015-07-23']	
Q9UM73	5aa9	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.036	76.92307692	96.41434263	1.839	3.819			HOMO SAPIENS	['2015-07-23']	
Q9UM73	5aaa	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.992	76.92307692	96.41434263	1.767	3.774			HOMO SAPIENS	['2015-07-23']	
Q9UM73	5aab	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.012	76.92307692	95.21912351	1.63	4.013			HOMO SAPIENS	['2015-07-23']	
Q9UM73	5aac	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.979	76.92307692	95.21912351	1.59	3.886			HOMO SAPIENS	['2015-07-23']	
Q9UM73	5fto	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.994	73.07692308	98.4063745	2.036	2.788			HOMO SAPIENS	['2016-01-14']	
Q9UM73	5ftq	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.963	69.23076923	96.812749	1.873	3.365			HOMO SAPIENS	['2016-01-14']	
Q9UM73	5iug	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.495	69.23076923	92.43027888	1.356	2.888			Homo sapiens	['2016-03-18']	
Q9UM73	5iuh	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.497	65.38461538	92.82868526	1.377	2.625			Homo sapiens	['2016-03-18']	
Q9UM73	5iui	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.152	80.76923077	98.4063745	2.103	4.081		Autoinhibited	Homo sapiens	['2016-03-18']	
Q9UM73	5kz0	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.743	73.07692308	96.41434263	1.645	2.547			Homo sapiens	['2016-07-22']	
Q9UM73	6cdt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.987	76.92307692	96.01593625	1.712	3.832			Homo sapiens	['2018-02-09']	
Q9UM73	6e0r	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.908	61.53846154	95.21912351	1.512	1.404			Homo sapiens	['2018-07-06']	
Q9UM73	6ebw	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.336	61.53846154	94.42231076	1.208	1.281			Homo sapiens	['2018-08-07']	
Q9UM73	6edl	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.205	65.38461538	93.62549801	0.973	1.901			Homo sapiens	['2018-08-09']	
Q9UM73	6mx8	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.074	65.38461538	93.62549801	0.971	1.764			Homo sapiens	['2018-10-30']	
Q9UM73	7btt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.409	96.15384615	98.00796813	1.723	5.891		Autoinhibited	Homo sapiens	['2020-04-02']	
Q9UM73	7jy4	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.866	73.07692308	97.21115538	1.672	2.549			Homo sapiens	['2020-08-28']	
