Gene name,IAS-range,Accession Number,Uniprot ID,Referecne (PMID/uniprot),Protein Length,Domain,Domain-range,Comments,ENST,Canonical_Source,Protein name,Gene names,Protein length,Species,Autoinhibitory regions,References,Description (Refer to H and I),Evidence,Structure?,PDB,Number of PDBs
,,,P52293,,,,,,,,Importin subunit alpha-1 (Importin alpha P1) (Karyopherin subunit alpha-2) (Pendulin) (Pore targeting complex 58 kDa subunit) (PTAC58) (RAG cohort protein 1) (SRP1-alpha),Kpna2 Rch1,529,Mus musculus (Mouse),2-60(IBB domain),"26220098, 25658636, 10201409","Importin subunit alpha functions in the nuclear transport of classical nuclear localization signal (cNLS)-containing cargo. Autoinhibition by the self-binding of IBB domain inhibits the NLS binding affinity by binding IBB domain to the NLS binding sites. In addition, the closed homodimerization works as an autoinhibition state when the IBB domian dissociates from the NLS binding sites.",Experimentally validated,, 1EJL 1EJY 1IAL 1IQ1 1PJM 1PJN 1Q1S 1Q1T 1Y2A 2C1M 2YNR 3BTR 3KND 3L3Q 3OQS 3Q5U 3RZ9 3RZX 3TPM 3TPO 3UKW 3UKX 3UKY 3UKZ 3UL0 3UL1 3UVU 3VE6 3ZIN 3ZIO 3ZIP 3ZIQ 3ZIR 4BA3 4HTV 4MZ5 4MZ6 4OIH 4U54 4U58 4U5L 4U5N 4U5O 4U5S 4U5U 4U5V 4UAF 4YI0 4ZDU 5B56 5CTT 5D5K 5E6Q 5EKF 5EKG 5FC8 5GXW 5HHG 5HUW 5HUY 5K9S 5KLR 5KLT 5SVZ 5U5P 5U5R 5UMZ 5V5O 5V5P 5W41 5W4E 5W4F 5W4G 5WUM 5WUN 5X8N 6BVT 6BW0 6BW1 6D7M 6D7N 6IU7 6IUA 6IW8 6IWA 6K06 6MJL 6P6A 6P6E 6WBA 6WBB 6WBC 6WX7 7JJM 7JK7 7JVO 7L04 7LEQ 7LET 7LEU 7M60 7RFX 7RFZ 7RG0 7RG1 7RG2 7RG3 7RG4 7RG6,109
,,,P62826,,,,,,,,GTP-binding nuclear protein Ran,RAN,,Homo sapiens (Human),,33531455,"GTPase involved in nucleocytoplasmic transport, participating both to the import and the export from the nucleus of proteins and RNAs",Experimentally validated,Yes, 1I2M 1IBR 1K5D 1K5G 1QBK 1RRP 2MMC 2MMG 2N1B 3CH5 3EA5 3GJ0 3GJ3 3GJ4 3GJ5 3GJ6 3GJ7 3GJ8 3GJX 3NBY 3NBZ 3NC0 3NC1 3ZJY 4C0Q 4GMX 4GPT 4HAT 4HAU 4HAV 4HAW 4HAX 4HAY 4HAZ 4HB0 4HB2 4HB3 4HB4 4OL0 4WVF 5CIQ 5CIT 5CIW 5CJ2 5CLL 5CLQ 5DH9 5DHA 5DHF 5DI9 5DIF 5DIS 5DLQ 5FYQ 5JLJ 5UWH 5UWI 5UWJ 5UWO 5UWP 5UWQ 5UWR 5UWS 5UWT 5UWU 5UWW 5YRO 5YST 5YSU 5YTB 5ZPU 6A38 6A3A 6A3B 6A3C 6A3E 6CIT 6KFT 6LQ9 6M60 6M6X 6Q82 6Q84 6TVO 6X2M 6X2O 6X2P 6X2R 6X2S 6X2U 6X2V 6X2W 6X2X 6X2Y 6XJP 6XJR 6XJS 6XJT 6XJU 7B51 7CND 7DBG 7L5E,103
BRAF,100-345,ENSG00000157764,P15056,27135163/15710605,766,Kinase,457-717,Uniprot,ENST00000646891,Uniprot,Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1),BRAF BRAF1 RAFB1,766,Homo sapiens (Human),100-345(Autoinhibitory region),15710605,"Raf proteins are Ras-regulated serine/threonine protein kinases that control the activation of the ERK/MARK cascade, and consists of three isoforms, A-Raf, B-Raf, and Raf-1 (C-Raf), which exhibit a high degree of homology within three conserved regions (CR) known as CR1, CR2, and CR3. B-Raf contains an autoinhibitory domain(100-345) within its N terminus. The autoinhibitory domain of B-Raf encompasses the RBD and CRD (148-281) as well as a C-terminal region of low conservation between Raf isoforms (282-345).",Experimentally validated,, 1UWH 1UWJ 2FB8 2L05 3C4C 3D4Q 3IDP 3II5 3NY5 3OG7 3PPJ 3PPK 3PRF 3PRI 3PSB 3PSD 3Q4C 3Q96 3SKC 3TV4 3TV6 4CQE 4DBN 4E26 4E4X 4EHE 4EHG 4FC0 4FK3 4G9C 4G9R 4H58 4JVG 4KSP 4KSQ 4MBJ 4MNE 4MNF 4PP7 4R5Y 4RZV 4RZW 4WO5 4XV1 4XV2 4XV3 4XV9 4YHT 5C9C 5CSW 5CSX 5CT7 5FD2 5HI2 5HID 5HIE 5ITA 5J17 5J18 5J2R 5JRQ 5JSM 5JT2 5VAL 5VAM 5VR3 5VYK 6B8U 6CAD 6N0P 6N0Q 6NSQ 6NYB 6P3D 6P7G 6PP9 6Q0J 6Q0K 6Q0T 6U2G 6U2H 6UAN 6UUO 6V2U 6V2W 6V34 6XAG 6XFP 6XLO 7K0V 7M0T 7M0U 7M0V 7M0W 7M0X 7M0Y 7M0Z 7MFD 7MFE 7MFF 7P3V,101
PDE4D,"184-246,270-348",ENSG00000113448,Q08499,27135163,809,,386-715,,ENST00000340635,Uniprot,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)",PDE4D DPDE3,809,Homo sapiens (Human),403-539(GAF b domain),"15677448, 21527734","PDE5A plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides. PDE5A contains a catalytic domain that hydrolyzes cGMP and a regulatory (R) domain (1-539) that contains two GAFs, a and b. The R domain binds cGMP allosterically, provides for dimerization, and is phosphorylated at a site regulated by allosteric cGMP binding. The sequence containing GAF b and its flanking amino acids (403-539) autoinhibits GAF a cGMP-binding affinity.",Experimentally validated,, 1E9K 1MKD 1OYN 1PTW 1Q9M 1TB7 1TBB 1XOM 1XON 1XOQ 1XOR 1Y2B 1Y2C 1Y2D 1Y2E 1Y2K 1ZKN 2FM0 2FM5 2PW3 2QYN 3G4G 3G4I 3G4K 3G4L 3G58 3IAD 3IAK 3K4S 3SL3 3SL4 3SL5 3SL6 3SL8 3V9B 4OGB 4W1O 4WCU 5K1I 5K32 5LBO 5TKB 5WH5 5WH6 5WQA 6AKR 6BOJ 6F6U 6F8R 6F8T 6F8U 6F8V 6F8W 6F8X 6FDC 6FDI 6FE7 6FEB 6FET 6FT0 6FTA 6FTW 6FW3 6HWO 6IAG 6IBF 6IM6 6IMB 6IMD 6IMI 6IMO 6IMR 6IMT 6IND 6INK 6INM 6KJZ 6KK0 6LRM 6NJH 6NJI 6NJJ 6RCW 6ZBA 7A8Q 7A9V 7AAG 7AB9 7ABD 7ABE 7ABJ 7AY6 7B9H 7CBJ 7CBQ 7F2K 7F2L 7F2M,98
,,,P49841,,,,,,,,Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1),GSK3B,420,Homo sapiens (Human),838-875(C-terminal domain tail),22457353,"Gyrase, a prokaryotic type IIA topoisomerase, consumes ATP to introduce negative supercoils through a strand passage mechanism. The removal of either the entirety or an internal portion of the acidic tail at the extreme C terminus of the Escherichia coli GyrA CTD bestows GyrA with the capacity to wrap DNA to increase the coupling efficiency between ATP turnover and supercoiling, whereas the full-length GyrA CTD is unable to wrap, or even bind DNA. ",Experimentally validated,, 1GNG 1H8F 1I09 1J1B 1J1C 1O6K 1O6L 1O9U 1PYX 1Q3D 1Q3W 1Q41 1Q4L 1Q5K 1R0E 1UV5 2JDO 2JDR 2JLD 2O5K 2OW3 2UW9 2X39 2XH5 3CQU 3CQW 3DU8 3E87 3E88 3E8D 3F7Z 3F88 3GB2 3I4B 3L1S 3M1S 3MV5 3OW4 3PUP 3Q3B 3QKK 3SAY 3SD0 3ZDI 3ZRK 3ZRL 3ZRM 4ACC 4ACD 4ACG 4ACH 4AFJ 4B7T 4DIT 4EKK 4IQ6 4J1R 4J71 4NM0 4NM3 4NM5 4NM7 4PTC 4PTE 4PTG 5F94 5F95 5HLN 5HLP 5K5N 5KPK 5KPL 5KPM 5OY4 5T31 6B8J 6BUU 6GJO 6GN1 6H0U 6HK3 6HK4 6HK7 6NPZ 6TCU 6V6L 6Y9R 6Y9S 7B6F,89
,,,Q04206,,,,,,,,Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3),RELA NFKB3,551,Homo sapiens (Human),436-550(C-terminal autoregulatory region containing a CBP-binding site),9660950,"The inducible transcription factor NF-kB (nuclear factor kB) is responsible for regulating the expression of a wide  variety of genes. The most abundant form of the protein is a heterodimer of p50 and p65 subunits, in which the p65 subunit (RELA) contains the transcriptional activation domain. Full-length RELA does not bind efficiently to DNA, but a shorter fragment lacking the C-terminal sequence binds to DNA with high affinity. Binding assay revealed that the N-terminal region (1-194) interacts with the C-terminal region (436-550) for the autoinhibition of N-terminal domain. The C-terminal region contains a CBP binding site (residues 314-450) and the binding of CBP to RELA enhances the transcriptional activity of RELA.",Experimentally validated,, 1NFI 2LSP 2O61 3GUT 3QXY 3RC0 4KV1 4KV4 5U4K 5URN 6NV2 6QHL 6QHM 6YOW 6YOX 6YOY 6YP2 6YP3 6YP8 6YPL 6YPY 6YQ2 7BI3 7BIQ 7BIW 7BIY 7BJB 7BJF 7BJL 7BJW 7BKH 7LET 7LEU 7LF4 7NJ9 7NJB 7NK3 7NK5 7NLA 7NLE 7NM1 7NM3 7NM9 7NMH 7NQP 7NR7 7NSV 7NV4 7NVI 7NWS 7NXS 7NXT 7NXW 7NXY 7NY4 7NYE 7NYF 7NYG 7NZ6 7NZG 7NZK 7NZV 7O34 7O3A 7O3F 7O3P 7O3Q 7O3R 7O3S 7O57 7O59 7O5A 7O5C 7O5D 7O5F 7O5G 7O5O 7O5P 7O5S 7O5U 7O5X 7O6F 7O6G 7O6I 7O6J 7O6K 7O6M 7O6O,88
SYK,"93-167,245-370",ENSG00000165025,P43405,19909371,635,Kinase,371-631,Uniprot,ENST00000375746,Uniprot,Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk),SYK,635,Homo sapiens (Human),108-167(Interdomain A); 260-370(Interdomain B),19909371,"Syk is non-receptor tyrosine kinase which mediates signal transduction downstream of a variety of transmembrane receptors including classical immunoreceptors like the B-cell receptor (BCR). Upon BCR crosslinking, Syk is recruited via its tandem SH2 domain to tyrosine-phosphorylated Ig-?/Ig-? constituting components of BCR, and intimately cooperates with the signaling subunits of the BCR and plays a central role in the amplification and diversification of BCR signals.  Syk has two linkers called interdomains that regulate conformations of SYK: interdomain A (SH2-SH2), interdomain B (SH2-Protein Kinase). The interdomain interaction of A and B maintains the kinase domain inactive.",Experimentally validated,, 1A81 1CSY 1CSZ 1XBA 1XBB 1XBC 3BUW 3EMG 3FQE 3FQH 3FQS 3SRV 3TUB 3TUC 3TUD 3VF8 3VF9 4DFL 4DFN 4F4P 4FL1 4FL2 4FL3 4FYN 4FYO 4FZ6 4FZ7 4GFG 4I0R 4I0S 4I0T 4PUZ 4PV0 4PX6 4RSS 4RX7 4RX8 4RX9 4WNM 4XG2 4XG3 4XG4 4XG6 4XG7 4XG8 4XG9 4YJO 4YJP 4YJQ 4YJR 4YJS 4YJT 4YJU 4YJV 5C26 5C27 5CXH 5CXZ 5CY3 5GHV 5LMA 5LMB 5T68 5TIU 5TR6 5TT7 5Y5T 5Y5U 6HM6 6HM7 6SSB 6VOV 6ZC0 6ZCP 6ZCQ 6ZCR 6ZCS 6ZCU 6ZCX 6ZCY 7Q5T 7Q5U 7Q5W 7Q63 7SA7,85
,,,P00579,,,,,,,,RNA polymerase sigma factor RpoD (Sigma-70),rpoD alt b3067 JW3039,613,Escherichia coli (strain K12),2-80(Sigma-70 factor domain-1),"8858155, 8253389, 1643661","Sigma factors are initiation factors that promote the attachment of RNA polymerase to the specific ribosome binding site on DNA strands and are then released. N-terminal sequences (sigma-70 factor domain-1) inhibit the ability of intact sigma 70 (sigma-70 factor domain-2 and sigma-70 factor domain-1 4) to bind to DNA.  In the active state, the domains are in an extended conformation, each making extensive interactions with the RNA polymerase catalytic core.",Experimentally validated,, 1SIG 1TLH 2P7V 3IYD 3T72 4JK1 4JK2 4JKR 4KMU 4KN4 4KN7 4LJZ 4LK0 4LK1 4LLG 4MEX 4MEY 4XSX 4XSY 4XSZ 4YFK 4YFN 4YFX 4YG2 4YLN 4YLO 4YLP 4ZH2 4ZH3 4ZH4 5UAC 5UAG 5UAH 5UAJ 5UAL 5UAQ 5VSW 5VT0 5W1S 5W1T 6B6H 6BYU 6C9Y 6CA0 6CUX 6JNX 6K4Y 6LDI 6N4C 6N57 6N58 6OUL 6P18 6P1K 6PB4 6PB5 6PB6 6PSQ 6PSR 6PSS 6PST 6PSU 6PSV 6PSW 6VJS 6WMU 6XH7 6XH8 6XL5 6XL9 6XLJ 6XLL 6XLM 7BEF 7C17 7C97 7CHW 7DY6 7KHB 7KHC 7KHE 7KHI,82
,,,Q07889,,,,,,,,Son of sevenless homolog 1 (SOS-1),SOS1,1333,Homo sapiens (Human),1-198(Histone domain);198-565 (DH-PH unit),"20648242, 15507210, 20133692","The translocation of Son of Sevenless 1 (SOS1) protein to the plasma membrane enables activation of membrane-bound Ras, which is a vital regulator of cell proliferation and differentiation. The autoinhibitory conformation of SOS1 consists of the histone domain, the Dbl homology (DH), the Pleckstrin homology (PH) domain, and PH-Rem helical linker. SOS is inactive by the DH-PH unit, which blocks allosteric Ras binding. In addition, the histone domain plays a dual role in occluding the allosteric site and in stabilizing the autoinhibitory conformation of the DH-PH unit. Autoinhibition of the catalytic domain of SOS is released by enhancing the density of PIP2 and the local concentration of Ras-GTP, consequently increasing the activity of SOS at the membrane.",Experimentally validated,, 1AWE 1BKD 1DBH 1NVU 1NVV 1NVW 1NVX 1Q9C 1XD2 1XD4 1XDV 2II0 3KSY 4NYI 4NYJ 4NYM 4URU 4URV 4URW 4URX 4URY 4URZ 4US0 4US1 4US2 5OVD 5OVE 5OVF 5OVG 5OVH 5OVI 5WFO 5WFP 5WFQ 5WFR 6BVI 6BVJ 6BVK 6BVL 6BVM 6CUO 6CUP 6CUR 6D55 6D56 6D59 6D5E 6D5G 6D5H 6D5J 6D5L 6D5M 6D5V 6D5W 6EPL 6EPM 6EPN 6EPO 6EPP 6F08 6SCM 6SFR 6V94 6V9F 6V9J 6V9L 6V9M 6V9N 6V9O 6Y44 7AVI 7AVL 7AVS 7AVT 7AVU 7AVV 7KFZ,77
ALK,"1279-1288,1158-1173",ENSG00000171094,Q9UM73,20695522,1620,Kinase,"1116-1157,1174-1278,1289-1392",Uniprot,ENST00000389048,Uniprot,ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246),ALK,1620,Homo sapiens (Human),1096-1103(?1'-sheet and ?2'-sheet);1271-1277(?-DFG),20695522,ALK is a receptor tyrosine kinase involved in the development of several human cancers. Its autoinhibition is mediated by an intramolecular interaction between beta-sheet (beta1' and beta2') and DFG helix in A-loop. ALK releases autoinhibited conformation by packing N-terminal ?-sheet the C-terminal end of the ?C helix. It is suggested that two phosphorylated tyrosines (Tyr1096 and Tyr1278) prevents ALKs from returning to their positions in the autoinhibited conformation.,Inferred by structure analysis without experimental evidences,, 2KUP 2KUQ 2XB7 2XBA 2XP2 2YFX 2YHV 2YJR 2YJS 2YS5 2YT2 3AOX 3L9P 3LCS 3LCT 4ANL 4ANQ 4ANS 4CCB 4CCU 4CD0 4CLI 4CLJ 4CMO 4CMT 4CMU 4CNH 4CTB 4CTC 4DCE 4FNW 4FNX 4FNY 4FNZ 4FOB 4FOC 4FOD 4JOA 4MKC 4TT7 4Z55 5A9U 5AA8 5AA9 5AAA 5AAB 5AAC 5FTO 5FTQ 5IMX 5IUG 5IUH 5IUI 5KZ0 5VZ5 6AT9 6CDT 6E0R 6EBW 6EDL 6MX8 7BTT 7JY4 7JYR 7JYS 7JYT 7LRZ 7LS0 7MZW 7MZY 7N00 7NWZ 7NX3 7NX4,74
,,,P29475,,,,,,,,"Nitric oxide synthase, brain (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Peptidyl-cysteine S-nitrosylase NOS1) (bNOS)",NOS1,1434,Homo sapiens (Human),834-875(Autoinhibitory loop),10329664,"Nitric oxide synthase produces nitric oxide (NO) which is implicated in vascular smooth muscle relaxation through a cGMP-mediated signal transduction pathway. The primary sequences of the three mammalian nitric oxide synthase (NOS) isoforms differ by the insertion of a 52-55-amino acid loop into the reductase domains of the endothelial (eNOS) and neuronal (nNOS), but not inducible (iNOS). The loop mediates the autoinhibition in eNOS and nNOS. Deletion of the autoinhibitory loop in bovine eNOS increases its catalytic acitivity. The autoinhibitory region was inferred by sequence similarity with the bovine eNOS (P29473).",Annotated by sequence similarity,, 4D1N 4UCH 4UH5 4UH6 4V3U 5ADF 5ADG 5ADI 5FVU 5FVV 5FVW 5FVX 5UO1 5UO2 5UO3 5UO4 5UO5 5UO6 5UO7 5VUV 5VUW 5VUX 5VUY 5VUZ 5VV0 5VV1 5VV2 5VV3 5VV4 5VV5 6AUY 6AUZ 6AV0 6AV1 6AV2 6AV3 6AV4 6AV5 6CIC 6CID 6NG1 6NG2 6NG4 6NG5 6NG6 6NG7 6NG8 6NGA 6NGB 6NGC 6NGD 6NGE 6NGF 6NGH 6NGI 6NHB 6NHC 6PNA 6PNB 6PNC 6PND 6PNE 6PNF 6PNG 6PNH 6PO5 6PO7 6PO8 6PO9 6POA 6POB 6POC 6POT,73
ABL1,"67-113,127-217",ENSG00000097007,P00519,"11832214,UniProt",1130,Kinase,242-493,Uniprot,ENST00000318560,Uniprot,Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150),ABL1 ABL JTK7,1130,Homo sapiens (Human),1-60(CAP);61-121(SH3 domain);127-217(SH2 domain);218-241(SH2-Tyrosine kinase linker),"11832214, 12654251","Abelson tyrosine kinase (Abl1) is a non-receptor tyrosine kinase that involved in many processes linked to cell growth and survival such as cytockeleton remodeling, cell motility and adhesion, receptor endocytosis, autophagy, DNA damage response and apoptosis. Abl protein contains a CAP-SH3-SH2-TK (Src homology 3-Src homology 2-tyrosine kinase) domain cassette, which confers autoregulated kinase activity. Structural and biochemical studies revealed the multiple autoinhibitory mechanisms. The tyrosine kinase activity of Abl1 is increased by disrupting these autoinhibitory interactions, such as the N-terminal CAP domain mutation, the SH3 domain mutation, the SH2 domain mutations, and the SH2-TK linker-region double mutation. Also, Abl1 has an activation loop in which Tyr393 is the major site of phosphorylation. ",Experimentally validated,, 1AB2 1AWO 1BBZ 1JU5 1OPL 1ZZP 2ABL 2E2B 2F4J 2FO0 2G1T 2G2F 2G2H 2G2I 2GQG 2HIW 2HYY 2HZ0 2HZ4 2HZI 2O88 2V7A 3CS9 3EG0 3EG1 3EG2 3EG3 3EGU 3K2M 3PYY 3QRI 3QRJ 3QRK 3T04 3UE4 3UYO 4J9B 4J9C 4J9D 4J9E 4J9F 4J9G 4J9H 4J9I 4JJB 4JJC 4JJD 4TWP 4WA9 4XEY 4YC8 4ZOG 5DC0 5DC4 5DC9 5HU9 5MO4 5NP2 5OAZ 6AMV 6AMW 6BL8 6NPE 6NPU 6NPV 6XR6 6XR7 6XRG 7CC2 7DT2,70
FGFR1,120-149,ENSG00000077782,P11362,27135163/18056630,822,Kinase,478-767,Uniprot,ENST00000326324,Uniprot,Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331),FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR,822,Homo sapiens (Human),25-125(D1 domain);127-153(AB/linker region),"18056630, 22244757","Fibroblast growth factor receptor 2 (FGFR2) is one of the members of FGFR family belonging to the receptor tyrosine kinases (RTK) in cell proliferation, differentiation, migration, and maintenance of cellular homeostasis. FGFR2 consists of the ligand-binding region (immunoglobulin (Ig) domain 1-like domains) designated D1, D2, and D3, and a kinase domain. In a study with human FGFR1 (P11362) and FGFR3 (P22607), the D1 domain and the acid box (AB)-containing linker between D1 and D2 are involved in autoinhibition. Loss of D1 or the linker enhances the affinity of FGFR for FGF and HS and increases the signaling capacity of FGFR. Specifically, the AB region blocks the heparan sulfate (HS)-binding site on the D2 domain in cis to suppress HS-binding affinity of EGFR. D1 is dispensible for autoinhibition but plays a minor role in autoinhibition.",Annotated by sequence similarity,, 1AGW 1CVS 1EVT 1FGI 1FGK 1FQ9 1XR0 2CR3 2FGI 3C4F 3DPK 3GQI 3GQL 3JS2 3KRJ 3KRL 3KXX 3KY2 3OJV 3RHX 3TT0 4F63 4F64 4F65 4NK9 4NKA 4NKS 4RWI 4RWJ 4RWK 4RWL 4UWB 4UWC 4UWY 4V01 4V04 4V05 4WUN 4ZSA 5A46 5A4C 5AM6 5AM7 5B7V 5EW8 5FLF 5O49 5O4A 5UQ0 5UR1 5VND 5W21 5W59 5Z0S 5ZV2 6C18 6C19 6C1B 6C1C 6C1O 6ITJ 6MZQ 6MZW 6NVL 6P68 6P69 7OZB 7OZD 7OZF,69
PTPN11,3-104,ENSG00000179295,Q06124,20648242,593,Phosphatase,247-517,Uniprot,ENST00000351677,Uniprot,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTPN11 PTP2C SHPTP2,593,Homo sapiens (Human),1-103(N-SH2 domain),"20648242, 21365683","SHPTP2 is a widely-expressed Src homology 2 (SH2) domain-containing protein tyrosine phosphatase (PTP) that is important for normal cell development. It plays a critical role in a variety of signal transduction pathways, including growth factor-mediated cell proliferation Regulation of SHPTP2 activity is, in part, achieved by an intramolecular interaction between the PTP domain of the protein, which contains the catalytic site, and the N-SH2 domain leading to a “closed” protein conformation and autoinhibition. Accordingly, “opening” of the N-SH2 and PTP domains is required for the protein to become active. The binding of phosphopeptides to the N-SH2 domain is known to induce the opening event.",Experimentally validated,, 2SHP 3B7O 3MOW 3O5X 3TKZ 3TL0 3ZM0 3ZM1 3ZM2 3ZM3 4DGP 4DGX 4GWF 4H1O 4H34 4JE4 4JEG 4JMG 4NWF 4NWG 4OHD 4OHE 4OHH 4OHI 4OHL 4PVG 4QSY 4RDD 5BK8 5DF6 5EHP 5EHR 5I6V 5IBM 5IBS 5X7B 5X94 5XZR 6ATD 6BMR 6BMU 6BMV 6BMW 6BMX 6BMY 6BN5 6CMP 6CMQ 6CMR 6CMS 6CRF 6CRG 6MD7 6MD9 6MDA 6MDB 6MDC 6MDD 6R5G 6WU8 7EMN 7JVM 7JVN 7R75 7R7D 7R7I 7R7L 7RCT,68
,,,P12931,,,,,,,,Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),SRC SRC1,536,Homo sapiens (Human),84-145(SH3 domain);249-269(SH2-CD linker);403-430(Activation loop);524-536(C-terminal regulatory tail),"9405157, 15489910, 24103328, 25302671","The Src-family kinases include Src, Hck, Fyn, Lyn, Lck, Yes, Fgr, Blk and Frk. They are involved in diverse cellular functions such as immune responses and cell survival and proliferation. Autoinhibition of Src is achieved by the intramolecular interaction between N-terminal SH3 domain and the linker between SH2 domain and catalytic domain, and another intramolecular interaction between SH2 domain and C-terminal tail.",Annotated by sequence similarity,, 1A07 1A08 1A09 1A1A 1A1B 1A1C 1A1E 1FMK 1HCS 1HCT 1KSW 1O41 1O42 1O43 1O44 1O45 1O46 1O47 1O48 1O49 1O4A 1O4B 1O4C 1O4D 1O4E 1O4F 1O4G 1O4H 1O4I 1O4J 1O4K 1O4L 1O4M 1O4N 1O4O 1O4P 1O4Q 1O4R 1SHD 1Y57 1YI6 1YOJ 1YOL 1YOM 2BDF 2BDJ 2H8H 2SRC 3VRO 3ZMP 3ZMQ 4F59 4F5A 4F5B 4HXJ 4K11 4MXO 4MXX 4MXY 4MXZ 6ATE 6C4S 6E6E 6EHJ 7NG7,65
,,,P00782,,,,,,,,Subtilisin BPN' (EC 3.4.21.62) (Alkaline protease) (Subtilisin DFE) (Subtilisin Novo),apr,382,Bacillus amyloliquefaciens (Bacillus velezensis),1-77(N-terminal prosegment),8535784,Serine protease subtilisin BPN' is secreted by the soil bacterium for the apparent biological function of digesting environmental proteins for bacterial absorption. The N-terminal 77 residues must be removed for the activation of this enzyme. ,Experimentally validated,, 1A2Q 1AK9 1AQN 1AU9 1DUI 1GNS 1GNV 1LW6 1S01 1S02 1SBH 1SBI 1SBN 1SBT 1SIB 1SPB 1ST2 1SUA 1SUB 1SUC 1SUD 1SUE 1SUP 1TM1 1TM3 1TM4 1TM5 1TM7 1TMG 1TO1 1TO2 1UBN 1V5I 1Y1K 1Y33 1Y34 1Y3B 1Y3C 1Y3D 1Y3F 1Y48 1Y4A 1Y4D 1YJA 1YJB 1YJC 2SBT 2SIC 2SNI 2ST1 3BGO 3CNQ 3CO0 3F49 3SIC 5OX2 5SIC 7AM3 7AM4 7AM5 7AM6 7AM7 7AM8,63
MAP2K1,75-102,ENSG00000169032,Q02750,27135163,393,Kinase,"68-74,103-361",Uniprot,ENST00000307102,Uniprot,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),MAP2K1 MEK1 PRKMK1,393,Homo sapiens (Human),48-63(Negative regulatory domain),"19141286, 15543157","MAP2K2 encodes for Dual specificity mitogen-activated protein kinase kinase 2, belongs to MAP2Ks family, plays an important role in MAP kinase signal transduction pathway. The autoinhibitory state of MAP2K2 is more stable as dimer in the absence of its own substrates or other interacting partners. The several interactions span from the N-terminal to the C-terminal to form dimer. Dimerization of MAP2K2 block access of the substrate binding site and the activation loop from macromolecules. MAP2K2 has high sequence similarity with MAP2K1, and the same mechanism of autoinhibition.",Experimentally validated,, 1S9J 2P55 3DV3 3DY7 3E8N 3EQB 3EQC 3EQD 3EQF 3EQG 3EQH 3EQI 3MBL 3ORN 3OS3 3PP1 3SLS 3V01 3V04 3VVH 3W8Q 3WIG 3ZLS 3ZLW 3ZLX 3ZLY 3ZM4 4AN2 4AN3 4AN9 4ANB 4ARK 4LMN 4MNE 4U7Z 4U80 4U81 5BX0 5EYM 5HZE 5YT3 6NYB 6PP9 6Q0J 6Q0T 6U2G 6V2W 6X2P 6X2S 6X2X 7B3M 7B7R 7B94 7B9L 7M0T 7M0U 7M0V 7M0W 7M0X 7M0Y 7M0Z 7MFD,62
